# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam
151_5	k141_42500	1807	2127	+	321	0
151_6	k141_42500	2178	2456	+	279	1
151_7	k141_42500	2472	2966	+	495	6
151_8	k141_42500	2979	3128	+	150	3
151_9	k141_42500	3198	3392	+	195	6
151_10	k141_42500	3439	4293	-	855	17
152_1	k141_60202	66	1061	+	996	78
153_1	k141_53145	389	793	+	405	9
154_1	k141_49580	141	1019	-	879	37
155_1	k141_7113	3	302	-	300	8
155_2	k141_7113	564	1781	+	1218	25
156_1	k141_35412	1	330	-	330	31
156_2	k141_35412	419	1147	-	729	98
156_3	k141_35412	1208	1834	-	627	69
156_4	k141_35412	1835	2926	-	1092	92
156_5	k141_35412	2919	4424	-	1506	183
156_6	k141_35412	4506	5633	-	1128	128
156_7	k141_35412	5633	6649	-	1017	102
156_8	k141_35412	6750	7937	-	1188	155
156_9	k141_35412	7945	8856	-	912	109
156_10	k141_35412	8914	10125	-	1212	131
156_11	k141_35412	10670	12205	-	1536	135
156_12	k141_35412	12281	13180	-	900	52
156_13	k141_35412	13371	15461	-	2091	219
156_14	k141_35412	15636	15902	-	267	38
156_15	k141_35412	16045	17235	-	1191	121
156_16	k141_35412	17378	18307	-	930	105
156_17	k141_35412	18325	18852	-	528	30
157_1	k141_10646	1	1383	-	1383	45
157_2	k141_10646	1664	1873	+	210	3
157_3	k141_10646	2006	2347	-	342	7
158_1	k141_31917	1	693	+	693	14
158_2	k141_31917	695	1561	-	867	8
159_1	k141_38962	1	282	+	282	4
159_2	k141_38962	381	698	-	318	14
159_3	k141_38962	717	2069	-	1353	20
160_1	k141_70	695	1045	+	351	6
160_2	k141_70	1159	1344	+	186	6
160_3	k141_70	1509	2213	+	705	29
161_1	k141_53150	3	374	-	372	0
161_2	k141_53150	393	1535	-	1143	26
162_1	k141_35414	1	681	-	681	45
162_2	k141_35414	748	1080	-	333	29
163_1	k141_56669	450	734	-	285	2260
164_1	k141_7115	2	298	-	297	13
164_2	k141_7115	346	450	+	105	0
164_3	k141_7115	590	2134	+	1545	31
164_4	k141_7115	2208	2717	+	510	13
165_1	k141_74	1	255	+	255	2
165_2	k141_74	276	1124	+	849	28
166_1	k141_31925	3	473	-	471	0
166_2	k141_31925	524	1285	-	762	11
166_3	k141_31925	1287	1979	-	693	21
167_1	k141_7116	1461	1538	-	78	194
168_1	k141_21283	2	1579	+	1578	75
168_2	k141_21283	1560	2531	+	972	75
168_3	k141_21283	2546	3421	+	876	42
168_4	k141_21283	3439	4197	+	759	29
168_5	k141_21283	4277	4588	+	312	17
168_6	k141_21283	4605	5822	+	1218	100
169_1	k141_60213	123	347	+	225	3
169_2	k141_60213	534	1400	+	867	6
170_1	k141_49586	17	682	+	666	531
170_2	k141_49586	754	2484	-	1731	110
171_1	k141_35419	65	1936	+	1872	283
171_2	k141_35419	2079	2237	+	159	22
171_3	k141_35419	2363	2770	+	408	4
172_1	k141_38966	3	596	-	594	15
172_2	k141_38966	1020	1694	+	675	29
172_3	k141_38966	1930	2247	+	318	23
172_4	k141_38966	2386	3054	+	669	31
173_1	k141_3590	166	1374	+	1209	73
173_2	k141_3590	1721	2239	-	519	31
173_3	k141_3590	2236	3435	-	1200	53
173_4	k141_3590	3428	3664	-	237	3
173_5	k141_3590	3750	4040	-	291	21
173_6	k141_3590	4056	5336	-	1281	42
173_7	k141_3590	5302	5700	-	399	20
174_1	k141_60214	2	1132	-	1131	13
175_1	k141_49587	3	437	-	435	8
175_2	k141_49587	424	666	-	243	4
175_3	k141_49587	758	1072	-	315	8
176_1	k141_31928	1	210	-	210	1
176_2	k141_31928	393	1178	+	786	15
176_3	k141_31928	1172	1597	+	426	3
177_1	k141_60218	3	1130	-	1128	49
177_2	k141_60218	1173	1478	-	306	8
178_1	k141_42522	3	134	+	132	5
178_2	k141_42522	166	567	-	402	9
178_3	k141_42522	588	1097	-	510	37
178_4	k141_42522	1365	2936	-	1572	61
179_1	k141_7124	3	98	-	96	30
179_2	k141_7124	1454	1702	+	249	125
180_1	k141_28312	3	470	+	468	134
180_2	k141_28312	940	1788	+	849	180
180_3	k141_28312	1785	3572	+	1788	313
180_4	k141_28312	3660	5426	-	1767	368
180_5	k141_28312	5423	7237	-	1815	300
180_6	k141_28312	7633	8904	+	1272	208
180_7	k141_28312	8897	10576	+	1680	323
180_8	k141_28312	11080	12495	+	1416	307
180_9	k141_28312	12808	13719	+	912	94
180_10	k141_28312	13737	15650	+	1914	301
180_11	k141_28312	15710	15967	+	258	34
180_12	k141_28312	16293	17036	+	744	129
180_13	k141_28312	17077	18240	+	1164	166
180_14	k141_28312	18237	21590	+	3354	592
180_15	k141_28312	22009	22560	+	552	73
180_16	k141_28312	22710	23132	+	423	92
180_17	k141_28312	23424	23630	+	207	43
180_18	k141_28312	23915	24217	+	303	66
180_19	k141_28312	24300	24707	+	408	57
180_20	k141_28312	25072	26361	+	1290	186
180_21	k141_28312	26380	27474	+	1095	152
180_22	k141_28312	27490	28332	+	843	119
180_23	k141_28312	28619	29395	+	777	118
180_24	k141_28312	29458	30198	+	741	90
180_25	k141_28312	30268	31362	+	1095	145
180_26	k141_28312	31425	32531	+	1107	133
180_27	k141_28312	32539	33573	+	1035	106
180_28	k141_28312	33554	34813	+	1260	174
180_29	k141_28312	34874	35290	+	417	35
180_30	k141_28312	35301	36590	+	1290	146
180_31	k141_28312	36798	39686	+	2889	479
180_32	k141_28312	39826	40605	-	780	179
180_33	k141_28312	40825	41079	-	255	54
180_34	k141_28312	41360	41809	+	450	106
180_35	k141_28312	41947	43281	-	1335	282
180_36	k141_28312	43872	45233	+	1362	261
180_37	k141_28312	45328	45831	+	504	83
180_38	k141_28312	45828	46352	+	525	73
180_39	k141_28312	46496	47053	+	558	120
180_40	k141_28312	47171	48178	+	1008	229
180_41	k141_28312	48203	48367	+	165	0
180_42	k141_28312	48420	48968	-	549	41
180_43	k141_28312	49184	49327	+	144	9
180_44	k141_28312	49407	49643	+	237	77
180_45	k141_28312	50160	50840	+	681	138
180_46	k141_28312	50837	52381	+	1545	254
180_47	k141_28312	52601	53239	+	639	147
180_48	k141_28312	53241	53999	+	759	90
180_49	k141_28312	54032	54706	+	675	125
180_50	k141_28312	54752	56380	+	1629	242
181_1	k141_75	2	337	+	336	39
181_2	k141_75	542	1867	+	1326	121
181_3	k141_75	2002	2196	+	195	5
181_4	k141_75	2180	2791	+	612	58
181_5	k141_75	2910	3488	-	579	63
181_6	k141_75	3942	4211	+	270	61
181_7	k141_75	4383	5825	+	1443	97
182_1	k141_38973	3	329	-	327	2
182_2	k141_38973	322	579	-	258	10
182_3	k141_38973	652	927	-	276	3
182_4	k141_38973	1028	1417	-	390	15
183_1	k141_46041	2	1057	+	1056	20
183_2	k141_46041	1260	2456	-	1197	68
183_3	k141_46041	2781	3596	+	816	56
183_4	k141_46041	3593	6502	+	2910	206
183_5	k141_46041	6631	7548	-	918	28
183_6	k141_46041	7571	8104	-	534	14
183_7	k141_46041	8106	8972	-	867	13
183_8	k141_46041	8965	10263	-	1299	69
183_9	k141_46041	10260	10412	-	153	10
183_10	k141_46041	10633	11295	-	663	36
183_11	k141_46041	11314	14388	-	3075	194
183_12	k141_46041	14877	16013	-	1137	60
183_13	k141_46041	16010	16687	-	678	41
183_14	k141_46041	16831	16974	+	144	1
183_15	k141_46041	16967	17851	+	885	46
183_16	k141_46041	17854	18720	+	867	37
183_17	k141_46041	18968	19393	+	426	21
183_18	k141_46041	19377	20480	+	1104	48
183_19	k141_46041	20484	20990	+	507	38
183_20	k141_46041	21456	22091	+	636	32
183_21	k141_46041	22337	22660	+	324	30
183_22	k141_46041	22679	23113	+	435	12
184_1	k141_7125	2	1168	+	1167	28
185_1	k141_28313	3	515	-	513	22
185_2	k141_28313	617	1114	-	498	16
186_1	k141_46044	3	587	-	585	8
186_2	k141_46044	1002	1325	-	324	7
187_1	k141_80	2	826	+	825	1
187_2	k141_80	826	1638	+	813	7
188_1	k141_7128	2	97	-	96	1
188_2	k141_7128	334	1647	+	1314	55
189_1	k141_10668	3	1112	-	1110	73
189_2	k141_10668	1537	2934	-	1398	218
189_3	k141_10668	3290	3730	+	441	38
189_4	k141_10668	3727	4503	+	777	60
190_1	k141_28318	38	715	+	678	4
190_2	k141_28318	728	967	+	240	0
191_1	k141_31929	77	229	-	153	71
191_2	k141_31929	337	489	-	153	120
191_3	k141_31929	708	929	+	222	71
191_4	k141_31929	939	3272	-	2334	574
191_5	k141_31929	3269	3952	-	684	166
191_6	k141_31929	4062	5099	-	1038	257
191_7	k141_31929	5108	5794	-	687	141
191_8	k141_31929	5787	5975	-	189	44
191_9	k141_31929	6140	6496	+	357	102
191_10	k141_31929	6701	7135	+	435	102
192_1	k141_60222	160	633	+	474	14
192_2	k141_60222	736	1158	+	423	19
192_3	k141_60222	1169	1615	+	447	10
192_4	k141_60222	1627	2388	+	762	27
192_5	k141_60222	2401	3594	+	1194	56
192_6	k141_60222	3603	4142	+	540	10
193_1	k141_3595	692	901	+	210	28
193_2	k141_3595	1034	2248	-	1215	125
193_3	k141_3595	2661	3203	-	543	28
193_4	k141_3595	3251	4006	-	756	48
193_5	k141_3595	4852	6315	-	1464	129
194_1	k141_17730	1	108	-	108	52
194_2	k141_17730	377	1366	+	990	227
194_3	k141_17730	1526	2791	-	1266	342
194_4	k141_17730	3173	4678	+	1506	525
194_5	k141_17730	4736	5482	-	747	225
194_6	k141_17730	5736	6158	+	423	164
194_7	k141_17730	6181	7731	+	1551	458
194_8	k141_17730	7891	8769	+	879	265
194_9	k141_17730	8759	9478	+	720	224
194_10	k141_17730	9524	11146	+	1623	465
194_11	k141_17730	11143	12828	+	1686	416
194_12	k141_17730	12959	13234	+	276	65
194_13	k141_17730	13277	14098	+	822	236
194_14	k141_17730	14180	14626	+	447	98
194_15	k141_17730	14750	15205	-	456	194
194_16	k141_17730	15556	17289	+	1734	545
194_17	k141_17730	17326	18780	+	1455	377
194_18	k141_17730	18790	20079	+	1290	331
194_19	k141_17730	20196	21563	+	1368	392
194_20	k141_17730	21977	23863	+	1887	520
194_21	k141_17730	24077	24310	+	234	91
194_22	k141_17730	24338	24517	+	180	25
194_23	k141_17730	24647	25795	+	1149	311
194_24	k141_17730	25952	26902	+	951	325
194_25	k141_17730	27066	27647	+	582	187
194_26	k141_17730	27747	31064	+	3318	901
194_27	k141_17730	31061	32428	+	1368	514
194_28	k141_17730	32617	33417	-	801	227
194_29	k141_17730	33407	34603	-	1197	362
194_30	k141_17730	34822	35340	+	519	135
194_31	k141_17730	35448	35864	+	417	170
195_1	k141_56670	203	742	+	540	44
195_2	k141_56670	853	1944	+	1092	70
195_3	k141_56670	1937	2761	+	825	58
195_4	k141_56670	2755	4629	+	1875	133
195_5	k141_56670	4808	5701	+	894	83
195_6	k141_56670	5831	7282	-	1452	146
195_7	k141_56670	7451	7999	-	549	59
195_8	k141_56670	8162	10015	-	1854	223
195_9	k141_56670	10017	12194	-	2178	230
196_1	k141_21302	2	601	+	600	77
196_2	k141_21302	843	2495	+	1653	171
197_1	k141_3596	249	1559	+	1311	600
198_1	k141_38992	1	618	-	618	8
198_2	k141_38992	859	1545	-	687	22
199_1	k141_60227	68	1834	+	1767	13
200_1	k141_67278	2	112	-	111	0
200_2	k141_67278	172	519	-	348	18
200_3	k141_67278	720	1571	+	852	70
200_4	k141_67278	1552	2355	+	804	105
200_5	k141_67278	2417	3739	-	1323	120
200_6	k141_67278	3771	4433	-	663	58
200_7	k141_67278	4547	5833	-	1287	117
200_8	k141_67278	6112	6471	+	360	52
200_9	k141_67278	6365	7339	-	975	106
200_10	k141_67278	8002	8829	-	828	166
200_11	k141_67278	8998	10386	-	1389	258
200_12	k141_67278	10393	13458	-	3066	536
200_13	k141_67278	13669	14514	-	846	202
200_14	k141_67278	14676	15539	+	864	173
200_15	k141_67278	16511	16789	+	279	85
200_16	k141_67278	17459	17896	-	438	72
200_17	k141_67278	17937	18377	+	441	53
200_18	k141_67278	18436	19098	+	663	61
200_19	k141_67278	18983	19735	-	753	104
200_20	k141_67278	19995	20582	-	588	11
200_21	k141_67278	20601	21356	-	756	19
201_1	k141_46048	168	1688	-	1521	449
201_2	k141_46048	1692	2312	-	621	176
201_3	k141_46048	2540	3757	-	1218	292
201_4	k141_46048	4270	4824	-	555	81
201_5	k141_46048	5002	5559	-	558	236
202_1	k141_56674	1	762	+	762	25
202_2	k141_56674	955	1428	-	474	20
202_3	k141_56674	1498	2031	+	534	11
202_4	k141_56674	2312	3325	+	1014	35
202_5	k141_56674	3347	3874	+	528	10
203_1	k141_31935	3	221	+	219	40
203_2	k141_31935	358	762	+	405	104
203_3	k141_31935	803	1864	+	1062	182
203_4	k141_31935	1904	3112	+	1209	242
203_5	k141_31935	3232	3357	+	126	18
204_1	k141_38993	1	1422	+	1422	63
205_1	k141_46049	1	1563	-	1563	29
206_1	k141_28329	3	1562	+	1560	34
206_2	k141_28329	1559	1726	-	168	2
207_1	k141_63726	9	563	-	555	179
207_2	k141_63726	609	1013	-	405	71
207_3	k141_63726	1183	1329	-	147	14
207_4	k141_63726	1326	2168	-	843	100
207_5	k141_63726	2198	2326	-	129	28
207_6	k141_63726	2335	2601	-	267	47
207_7	k141_63726	2646	3620	-	975	180
207_8	k141_63726	3633	4238	-	606	84
207_9	k141_63726	4240	4854	-	615	90
207_10	k141_63726	4966	5544	-	579	59
207_11	k141_63726	5915	6019	-	105	21
207_12	k141_63726	6019	7767	-	1749	327
207_13	k141_63726	7768	9552	-	1785	304
207_14	k141_63726	9569	11035	-	1467	195
207_15	k141_63726	11038	11811	-	774	145
207_16	k141_63726	11926	12528	-	603	140
207_17	k141_63726	12666	13634	-	969	90
207_18	k141_63726	13733	14119	-	387	20
207_19	k141_63726	14730	15476	-	747	114
207_20	k141_63726	15460	16716	-	1257	173
207_21	k141_63726	17095	20247	-	3153	564
207_22	k141_63726	20459	20806	-	348	80
207_23	k141_63726	21091	22128	+	1038	68
207_24	k141_63726	22125	26255	-	4131	292
207_25	k141_63726	26519	27436	-	918	173
207_26	k141_63726	27605	28879	-	1275	194
207_27	k141_63726	29076	29834	+	759	202
208_1	k141_53158	145	2196	-	2052	91
208_2	k141_53158	2283	3413	-	1131	67
208_3	k141_53158	3448	4521	-	1074	56
208_4	k141_53158	4611	5465	+	855	22
208_5	k141_53158	5608	6477	+	870	74
208_6	k141_53158	6514	8091	-	1578	95
208_7	k141_53158	8575	9741	+	1167	43
208_8	k141_53158	9869	11806	+	1938	119
208_9	k141_53158	11959	14355	+	2397	105
208_10	k141_53158	14374	14682	-	309	37
208_11	k141_53158	14763	15470	+	708	49
209_1	k141_31937	1	981	+	981	32
210_1	k141_56676	3	1292	-	1290	18
211_1	k141_91	1	702	+	702	26
211_2	k141_91	726	1001	+	276	5
211_3	k141_91	1123	2037	+	915	42
211_4	k141_91	2092	2523	+	432	5
211_5	k141_91	2468	2755	+	288	15
212_1	k141_17734	89	3424	+	3336	338
212_2	k141_17734	3554	3988	+	435	127
212_3	k141_17734	4085	4966	+	882	168
212_4	k141_17734	4977	5669	+	693	137
213_1	k141_31938	1	306	+	306	6
213_2	k141_31938	457	864	+	408	10
213_3	k141_31938	858	1079	+	222	1
213_4	k141_31938	1069	1146	+	78	0
214_1	k141_56677	1	255	+	255	2
214_2	k141_56677	255	953	+	699	29
214_3	k141_56677	1381	1533	-	153	0
215_1	k141_53161	2	1174	-	1173	9
216_1	k141_17735	2	514	-	513	9
216_2	k141_17735	545	1156	-	612	10
217_1	k141_7152	3	110	+	108	0
217_2	k141_7152	165	725	-	561	5
217_3	k141_7152	738	1064	-	327	1
217_4	k141_7152	1109	1459	-	351	7
218_1	k141_3602	2	790	+	789	12
218_2	k141_3602	931	1491	+	561	15
218_3	k141_3602	1573	2049	+	477	3
218_4	k141_3602	2103	3200	+	1098	37
218_5	k141_3602	3374	4411	+	1038	18
218_6	k141_3602	4428	4961	+	534	13
218_7	k141_3602	4985	6526	+	1542	33
219_1	k141_7155	3	1262	+	1260	10
219_2	k141_7155	1259	1486	+	228	1
220_1	k141_17738	3	71	-	69	3
220_2	k141_17738	98	220	-	123	8
220_3	k141_17738	276	806	-	531	17
220_4	k141_17738	787	1203	-	417	13
220_5	k141_17738	1256	1792	-	537	27
221_1	k141_60238	1	450	+	450	3
221_2	k141_60238	466	3171	+	2706	52
222_1	k141_56683	1	1743	+	1743	43
223_1	k141_102	1	1701	+	1701	37
224_1	k141_46057	2	481	+	480	15
224_2	k141_46057	486	1421	+	936	13
224_3	k141_46057	1594	2484	+	891	35
224_4	k141_46057	2600	3241	+	642	7
225_1	k141_53168	38	1081	+	1044	18
226_1	k141_60239	2	472	-	471	11
226_2	k141_60239	658	1257	-	600	17
227_1	k141_3604	3	329	-	327	6
227_2	k141_3604	724	2331	-	1608	50
227_3	k141_3604	2425	2553	-	129	4
228_1	k141_31947	18	1220	-	1203	33
228_2	k141_31947	1277	1834	-	558	6
229_1	k141_10678	2	493	+	492	17
229_2	k141_10678	1092	1709	+	618	31
229_3	k141_10678	1788	2222	+	435	7
229_4	k141_10678	2653	3969	-	1317	47
229_5	k141_10678	4769	5512	+	744	33
229_6	k141_10678	5623	6033	+	411	11
229_7	k141_10678	6273	7460	+	1188	28
229_8	k141_10678	7450	7875	+	426	15
229_9	k141_10678	7996	8115	+	120	1
229_10	k141_10678	8159	8383	+	225	12
229_11	k141_10678	8367	9020	+	654	29
229_12	k141_10678	9104	9943	+	840	14
229_13	k141_10678	9931	10872	+	942	34
230_1	k141_17740	95	490	+	396	9
230_2	k141_17740	491	1723	+	1233	26
230_3	k141_17740	1769	2647	+	879	28
230_4	k141_17740	2628	2933	+	306	4
231_1	k141_63744	147	740	+	594	27
231_2	k141_63744	727	867	+	141	12
231_3	k141_63744	931	2376	+	1446	94
231_4	k141_63744	2465	3397	+	933	75
231_5	k141_63744	3381	3614	+	234	10
232_1	k141_60244	55	255	-	201	3
232_2	k141_60244	467	1102	-	636	10
232_3	k141_60244	1127	1381	-	255	8
233_1	k141_24805	3	710	-	708	127
233_2	k141_24805	743	1726	-	984	123
233_3	k141_24805	1951	2781	-	831	157
233_4	k141_24805	3214	4068	+	855	137
233_5	k141_24805	4126	5346	-	1221	140
233_6	k141_24805	5551	7323	+	1773	212
233_7	k141_24805	7392	8225	-	834	116
233_8	k141_24805	8371	9147	+	777	100
233_9	k141_24805	9162	10109	-	948	155
233_10	k141_24805	10197	11162	-	966	170
233_11	k141_24805	11176	11796	-	621	104
233_12	k141_24805	11932	12240	+	309	37
233_13	k141_24805	12310	13629	-	1320	204
233_14	k141_24805	13670	14551	-	882	124
233_15	k141_24805	14563	15297	-	735	111
233_16	k141_24805	15307	16869	-	1563	173
233_17	k141_24805	16973	17530	-	558	84
233_18	k141_24805	17556	17762	-	207	26
233_19	k141_24805	17817	21383	-	3567	602
233_20	k141_24805	21349	24702	-	3354	572
233_21	k141_24805	24820	25254	+	435	79
233_22	k141_24805	25306	26814	-	1509	192
233_23	k141_24805	26987	27472	-	486	72
233_24	k141_24805	27579	28241	-	663	113
233_25	k141_24805	28243	29253	-	1011	141
233_26	k141_24805	29451	30302	-	852	236
234_1	k141_56684	366	716	+	351	17
234_2	k141_56684	749	2032	+	1284	46
234_3	k141_56684	2536	2886	+	351	13
234_4	k141_56684	2900	4093	+	1194	36
235_1	k141_46059	84	860	+	777	17
235_2	k141_46059	922	1422	+	501	18
235_3	k141_46059	1615	1857	-	243	1
235_4	k141_46059	2234	3010	+	777	18
235_5	k141_46059	3073	4026	+	954	14
236_1	k141_60246	1	174	+	174	3
236_2	k141_60246	174	1391	+	1218	29
236_3	k141_60246	1411	1602	+	192	0
237_1	k141_67279	1	138	+	138	12
237_2	k141_67279	125	370	+	246	25
237_3	k141_67279	476	1450	+	975	102
237_4	k141_67279	1769	2524	+	756	91
237_5	k141_67279	2571	3119	+	549	56
237_6	k141_67279	3216	3971	+	756	92
237_7	k141_67279	4011	4652	+	642	33
237_8	k141_67279	4654	6867	+	2214	258
237_9	k141_67279	7039	8046	+	1008	80
237_10	k141_67279	8155	8319	+	165	12
237_11	k141_67279	8680	9600	+	921	105
237_12	k141_67279	9860	11278	+	1419	136
237_13	k141_67279	11252	12031	-	780	59
237_14	k141_67279	12060	12272	+	213	21
237_15	k141_67279	12684	12998	+	315	172
238_1	k141_7169	218	979	-	762	15
238_2	k141_7169	1360	1719	-	360	7
239_1	k141_53171	3	2024	-	2022	139
239_2	k141_53171	1984	2376	-	393	33
239_3	k141_53171	2378	2926	-	549	22
239_4	k141_53171	2937	3800	-	864	26
239_5	k141_53171	4049	4390	-	342	134
240_1	k141_10682	1	201	+	201	2
240_2	k141_10682	382	1686	+	1305	36
240_3	k141_10682	1686	2315	+	630	8
241_1	k141_63746	1	471	-	471	16
241_2	k141_63746	475	708	-	234	14
241_3	k141_63746	1030	1578	+	549	32
241_4	k141_63746	1684	2517	+	834	31
241_5	k141_63746	2530	2814	+	285	4
242_1	k141_105	3	569	+	567	20
242_2	k141_105	586	1353	+	768	18
242_3	k141_105	1366	1890	+	525	15
242_4	k141_105	1996	2415	+	420	4
242_5	k141_105	2450	3904	+	1455	68
242_6	k141_105	3891	4820	+	930	24
242_7	k141_105	4834	5112	+	279	13
243_1	k141_42533	3	500	+	498	93
243_2	k141_42533	539	1762	-	1224	293
243_3	k141_42533	1768	2412	-	645	136
243_4	k141_42533	2409	2813	-	405	70
243_5	k141_42533	2903	3247	-	345	83
243_6	k141_42533	3249	5144	-	1896	468
243_7	k141_42533	5161	5418	-	258	29
243_8	k141_42533	5431	5853	-	423	67
243_9	k141_42533	5855	6127	-	273	59
243_10	k141_42533	6483	7814	-	1332	343
243_11	k141_42533	8132	8368	+	237	74
243_12	k141_42533	8485	9666	-	1182	346
243_13	k141_42533	9852	11006	-	1155	227
243_14	k141_42533	11028	11774	-	747	150
243_15	k141_42533	11779	12732	-	954	184
243_16	k141_42533	12850	13563	-	714	169
243_17	k141_42533	13695	14882	-	1188	230
243_18	k141_42533	15002	16879	-	1878	406
243_19	k141_42533	16940	17584	-	645	106
243_20	k141_42533	17602	18642	-	1041	274
243_21	k141_42533	19102	19380	-	279	67
244_1	k141_24808	416	793	-	378	29
244_2	k141_24808	796	945	-	150	5
244_3	k141_24808	1143	1604	-	462	22
244_4	k141_24808	1614	2126	-	513	21
245_1	k141_17744	1	2457	+	2457	80
245_2	k141_17744	2454	3377	+	924	20
246_1	k141_49614	231	1208	-	978	29
246_2	k141_49614	1414	2625	-	1212	48
246_3	k141_49614	2955	3782	-	828	27
246_4	k141_49614	3997	4701	-	705	33
246_5	k141_49614	4869	6734	-	1866	50
246_6	k141_49614	6747	7097	-	351	42
246_7	k141_49614	7384	8775	+	1392	44
246_8	k141_49614	9056	9997	+	942	22
246_9	k141_49614	10176	11402	+	1227	32
246_10	k141_49614	11564	12433	+	870	37
246_11	k141_49614	12830	14011	+	1182	30
246_12	k141_49614	14008	14919	+	912	29
246_13	k141_49614	15109	15750	+	642	25
246_14	k141_49614	15837	16460	+	624	28
246_15	k141_49614	16552	17421	+	870	44
247_1	k141_17745	2	1123	+	1122	12
248_1	k141_56688	112	561	+	450	3
248_2	k141_56688	563	1021	+	459	10
248_3	k141_56688	1026	2027	+	1002	38
248_4	k141_56688	2002	3147	+	1146	21
248_5	k141_56688	3159	3626	+	468	17
248_6	k141_56688	3607	3801	+	195	3
249_1	k141_46064	3	1781	-	1779	127
249_2	k141_46064	1971	2918	-	948	46
249_3	k141_46064	2872	3651	-	780	48
250_1	k141_60255	41	904	-	864	25
250_2	k141_60255	1468	2295	+	828	28
251_1	k141_49615	1	195	-	195	1
251_2	k141_49615	394	1080	+	687	23
251_3	k141_49615	1095	1964	+	870	12
252_1	k141_63750	2	805	-	804	33
252_2	k141_63750	805	1074	-	270	7
252_3	k141_63750	1084	1332	-	249	7
252_4	k141_63750	1596	2384	+	789	14
253_1	k141_53179	3	668	-	666	7
253_2	k141_53179	674	1663	-	990	39
254_1	k141_56691	2	655	+	654	5
254_2	k141_56691	645	890	+	246	0
254_3	k141_56691	928	1086	+	159	0
255_1	k141_46066	2	1207	+	1206	29
256_1	k141_67280	1	246	-	246	27
256_2	k141_67280	830	3289	+	2460	159
256_3	k141_67280	3476	3982	-	507	27
256_4	k141_67280	3979	5928	-	1950	131
257_1	k141_42543	1	1083	-	1083	31
257_2	k141_42543	1080	1289	-	210	0
258_1	k141_10688	1	327	+	327	11
258_2	k141_10688	626	1708	+	1083	65
258_3	k141_10688	1709	2008	+	300	19
258_4	k141_10688	2009	3226	+	1218	61
258_5	k141_10688	3238	3513	+	276	19
258_6	k141_10688	3643	3846	+	204	15
259_1	k141_3605	2	583	-	582	115
259_2	k141_3605	761	2650	-	1890	350
259_3	k141_3605	2901	3935	-	1035	201
259_4	k141_3605	4067	4843	-	777	136
259_5	k141_3605	4840	5436	-	597	98
259_6	k141_3605	5649	7625	-	1977	483
259_7	k141_3605	8007	8489	+	483	109
259_8	k141_3605	8545	8907	-	363	56
259_9	k141_3605	8967	10544	-	1578	357
260_1	k141_31952	75	515	-	441	7
260_2	k141_31952	606	1001	-	396	8
260_3	k141_31952	988	1293	-	306	14
260_4	k141_31952	1381	1719	-	339	8
260_5	k141_31952	1783	2247	-	465	6
260_6	k141_31952	2252	3571	-	1320	83
260_7	k141_31952	3684	4952	-	1269	114
260_8	k141_31952	5026	5415	-	390	22
260_9	k141_31952	5516	6058	-	543	25
260_10	k141_31952	6175	6723	-	549	28
260_11	k141_31952	6720	7124	-	405	8
260_12	k141_31952	7137	8009	-	873	20
260_13	k141_31952	8022	8594	-	573	20
261_1	k141_42545	1	1134	-	1134	12
261_2	k141_42545	1169	1327	-	159	4
262_1	k141_28332	305	1105	+	801	23
262_2	k141_28332	1164	1724	+	561	28
262_3	k141_28332	2144	2251	+	108	6
262_4	k141_28332	2408	3121	-	714	17
262_5	k141_28332	3223	3759	-	537	31
262_6	k141_28332	3747	4376	-	630	38
262_7	k141_28332	4557	5681	-	1125	76
262_8	k141_28332	5924	8221	-	2298	101
262_9	k141_28332	8234	9244	-	1011	49
262_10	k141_28332	9452	10294	-	843	38
262_11	k141_28332	10296	11045	-	750	26
262_12	k141_28332	11257	12156	-	900	33
262_13	k141_28332	12175	13197	-	1023	39
262_14	k141_28332	13296	13925	-	630	33
262_15	k141_28332	14063	15601	-	1539	75
262_16	k141_28332	15988	16263	-	276	17
262_17	k141_28332	16408	17358	-	951	27
262_18	k141_28332	17502	17765	-	264	3
263_1	k141_60261	260	1435	+	1176	61
263_2	k141_60261	1556	1708	-	153	0
264_1	k141_10689	200	700	+	501	17
264_2	k141_10689	971	1462	+	492	74
265_1	k141_67284	1	801	+	801	15
265_2	k141_67284	907	1170	+	264	6
266_1	k141_38997	2	2338	+	2337	108
266_2	k141_38997	2648	3403	-	756	19
266_3	k141_38997	3400	3987	-	588	25
266_4	k141_38997	3987	4949	-	963	26
266_5	k141_38997	4946	6379	-	1434	81
266_6	k141_38997	6385	7251	-	867	32
266_7	k141_38997	7248	8381	-	1134	41
266_8	k141_38997	8401	9084	-	684	30
266_9	k141_38997	9087	9929	-	843	37
266_10	k141_38997	9929	10708	-	780	44
266_11	k141_38997	10698	10982	-	285	5
266_12	k141_38997	10997	11731	-	735	64
