# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam	RPKM
135_2	k141_20869	1286	1897	-	612	85	19.262
135_3	k141_20869	2003	2302	+	300	35	16.1801
135_4	k141_20869	2313	2804	+	492	89	25.0876
135_5	k141_20869	3033	3884	+	852	150	24.4167
135_6	k141_20869	3934	5214	+	1281	165	17.8636
135_7	k141_20869	5217	6257	+	1041	140	18.6514
135_8	k141_20869	6261	7379	+	1119	157	19.4583
135_9	k141_20869	7469	9433	-	1965	364	25.6906
135_10	k141_20869	9559	9969	+	411	41	13.8349
135_11	k141_20869	10047	10598	+	552	80	20.0995
135_12	k141_20869	10702	11160	-	459	45	13.5967
135_13	k141_20869	11164	11460	-	297	38	17.7444
135_14	k141_20869	11579	12193	-	615	69	15.56
135_15	k141_20869	12216	12443	-	228	37	22.5062
135_16	k141_20869	12665	14122	+	1458	258	24.5413
135_17	k141_20869	14128	14877	+	750	130	24.039
136_1	k141_88	2	376	+	375	399	147.563
136_2	k141_88	347	577	-	231	214	128.48
136_3	k141_88	891	1580	-	690	641	128.838
136_4	k141_88	1602	2165	+	564	565	138.933
136_5	k141_88	2242	2481	-	240	285	164.69
136_6	k141_88	3036	3323	+	288	519	249.925
136_7	k141_88	3747	4055	-	309	395	177.286
136_8	k141_88	4137	4640	-	504	361	99.3371
136_9	k141_88	4612	5358	-	747	1045	194.013
137_1	k141_32449	1	189	+	189	0	0
137_2	k141_32449	306	803	+	498	0	0
137_3	k141_32449	892	1284	+	393	0	0
137_4	k141_32449	1268	2200	+	933	4	0.594584
138_1	k141_13936	2	391	+	390	62	22.0476
138_2	k141_13936	504	2723	-	2220	326	20.3657
138_3	k141_13936	2740	5571	-	2832	471	23.0655
138_4	k141_13936	5680	8118	-	2439	423	24.0527
138_5	k141_13936	8201	10210	-	2010	300	20.6995
138_6	k141_13936	10233	13757	-	3525	582	22.8981
138_7	k141_13936	13942	14907	-	966	184	26.4165
138_8	k141_13936	15063	15611	-	549	114	28.7983
138_9	k141_13936	15716	17464	-	1749	329	26.088
138_10	k141_13936	17879	17986	+	108	34	43.6606
139_1	k141_9306	3	749	-	747	0	0
139_2	k141_9306	985	1467	-	483	0	0
139_3	k141_9306	1464	1964	-	501	0	0
139_4	k141_9306	1980	2327	-	348	0	0
139_5	k141_9306	2447	2800	-	354	0	0
139_6	k141_9306	2825	6085	-	3261	0	0
139_7	k141_9306	6203	6583	-	381	0	0
139_8	k141_9306	6828	7433	-	606	0	0
140_1	k141_37108	1	1815	-	1815	4	0.305646
141_1	k141_34818	2	1318	+	1317	10	1.05305
141_2	k141_34818	1315	2688	+	1374	0	0
141_3	k141_34818	2794	3783	+	990	0	0
142_1	k141_9307	84	986	-	903	2	0.307169
143_1	k141_2348	1793	2269	+	477	29	8.43169
143_2	k141_2348	2344	3228	-	885	26	4.07441
143_3	k141_2348	3550	4437	+	888	43	6.71568
143_4	k141_2348	4725	6092	+	1368	58	5.87999
143_5	k141_2348	6184	7071	+	888	19	2.9674
143_6	k141_2348	7487	8467	+	981	48	6.78589
143_7	k141_2348	8762	9898	+	1137	48	5.85485
143_8	k141_2348	10225	13359	+	3135	106	4.68925
143_9	k141_2348	13447	13896	+	450	16	4.93108
143_10	k141_2348	14259	15029	+	771	44	7.91468
143_11	k141_2348	15319	15924	+	606	20	4.57712
143_12	k141_2348	15929	16570	+	642	11	2.37625
143_13	k141_2348	16570	17337	+	768	30	5.41745
143_14	k141_2348	17330	18049	+	720	15	2.88931
143_15	k141_2348	18108	19256	+	1149	25	3.01755
144_1	k141_23182	1	342	+	342	0	0
144_2	k141_23182	366	1955	+	1590	0	0
144_3	k141_23182	1977	2504	+	528	0	0
144_4	k141_23182	2506	3057	+	552	0	0
145_1	k141_32452	3	1085	-	1083	142	18.1842
146_1	k141_37110	3	242	-	240	0	0
146_2	k141_37110	260	1279	-	1020	30	4.07902
146_3	k141_37110	1577	2422	+	846	17	2.78685
147_1	k141_25481	1	801	-	801	3	0.519426
147_2	k141_25481	820	3993	-	3174	0	0
147_3	k141_25481	4281	4424	-	144	0	0
147_4	k141_25481	4814	5572	-	759	0	0
147_5	k141_25481	5585	7402	-	1818	0	0
147_6	k141_25481	7473	7751	-	279	0	0
147_7	k141_25481	7767	8564	-	798	0	0
147_8	k141_25481	9064	9306	+	243	0	0
147_9	k141_25481	9384	10235	+	852	0	0
147_10	k141_25481	10379	10783	+	405	1	0.342436
147_11	k141_25481	10789	12144	+	1356	11	1.12504
147_12	k141_25481	12283	15747	+	3465	1	0.040025
147_13	k141_25481	15771	16091	+	321	0	0
147_14	k141_25481	16159	17763	+	1605	1	0.0864092
147_15	k141_25481	18167	21412	+	3246	4	0.170902
147_16	k141_25481	21429	23411	+	1983	0	0
147_17	k141_25481	23588	23719	-	132	0	0
147_18	k141_25481	23716	24666	-	951	0	0
147_19	k141_25481	24656	25207	-	552	0	0
147_20	k141_25481	25248	25412	+	165	0	0
147_21	k141_25481	25460	25744	+	285	0	0
147_22	k141_25481	25831	26772	+	942	0	0
147_23	k141_25481	26769	27014	+	246	0	0
147_24	k141_25481	27548	28582	+	1035	0	0
148_1	k141_9312	2	100	-	99	0	0
148_2	k141_9312	108	776	-	669	5	1.03652
149_1	k141_27829	507	935	+	429	82	26.5089
149_2	k141_27829	1023	1319	+	297	41	19.1453
149_3	k141_27829	1353	1520	+	168	21	17.3358
149_4	k141_27829	1557	2090	+	534	97	25.1922
149_5	k141_27829	2147	3628	-	1482	199	18.6226
149_6	k141_27829	3606	4586	-	981	109	15.4096
149_7	k141_27829	4555	5922	-	1368	236	23.9255
149_8	k141_27829	6059	6352	-	294	76	35.851
149_9	k141_27829	6425	9595	-	3171	521	22.7864
149_10	k141_27829	9677	10699	-	1023	161	21.8265
149_11	k141_27829	11247	11597	-	351	105	41.4875
150_1	k141_37118	2	103	-	102	0	0
150_2	k141_37118	100	582	-	483	5	1.43568
150_3	k141_37118	829	1230	-	402	6	2.06995
151_1	k141_11606	80	1027	+	948	23	3.36476
151_2	k141_11606	1159	2076	+	918	47	7.10052
151_3	k141_11606	2243	2689	+	447	11	3.41287
151_4	k141_11606	2715	3281	+	567	6	1.46758
151_5	k141_11606	3478	3969	-	492	15	4.22825
151_6	k141_11606	4091	6160	+	2070	43	2.88093
151_7	k141_11606	6233	7897	-	1665	59	4.91442
151_8	k141_11606	8099	10657	-	2559	116	6.2867
151_9	k141_11606	11127	12143	-	1017	25	3.40921
151_10	k141_11606	12156	13610	-	1455	31	2.95484
151_11	k141_11606	13725	14207	-	483	6	1.72282
151_12	k141_11606	14417	15202	-	786	10	1.76446
151_13	k141_11606	15313	16215	+	903	36	5.52904
151_14	k141_11606	16360	16995	+	636	18	3.9251
151_15	k141_11606	17138	17833	+	696	20	3.98525
151_16	k141_11606	17858	18745	+	888	15	2.34268
151_17	k141_11606	18749	19414	+	666	26	5.4142
151_18	k141_11606	19561	20517	+	957	20	2.89836
151_19	k141_11606	20842	21465	-	624	27	6.00087
151_20	k141_11606	21634	22803	-	1170	20	2.37071
151_21	k141_11606	22800	23603	-	804	31	5.34737
151_22	k141_11606	23801	24001	-	201	6	4.1399
151_23	k141_11606	24223	24804	-	582	26	6.19563
151_24	k141_11606	25018	25446	+	429	19	6.1423
151_25	k141_11606	25443	26768	+	1326	22	2.30099
152_1	k141_9315	6	281	-	276	0	0
152_2	k141_9315	471	1550	+	1080	0	0
152_3	k141_9315	1599	2108	+	510	0	0
153_1	k141_4696	1	444	-	444	36	11.2449
153_2	k141_4696	444	1616	-	1173	189	22.3459
153_3	k141_4696	1783	3111	+	1329	183	19.0968
153_4	k141_4696	3436	4617	+	1182	263	30.8584
153_5	k141_4696	4766	8233	-	3468	598	23.9143
153_6	k141_4696	8485	10641	+	2157	399	25.6541
154_1	k141_32456	3	2156	+	2154	0	0
154_2	k141_32456	2294	3373	+	1080	0	0
154_3	k141_32456	3477	4046	+	570	0	0
155_1	k141_39381	396	1787	+	1392	342	34.0739
155_2	k141_39381	2077	3195	-	1119	253	31.3563
155_3	k141_39381	3252	3914	-	663	211	44.1371
155_4	k141_39381	4211	4840	-	630	233	51.2921
155_5	k141_39381	5084	5533	-	450	161	49.619
155_6	k141_39381	6134	7348	+	1215	338	38.5812
155_7	k141_39381	7537	7917	-	381	152	55.3291
155_8	k141_39381	8390	10339	-	1950	527	37.481
155_9	k141_39381	10961	11884	+	924	276	41.4259
155_10	k141_39381	12481	13395	-	915	293	44.4101
155_11	k141_39381	13572	14978	+	1407	342	33.7106
155_12	k141_39381	15308	16648	-	1341	361	37.3347
155_13	k141_39381	17001	17798	+	798	272	47.2717
155_14	k141_39381	18493	19545	+	1053	284	37.4046
155_15	k141_39381	19558	19656	+	99	20	28.0175
155_16	k141_39381	19743	19997	-	255	95	51.6676
155_17	k141_39381	20137	21195	-	1059	247	32.3471
155_18	k141_39381	21600	22673	-	1074	338	43.6463
155_19	k141_39381	23343	25553	+	2211	539	33.8092
155_20	k141_39381	26325	26879	+	555	180	44.9795
155_21	k141_39381	27292	29025	-	1734	426	34.0718
155_22	k141_39381	29117	29701	-	585	199	47.1772
155_23	k141_39381	30248	30571	+	324	128	54.7898
155_24	k141_39381	31049	31624	+	576	174	41.8949
155_25	k141_39381	31734	31877	+	144	47	45.2658
155_26	k141_39381	32017	32385	+	369	102	38.3362
155_27	k141_39381	32378	33070	+	693	182	36.4228
155_28	k141_39381	33414	34628	-	1215	289	32.988
155_29	k141_39381	34744	35310	-	567	116	28.3733
155_30	k141_39381	35355	36059	-	705	251	49.3764
155_31	k141_39381	36698	37219	-	522	162	43.0407
155_32	k141_39381	37805	38224	-	420	112	36.9831
155_33	k141_39381	38228	39661	-	1434	324	31.3351
155_34	k141_39381	39697	40503	-	807	198	34.0272
155_35	k141_39381	40578	42110	-	1533	353	31.935
155_36	k141_39381	42126	42671	-	546	108	27.4325
155_37	k141_39381	42674	43141	-	468	73	21.6328
155_38	k141_39381	43219	43470	-	252	51	28.0675
155_39	k141_39381	43610	44275	-	666	185	38.5241
155_40	k141_39381	44314	44694	-	381	99	36.0367
155_41	k141_39381	44696	44962	-	267	38	19.7382
155_42	k141_39381	45013	46158	-	1146	277	33.522
155_43	k141_39381	46489	47526	-	1038	275	36.7426
155_44	k141_39381	47840	48022	+	183	101	76.5429
155_45	k141_39381	48250	48978	-	729	210	39.9509
156_1	k141_37122	3	458	-	456	0	0
156_2	k141_37122	481	1170	-	690	0	0
157_1	k141_11608	1	429	+	429	7	2.26295
157_2	k141_11608	442	2562	+	2121	33	2.15778
158_1	k141_39384	1	105	+	105	0	0
158_2	k141_39384	124	747	+	624	0	0
158_3	k141_39384	809	1159	+	351	0	0
159_1	k141_13940	2	673	+	672	0	0
159_2	k141_13940	676	1080	+	405	0	0
159_3	k141_13940	1103	2587	+	1485	0	0
159_4	k141_13940	2584	3267	+	684	0	0
159_5	k141_13940	3309	4988	+	1680	0	0
159_6	k141_13940	5166	6485	+	1320	0	0
159_7	k141_13940	6492	7559	+	1068	0	0
159_8	k141_13940	7622	8680	+	1059	0	0
159_9	k141_13940	8735	8830	+	96	0	0
160_1	k141_27838	3	89	-	87	0	0
160_2	k141_27838	220	1590	+	1371	24	2.42778
160_3	k141_27838	1609	1719	+	111	0	0
161_1	k141_16239	1	807	-	807	203	34.8865
161_2	k141_16239	831	2909	-	2079	504	33.621
161_3	k141_16239	2931	3401	-	471	86	25.3228
161_4	k141_16239	3462	3836	-	375	113	41.7909
161_5	k141_16239	3936	4187	-	252	93	51.182
161_6	k141_16239	4558	5106	-	549	179	45.2184
161_7	k141_16239	5545	6744	-	1200	283	32.7069
161_8	k141_16239	7475	7918	-	444	109	34.047
161_9	k141_16239	7915	9102	-	1188	267	31.1695
161_10	k141_16239	9353	10438	-	1086	240	30.649
161_11	k141_16239	10470	11192	-	723	120	23.0185
161_12	k141_16239	11189	12031	-	843	182	29.9418
161_13	k141_16239	12028	12573	-	546	104	26.4165
161_14	k141_16239	12570	13556	-	987	257	36.1119
161_15	k141_16239	14118	14654	-	537	170	43.9045
161_16	k141_16239	14654	15625	-	972	266	37.9534
161_17	k141_16239	16016	16861	-	846	244	39.9995
161_18	k141_16239	17290	18021	-	732	240	45.471
161_19	k141_16239	18057	19184	-	1128	243	29.8767
161_20	k141_16239	19174	20502	-	1329	315	32.8716
161_21	k141_16239	20777	22540	-	1764	466	36.6372
162_1	k141_32458	1	330	+	330	0	0
162_2	k141_32458	392	916	+	525	0	0
162_3	k141_32458	967	1917	+	951	0	0
162_4	k141_32458	1942	2532	+	591	2	0.469329
163_1	k141_13942	1	78	+	78	0	0
163_2	k141_13942	90	1466	+	1377	0	0
164_1	k141_37127	2	85	-	84	0	0
164_2	k141_37127	244	471	+	228	0	0
164_3	k141_37127	549	800	+	252	0	0
164_4	k141_37127	862	1323	-	462	0	0
164_5	k141_37127	1380	1898	+	519	0	0
165_1	k141_2357	2	238	+	237	31	18.1405
165_2	k141_2357	450	2024	-	1575	204	17.9632
165_3	k141_2357	2054	5326	-	3273	458	19.4068
165_4	k141_2357	5375	6859	-	1485	243	22.6942
165_5	k141_2357	7232	7414	-	183	29	21.9777
166_1	k141_4699	2	778	+	777	0	0
166_2	k141_4699	827	1831	+	1005	0	0
166_3	k141_4699	1876	3129	+	1254	0	0
166_4	k141_4699	3271	3945	-	675	0	0
167_1	k141_39389	1	294	+	294	0	0
167_2	k141_39389	683	1174	+	492	0	0
168_1	k141_27843	1	513	+	513	6	1.62207
168_2	k141_27843	497	1450	+	954	15	2.18061
168_3	k141_27843	1527	2174	+	648	10	2.14023
168_4	k141_27843	2220	2372	+	153	5	4.53224
168_5	k141_27843	2531	2716	+	186	4	2.98251
169_1	k141_2358	3	1214	-	1212	0	0
170_1	k141_37129	138	1514	-	1377	0	0
171_1	k141_4701	2	1009	+	1008	0	0
171_2	k141_4701	1079	1714	+	636	0	0
172_1	k141_32460	1	462	-	462	0	0
172_2	k141_32460	875	3739	+	2865	0	0
173_1	k141_13945	3	1232	+	1230	0	0
173_2	k141_13945	1239	2342	+	1104	0	0
173_3	k141_13945	2299	2751	+	453	0	0
174_1	k141_4704	1	810	+	810	0	0
174_2	k141_4704	864	1868	+	1005	4	0.551987
175_1	k141_13947	2	1021	-	1020	11	1.49564
175_2	k141_13947	1062	1400	-	339	2	0.818211
176_1	k141_11615	887	4315	-	3429	0	0
176_2	k141_11615	4790	7273	-	2484	0	0
177_1	k141_4710	2	1306	+	1305	2	0.212547
177_2	k141_4710	1734	1991	+	258	0	0
178_1	k141_39394	1	1101	-	1101	0	0
178_2	k141_39394	1461	1631	+	171	0	0
178_3	k141_39394	1685	2524	-	840	0	0
178_4	k141_39394	2531	3661	-	1131	1	0.122623
178_5	k141_39394	3805	4491	-	687	0	0
178_6	k141_39394	4488	5081	-	594	0	0
178_7	k141_39394	5082	5855	-	774	0	0
178_8	k141_39394	5880	6857	-	978	0	0
179_1	k141_37130	259	609	-	351	11	4.34631
179_2	k141_37130	888	2519	+	1632	32	2.71935
179_3	k141_37130	2516	2734	+	219	7	4.43291
179_4	k141_37130	3088	4587	-	1500	28	2.58882
179_5	k141_37130	4584	6263	-	1680	17	1.40338
179_6	k141_37130	6384	6716	-	333	2	0.832953
179_7	k141_37130	6915	7037	+	123	7	7.89274
180_1	k141_23184	167	898	+	732	187	35.4295
180_2	k141_23184	1051	4485	+	3435	884	35.6911
180_3	k141_23184	4642	5313	+	672	129	26.6229
180_4	k141_23184	5324	6934	+	1611	412	35.468
180_5	k141_23184	6931	8133	-	1203	312	35.9686
180_6	k141_23184	8269	9195	+	927	210	31.4177
180_7	k141_23184	9195	10100	+	906	210	32.1459
180_8	k141_23184	10100	11092	+	993	203	28.3519
180_9	k141_23184	11089	12057	+	969	170	24.331
180_10	k141_23184	12054	13646	+	1593	336	29.2522
180_11	k141_23184	13651	14580	+	930	179	26.6935
180_12	k141_23184	14601	15737	+	1137	302	36.8367
180_13	k141_23184	15738	17093	-	1356	290	29.6601
180_14	k141_23184	17273	18400	+	1128	424	52.1305
181_1	k141_11617	2	742	-	741	0	0
181_2	k141_11617	803	2053	-	1251	0	0
182_1	k141_2363	397	1722	+	1326	1	0.10459
182_2	k141_2363	1746	2642	+	897	1	0.154612
182_3	k141_2363	2639	3439	+	801	0	0
182_4	k141_2363	3436	3720	+	285	0	0
182_5	k141_2363	4361	5440	+	1080	0	0
182_6	k141_2363	5661	7259	+	1599	1	0.0867334
182_7	k141_2363	7256	7390	+	135	0	0
183_1	k141_23185	1	1197	+	1197	0	0
183_2	k141_23185	1212	1838	+	627	0	0
184_1	k141_39400	230	895	-	666	17	3.54005
185_1	k141_9316	2	376	+	375	37	13.6838
185_2	k141_9316	479	4291	+	3813	713	25.9333
185_3	k141_9316	4330	8616	+	4287	750	24.2629
185_4	k141_9316	8825	9166	+	342	60	24.331
185_5	k141_9316	9355	9768	+	414	83	27.8043
185_6	k141_9316	9917	10393	+	477	96	27.9118
185_7	k141_9316	10425	12542	+	2118	390	25.5372
185_8	k141_9316	12627	12932	+	306	28	12.6903
185_9	k141_9316	12954	13571	+	618	97	21.768
185_10	k141_9316	13571	14197	+	627	94	20.7919
185_11	k141_9316	14219	14509	+	291	28	13.3444
185_12	k141_9316	14515	15336	+	822	128	21.596
185_13	k141_9316	15359	15628	+	270	13	6.67751
185_14	k141_9316	15665	16075	+	411	44	14.8472
185_15	k141_9316	16082	16813	+	732	138	26.1459
186_1	k141_27849	118	234	-	117	24	28.4486
186_2	k141_27849	221	385	-	165	9	7.56473
186_3	k141_27849	354	806	-	453	35	10.7153
186_4	k141_27849	796	1161	-	366	37	14.0202
186_5	k141_27849	1164	1898	-	735	53	10.0005
186_6	k141_27849	1898	2887	-	990	79	11.0669
186_7	k141_27849	2899	4893	-	1995	202	14.0425
186_8	k141_27849	4890	5177	-	288	28	13.4834
186_9	k141_27849	5432	5983	-	552	110	27.6368
186_10	k141_27849	5985	6236	-	252	30	16.5103
186_11	k141_27849	6403	6885	+	483	36	10.3369
186_12	k141_27849	6918	7130	+	213	20	13.0222
186_13	k141_27849	7130	7387	+	258	15	8.06318
186_14	k141_27849	7779	9122	-	1344	109	11.2477
187_1	k141_32469	1	1884	-	1884	1	0.0736129
187_2	k141_32469	1907	3313	-	1407	5	0.492845
187_3	k141_32469	3408	3827	-	420	0	0
187_4	k141_32469	3846	5654	-	1809	0	0
187_5	k141_32469	5668	7251	-	1584	0	0
188_1	k141_44020	2	118	-	117	13	15.4096
188_2	k141_44020	274	1854	+	1581	280	24.5618
188_3	k141_44020	1865	1987	-	123	24	27.0608
188_4	k141_44020	2104	3831	+	1728	295	23.6763
188_5	k141_44020	3880	5235	-	1356	206	21.0689
188_6	k141_44020	5252	7393	-	2142	414	26.805
188_7	k141_44020	7662	9974	-	2313	372	22.305
188_8	k141_44020	9994	12033	-	2040	342	23.2504
188_9	k141_44020	12046	15381	-	3336	486	20.2044
188_10	k141_44020	15467	15643	-	177	20	15.6708
188_11	k141_44020	15911	18154	-	2244	0	0
188_12	k141_44020	18166	20571	-	2406	0	0
188_13	k141_44020	20642	23044	-	2403	0	0
188_14	k141_44020	23081	25804	-	2724	0	0
188_15	k141_44020	25884	25952	+	69	0	0
189_1	k141_27850	9	1049	-	1041	0	0
189_2	k141_27850	1049	1354	-	306	0	0
190_1	k141_39402	2	85	-	84	0	0
190_2	k141_39402	225	743	-	519	0	0
190_3	k141_39402	765	1130	-	366	0	0
190_4	k141_39402	1342	1515	-	174	0	0
190_5	k141_39402	1581	1961	-	381	0	0
191_1	k141_2365	2	1468	+	1467	0	0
191_2	k141_2365	1787	2506	+	720	0	0
191_3	k141_2365	2562	3005	+	444	0	0
191_4	k141_2365	3015	3680	+	666	0	0
192_1	k141_23191	1	321	-	321	0	0
192_2	k141_23191	521	1501	-	981	12	1.69647
193_1	k141_27853	2	742	-	741	0	0
194_1	k141_20871	3	137	-	135	77	79.1028
194_2	k141_20871	963	2354	+	1392	373	37.1625
194_3	k141_20871	2826	3383	+	558	153	38.027
194_4	k141_20871	3532	4704	+	1173	240	28.3758
194_5	k141_20871	4724	6262	+	1539	310	27.9356
194_6	k141_20871	6352	6897	+	546	136	34.5447
194_7	k141_20871	6993	8294	+	1302	304	32.3815
194_8	k141_20871	9041	10927	+	1887	462	33.9551
194_9	k141_20871	11428	12648	-	1221	239	27.1467
194_10	k141_20871	12588	14636	-	2049	450	30.4583
194_11	k141_20871	14639	14848	-	210	62	40.9456
194_12	k141_20871	15999	17819	+	1821	394	30.0069
194_13	k141_20871	17888	17995	+	108	55	70.6275
194_14	k141_20871	18930	20525	-	1596	341	29.6317
194_15	k141_20871	20613	20813	+	201	39	26.9094
194_16	k141_20871	20928	21533	+	606	181	41.4229
194_17	k141_20871	22227	22874	+	648	171	36.5979
194_18	k141_20871	23135	23248	+	114	25	30.4137
194_19	k141_20871	23413	24453	+	1041	229	30.5084
194_20	k141_20871	24429	26174	+	1746	330	26.2123
194_21	k141_20871	26149	26412	+	264	26	13.6585
194_22	k141_20871	26489	27454	-	966	215	30.8671
195_1	k141_2366	3	392	-	390	0	0
195_2	k141_2366	659	1483	-	825	0	0
196_1	k141_44021	1	792	-	792	0	0
196_2	k141_44021	794	1513	-	720	4	0.770482
196_3	k141_44021	1503	2021	-	519	0	0
196_4	k141_44021	2158	2220	+	63	0	0
197_1	k141_20874	3	302	+	300	0	0
197_2	k141_20874	299	502	+	204	0	0
197_3	k141_20874	495	680	+	186	0	0
197_4	k141_20874	894	1061	+	168	0	0
198_1	k141_39408	1	813	+	813	0	0
198_2	k141_39408	823	1071	+	249	0	0
199_1	k141_27857	1	1263	+	1263	0	0
200_1	k141_23197	1	315	-	315	0	0
200_2	k141_23197	334	1395	-	1062	0	0
201_1	k141_27861	2	1492	-	1491	0	0
202_1	k141_32474	72	599	-	528	877	230.356
202_2	k141_32474	612	3242	-	2631	5589	294.61
202_3	k141_32474	3312	4004	-	693	1299	259.963
202_4	k141_32474	4048	4554	-	507	941	257.405
203_1	k141_9318	1	195	-	195	0	0
203_2	k141_9318	376	525	+	150	0	0
203_3	k141_9318	862	2259	+	1398	0	0
203_4	k141_9318	2389	3405	-	1017	1	0.136368
203_5	k141_9318	3466	5046	-	1581	2	0.175442
203_6	k141_9318	5275	5547	-	273	0	0
203_7	k141_9318	5596	6465	+	870	0	0
204_1	k141_20876	66	1352	-	1287	0	0
204_2	k141_20876	1474	2034	+	561	0	0
204_3	k141_20876	2031	2111	+	81	0	0
205_1	k141_13957	696	2192	+	1497	214	19.8256
205_2	k141_13957	2210	3592	+	1383	170	17.0475
205_3	k141_13957	3606	4202	+	597	63	14.6353
205_4	k141_13957	4181	5728	+	1548	236	21.1434
205_5	k141_13957	5822	6883	+	1062	148	19.3273
205_6	k141_13957	7015	8160	+	1146	189	22.8724
205_7	k141_13957	8229	8714	-	486	88	25.112
205_8	k141_13957	8832	9686	+	855	150	24.331
205_9	k141_13957	9784	11601	-	1818	305	23.267
205_10	k141_13957	11933	12400	+	468	68	20.1511
205_11	k141_13957	12507	12626	+	120	19	21.9587
206_1	k141_13958	149	1030	-	882	3	0.471723
206_2	k141_13958	1039	1425	-	387	0	0
207_1	k141_16240	218	586	+	369	74	27.8125
207_2	k141_16240	583	858	+	276	33	16.5821
207_3	k141_16240	949	2382	-	1434	344	33.2693
207_4	k141_16240	2784	2951	-	168	73	60.2627
207_5	k141_16240	3146	3832	-	687	243	49.0551
207_6	k141_16240	4212	5546	-	1335	396	41.1385
207_7	k141_16240	6351	7289	+	939	273	40.3211
207_8	k141_16240	7933	9693	+	1761	385	30.3205
207_9	k141_16240	9765	13436	-	3672	718	27.1179
207_10	k141_16240	13534	14493	-	960	196	28.3152
207_11	k141_16240	14567	16543	-	1977	463	32.4795
207_12	k141_16240	17407	17853	-	447	82	25.4414
207_13	k141_16240	17853	19085	-	1233	290	32.6189
207_14	k141_16240	19270	20298	-	1029	179	24.1253
207_15	k141_16240	20309	21721	-	1413	264	25.9117
207_16	k141_16240	21724	22467	-	744	151	28.1474
208_1	k141_32479	171	413	-	243	0	0
208_2	k141_32479	511	1266	-	756	0	0
209_1	k141_23202	3	203	+	201	0	0
209_2	k141_23202	187	1509	+	1323	1	0.104827
209_3	k141_23202	2115	2828	+	714	0	0
210_1	k141_9321	2	778	+	777	203	36.2335
210_2	k141_9321	1135	2253	+	1119	241	29.8691
210_3	k141_9321	2424	2570	+	147	11	10.3779
211_1	k141_20877	2	262	-	261	0	0
211_2	k141_20877	314	784	-	471	0	0
211_3	k141_20877	801	1700	-	900	0	0
211_4	k141_20877	1794	2549	-	756	0	0
211_5	k141_20877	2697	3377	+	681	0	0
211_6	k141_20877	3440	4573	-	1134	0	0
212_1	k141_39410	2	1048	+	1047	0	0
212_2	k141_39410	1118	2407	+	1290	0	0
212_3	k141_39410	2686	4206	-	1521	0	0
212_4	k141_39410	4216	5547	-	1332	0	0
212_5	k141_39410	5519	6967	-	1449	0	0
212_6	k141_39410	7066	7584	-	519	0	0
213_1	k141_32483	96	1007	-	912	1	0.152069
213_2	k141_32483	1031	1822	-	792	0	0
214_1	k141_20878	49	1338	-	1290	0	0
215_1	k141_6953	1	846	+	846	207	33.934
215_2	k141_6953	936	1922	+	987	216	30.3509
215_3	k141_6953	2110	2595	-	486	224	63.9214
215_4	k141_6953	2886	3977	-	1092	271	34.4177
215_5	k141_6953	4175	5842	+	1668	361	30.0155
215_6	k141_6953	5880	7523	+	1644	440	37.1181
215_7	k141_6953	7715	9460	+	1746	529	42.0191
215_8	k141_6953	9661	11046	-	1386	312	31.2195
215_9	k141_6953	11066	11890	-	825	210	35.3021
215_10	k141_6953	12163	13014	+	852	254	41.3456
215_11	k141_6953	13014	13364	+	351	86	33.9802
215_12	k141_6953	13490	15487	-	1998	451	31.3052
215_13	k141_6953	15497	17158	-	1662	382	31.8762
215_14	k141_6953	17188	17988	-	801	199	34.4552
215_15	k141_6953	18004	20127	-	2124	563	36.7611
215_16	k141_6953	20437	20724	-	288	72	34.6717
215_17	k141_6953	20739	21704	-	966	201	28.8572
215_18	k141_6953	21838	23748	+	1911	454	32.9481
215_19	k141_6953	23759	25498	+	1740	410	32.679
215_20	k141_6953	25569	25889	+	321	93	40.1803
215_21	k141_6953	26101	28440	+	2340	639	37.8721
215_22	k141_6953	28563	30662	-	2100	496	32.7565
215_23	k141_6953	30882	34013	-	3132	792	35.0702
215_24	k141_6953	34271	34741	+	471	121	35.6286
215_25	k141_6953	34849	35697	+	849	223	36.4277
215_26	k141_6953	35781	36371	+	591	119	27.9251
215_27	k141_6953	36397	37011	+	615	97	21.8742
215_28	k141_6953	37293	37751	-	459	75	22.6612
215_29	k141_6953	37748	39232	-	1485	333	31.0994
215_30	k141_6953	39380	40306	-	927	222	33.213
216_1	k141_23209	1	690	-	690	0	0
216_2	k141_23209	777	1043	+	267	0	0
217_1	k141_39412	3	179	-	177	0	0
217_2	k141_39412	215	1210	-	996	0	0
218_1	k141_32484	2	109	-	108	0	0
218_2	k141_32484	106	678	-	573	0	0
218_3	k141_32484	731	1615	-	885	0	0
219_1	k141_23211	21	1124	-	1104	43	5.40175
220_1	k141_9325	3	1685	+	1683	1	0.0824045
220_2	k141_9325	1682	2842	-	1161	0	0
220_3	k141_9325	3072	3377	+	306	0	0
