# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M9_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam	RPKM
133_2	k141_44016	360	686	-	327	65	15.0314
133_3	k141_44016	687	1052	-	366	87	17.9751
133_4	k141_44016	1110	1460	-	351	63	13.5727
133_5	k141_44016	1472	2593	-	1122	282	19.006
133_6	k141_44016	2605	3201	-	597	110	13.9333
133_7	k141_44016	3204	3839	-	636	134	15.9324
134_1	k141_23181	2	520	+	519	0	0
134_2	k141_23181	530	742	+	213	0	0
134_3	k141_23181	794	937	-	144	0	0
134_4	k141_23181	941	1324	-	384	0	0
135_1	k141_20869	3	1289	-	1287	284	16.6868
135_2	k141_20869	1286	1897	-	612	95	11.7383
135_3	k141_20869	2003	2302	+	300	54	13.6115
135_4	k141_20869	2313	2804	+	492	87	13.3718
135_5	k141_20869	3033	3884	+	852	136	12.0707
135_6	k141_20869	3934	5214	+	1281	186	10.9799
135_7	k141_20869	5217	6257	+	1041	166	12.0585
135_8	k141_20869	6261	7379	+	1119	199	13.448
135_9	k141_20869	7469	9433	-	1965	418	16.086
135_10	k141_20869	9559	9969	+	411	72	13.2472
135_11	k141_20869	10047	10598	+	552	102	13.9732
135_12	k141_20869	10702	11160	-	459	89	14.6626
135_13	k141_20869	11164	11460	-	297	34	8.65678
135_14	k141_20869	11579	12193	-	615	110	13.5254
135_15	k141_20869	12216	12443	-	228	35	11.6083
135_16	k141_20869	12665	14122	+	1458	290	15.0409
135_17	k141_20869	14128	14877	+	750	153	15.4264
136_1	k141_88	2	376	+	375	912	183.907
136_2	k141_88	347	577	-	231	620	202.962
136_3	k141_88	891	1580	-	690	1911	209.433
136_4	k141_88	1602	2165	+	564	1483	198.837
136_5	k141_88	2242	2481	-	240	839	264.353
136_6	k141_88	3036	3323	+	288	1207	316.919
136_7	k141_88	3747	4055	-	309	937	229.306
136_8	k141_88	4137	4640	-	504	1162	174.345
136_9	k141_88	4612	5358	-	747	3448	349.044
137_1	k141_32449	1	189	+	189	0	0
137_2	k141_32449	306	803	+	498	0	0
137_3	k141_32449	892	1284	+	393	0	0
137_4	k141_32449	1268	2200	+	933	0	0
138_1	k141_13936	2	391	+	390	68	13.1849
138_2	k141_13936	504	2723	-	2220	22	0.749383
138_3	k141_13936	2740	5571	-	2832	12	0.320422
138_4	k141_13936	5680	8118	-	2439	23	0.7131
138_5	k141_13936	8201	10210	-	2010	15	0.564325
138_6	k141_13936	10233	13757	-	3525	10	0.214524
138_7	k141_13936	13942	14907	-	966	1	0.0782811
138_8	k141_13936	15063	15611	-	549	1	0.137741
138_9	k141_13936	15716	17464	-	1749	2	0.0864718
138_10	k141_13936	17879	17986	+	108	4	2.80072
139_1	k141_9306	3	749	-	747	13	1.316
139_2	k141_9306	985	1467	-	483	1	0.156562
139_3	k141_9306	1464	1964	-	501	2	0.301874
139_4	k141_9306	1980	2327	-	348	9	1.95568
139_5	k141_9306	2447	2800	-	354	8	1.70892
139_6	k141_9306	2825	6085	-	3261	89	2.06383
139_7	k141_9306	6203	6583	-	381	3	0.59543
139_8	k141_9306	6828	7433	-	606	1	0.124785
140_1	k141_37108	1	1815	-	1815	0	0
141_1	k141_34818	2	1318	+	1317	0	0
141_2	k141_34818	1315	2688	+	1374	0	0
141_3	k141_34818	2794	3783	+	990	0	0
142_1	k141_9307	84	986	-	903	0	0
143_1	k141_2348	1793	2269	+	477	235	37.2549
143_2	k141_2348	2344	3228	-	885	418	35.7164
143_3	k141_2348	3550	4437	+	888	423	36.0215
143_4	k141_2348	4725	6092	+	1368	478	26.4226
143_5	k141_2348	6184	7071	+	888	248	21.119
143_6	k141_2348	7487	8467	+	981	348	26.8253
143_7	k141_2348	8762	9898	+	1137	425	28.2659
143_8	k141_2348	10225	13359	+	3135	1134	27.3533
143_9	k141_2348	13447	13896	+	450	242	40.6665
143_10	k141_2348	14259	15029	+	771	433	42.4686
143_11	k141_2348	15319	15924	+	606	200	24.957
143_12	k141_2348	15929	16570	+	642	129	15.1946
143_13	k141_2348	16570	17337	+	768	212	20.8741
143_14	k141_2348	17330	18049	+	720	174	18.2747
143_15	k141_2348	18108	19256	+	1149	322	21.1919
144_1	k141_23182	1	342	+	342	1	0.22111
144_2	k141_23182	366	1955	+	1590	12	0.570714
144_3	k141_23182	1977	2504	+	528	0	0
144_4	k141_23182	2506	3057	+	552	7	0.958944
145_1	k141_32452	3	1085	-	1083	1	0.0698242
146_1	k141_37110	3	242	-	240	0	0
146_2	k141_37110	260	1279	-	1020	0	0
146_3	k141_37110	1577	2422	+	846	0	0
147_1	k141_25481	1	801	-	801	10	0.944064
147_2	k141_25481	820	3993	-	3174	50	1.19123
147_3	k141_25481	4281	4424	-	144	5	2.62568
147_4	k141_25481	4814	5572	-	759	2	0.199261
147_5	k141_25481	5585	7402	-	1818	18	0.748709
147_6	k141_25481	7473	7751	-	279	3	0.813114
147_7	k141_25481	7767	8564	-	798	11	1.04237
147_8	k141_25481	9064	9306	+	243	5	1.55596
147_9	k141_25481	9384	10235	+	852	21	1.86386
147_10	k141_25481	10379	10783	+	405	9	1.68043
147_11	k141_25481	10789	12144	+	1356	29	1.61723
147_12	k141_25481	12283	15747	+	3465	64	1.39672
147_13	k141_25481	15771	16091	+	321	2	0.47115
147_14	k141_25481	16159	17763	+	1605	22	1.03653
147_15	k141_25481	18167	21412	+	3246	29	0.675591
147_16	k141_25481	21429	23411	+	1983	30	1.14402
147_17	k141_25481	23588	23719	-	132	0	0
147_18	k141_25481	23716	24666	-	951	20	1.59032
147_19	k141_25481	24656	25207	-	552	7	0.958944
147_20	k141_25481	25248	25412	+	165	1	0.4583
147_21	k141_25481	25460	25744	+	285	6	1.59199
147_22	k141_25481	25831	26772	+	942	7	0.561929
147_23	k141_25481	26769	27014	+	246	0	0
147_24	k141_25481	27548	28582	+	1035	26	1.89962
148_1	k141_9312	2	100	-	99	0	0
148_2	k141_9312	108	776	-	669	3	0.339101
149_1	k141_27829	507	935	+	429	112	19.7422
149_2	k141_27829	1023	1319	+	297	45	11.4575
149_3	k141_27829	1353	1520	+	168	29	13.0534
149_4	k141_27829	1557	2090	+	534	85	12.0368
149_5	k141_27829	2147	3628	-	1482	260	13.2666
149_6	k141_27829	3606	4586	-	981	157	12.1022
149_7	k141_27829	4555	5922	-	1368	308	17.0255
149_8	k141_27829	6059	6352	-	294	98	25.2065
149_9	k141_27829	6425	9595	-	3171	620	14.7853
149_10	k141_27829	9677	10699	-	1023	188	13.8968
149_11	k141_27829	11247	11597	-	351	6	1.29264
150_1	k141_37118	2	103	-	102	0	0
150_2	k141_37118	100	582	-	483	0	0
150_3	k141_37118	829	1230	-	402	0	0
151_1	k141_11606	80	1027	+	948	215	17.15
151_2	k141_11606	1159	2076	+	918	286	23.559
151_3	k141_11606	2243	2689	+	447	147	24.8682
151_4	k141_11606	2715	3281	+	567	150	20.0052
151_5	k141_11606	3478	3969	-	492	147	22.5936
151_6	k141_11606	4091	6160	+	2070	554	20.2383
151_7	k141_11606	6233	7897	-	1665	544	24.7069
151_8	k141_11606	8099	10657	-	2559	914	27.0091
151_9	k141_11606	11127	12143	-	1017	295	21.9349
151_10	k141_11606	12156	13610	-	1455	423	21.9842
151_11	k141_11606	13725	14207	-	483	166	25.9893
151_12	k141_11606	14417	15202	-	786	250	24.052
151_13	k141_11606	15313	16215	+	903	271	22.6942
151_14	k141_11606	16360	16995	+	636	197	23.423
151_15	k141_11606	17138	17833	+	696	216	23.4681
151_16	k141_11606	17858	18745	+	888	239	20.3526
151_17	k141_11606	18749	19414	+	666	222	25.2065
151_18	k141_11606	19561	20517	+	957	332	26.2337
151_19	k141_11606	20842	21465	-	624	205	24.843
151_20	k141_11606	21634	22803	-	1170	396	25.5943
151_21	k141_11606	22800	23603	-	804	270	25.3946
151_22	k141_11606	23801	24001	-	201	117	44.0174
151_23	k141_11606	24223	24804	-	582	314	40.7982
151_24	k141_11606	25018	25446	+	429	105	18.5083
151_25	k141_11606	25443	26768	+	1326	349	19.9029
152_1	k141_9315	6	281	-	276	1	0.273984
152_2	k141_9315	471	1550	+	1080	3	0.210054
152_3	k141_9315	1599	2108	+	510	3	0.444821
153_1	k141_4696	1	444	-	444	69	11.7517
153_2	k141_4696	444	1616	-	1173	283	18.2441
153_3	k141_4696	1783	3111	+	1329	257	14.6232
153_4	k141_4696	3436	4617	+	1182	307	19.6406
153_5	k141_4696	4766	8233	-	3468	778	16.9642
153_6	k141_4696	8485	10641	+	2157	510	17.8795
154_1	k141_32456	3	2156	+	2154	30	1.0532
154_2	k141_32456	2294	3373	+	1080	18	1.26033
154_3	k141_32456	3477	4046	+	570	5	0.663329
155_1	k141_39381	396	1787	+	1392	0	0
155_2	k141_39381	2077	3195	-	1119	0	0
155_3	k141_39381	3252	3914	-	663	0	0
155_4	k141_39381	4211	4840	-	630	0	0
155_5	k141_39381	5084	5533	-	450	0	0
155_6	k141_39381	6134	7348	+	1215	0	0
155_7	k141_39381	7537	7917	-	381	0	0
155_8	k141_39381	8390	10339	-	1950	0	0
155_9	k141_39381	10961	11884	+	924	0	0
155_10	k141_39381	12481	13395	-	915	0	0
155_11	k141_39381	13572	14978	+	1407	0	0
155_12	k141_39381	15308	16648	-	1341	0	0
155_13	k141_39381	17001	17798	+	798	0	0
155_14	k141_39381	18493	19545	+	1053	0	0
155_15	k141_39381	19558	19656	+	99	0	0
155_16	k141_39381	19743	19997	-	255	0	0
155_17	k141_39381	20137	21195	-	1059	0	0
155_18	k141_39381	21600	22673	-	1074	0	0
155_19	k141_39381	23343	25553	+	2211	0	0
155_20	k141_39381	26325	26879	+	555	0	0
155_21	k141_39381	27292	29025	-	1734	0	0
155_22	k141_39381	29117	29701	-	585	0	0
155_23	k141_39381	30248	30571	+	324	0	0
155_24	k141_39381	31049	31624	+	576	0	0
155_25	k141_39381	31734	31877	+	144	0	0
155_26	k141_39381	32017	32385	+	369	0	0
155_27	k141_39381	32378	33070	+	693	0	0
155_28	k141_39381	33414	34628	-	1215	0	0
155_29	k141_39381	34744	35310	-	567	0	0
155_30	k141_39381	35355	36059	-	705	0	0
155_31	k141_39381	36698	37219	-	522	0	0
155_32	k141_39381	37805	38224	-	420	0	0
155_33	k141_39381	38228	39661	-	1434	1	0.0527333
155_34	k141_39381	39697	40503	-	807	0	0
155_35	k141_39381	40578	42110	-	1533	0	0
155_36	k141_39381	42126	42671	-	546	0	0
155_37	k141_39381	42674	43141	-	468	0	0
155_38	k141_39381	43219	43470	-	252	0	0
155_39	k141_39381	43610	44275	-	666	0	0
155_40	k141_39381	44314	44694	-	381	0	0
155_41	k141_39381	44696	44962	-	267	0	0
155_42	k141_39381	45013	46158	-	1146	0	0
155_43	k141_39381	46489	47526	-	1038	0	0
155_44	k141_39381	47840	48022	+	183	0	0
155_45	k141_39381	48250	48978	-	729	0	0
156_1	k141_37122	3	458	-	456	0	0
156_2	k141_37122	481	1170	-	690	0	0
157_1	k141_11608	1	429	+	429	0	0
157_2	k141_11608	442	2562	+	2121	0	0
158_1	k141_39384	1	105	+	105	0	0
158_2	k141_39384	124	747	+	624	0	0
158_3	k141_39384	809	1159	+	351	0	0
159_1	k141_13940	2	673	+	672	0	0
159_2	k141_13940	676	1080	+	405	0	0
159_3	k141_13940	1103	2587	+	1485	0	0
159_4	k141_13940	2584	3267	+	684	0	0
159_5	k141_13940	3309	4988	+	1680	0	0
159_6	k141_13940	5166	6485	+	1320	0	0
159_7	k141_13940	6492	7559	+	1068	0	0
159_8	k141_13940	7622	8680	+	1059	0	0
159_9	k141_13940	8735	8830	+	96	0	0
160_1	k141_27838	3	89	-	87	0	0
160_2	k141_27838	220	1590	+	1371	0	0
160_3	k141_27838	1609	1719	+	111	0	0
161_1	k141_16239	1	807	-	807	0	0
161_2	k141_16239	831	2909	-	2079	1	0.036373
161_3	k141_16239	2931	3401	-	471	0	0
161_4	k141_16239	3462	3836	-	375	0	0
161_5	k141_16239	3936	4187	-	252	0	0
161_6	k141_16239	4558	5106	-	549	0	0
161_7	k141_16239	5545	6744	-	1200	0	0
161_8	k141_16239	7475	7918	-	444	0	0
161_9	k141_16239	7915	9102	-	1188	0	0
161_10	k141_16239	9353	10438	-	1086	0	0
161_11	k141_16239	10470	11192	-	723	0	0
161_12	k141_16239	11189	12031	-	843	0	0
161_13	k141_16239	12028	12573	-	546	0	0
161_14	k141_16239	12570	13556	-	987	0	0
161_15	k141_16239	14118	14654	-	537	0	0
161_16	k141_16239	14654	15625	-	972	0	0
161_17	k141_16239	16016	16861	-	846	0	0
161_18	k141_16239	17290	18021	-	732	0	0
161_19	k141_16239	18057	19184	-	1128	0	0
161_20	k141_16239	19174	20502	-	1329	0	0
161_21	k141_16239	20777	22540	-	1764	0	0
162_1	k141_32458	1	330	+	330	0	0
162_2	k141_32458	392	916	+	525	0	0
162_3	k141_32458	967	1917	+	951	13	1.03371
162_4	k141_32458	1942	2532	+	591	16	2.04723
163_1	k141_13942	1	78	+	78	0	0
163_2	k141_13942	90	1466	+	1377	8	0.439329
164_1	k141_37127	2	85	-	84	1	0.900233
164_2	k141_37127	244	471	+	228	0	0
164_3	k141_37127	549	800	+	252	2	0.600155
164_4	k141_37127	862	1323	-	462	2	0.327357
164_5	k141_37127	1380	1898	+	519	6	0.874215
165_1	k141_2357	2	238	+	237	55	17.5488
165_2	k141_2357	450	2024	-	1575	262	12.5793
165_3	k141_2357	2054	5326	-	3273	538	12.43
165_4	k141_2357	5375	6859	-	1485	194	9.87892
165_5	k141_2357	7232	7414	-	183	28	11.5702
166_1	k141_4699	2	778	+	777	16	1.55716
166_2	k141_4699	827	1831	+	1005	28	2.10681
166_3	k141_4699	1876	3129	+	1254	22	1.32666
166_4	k141_4699	3271	3945	-	675	16	1.79246
167_1	k141_39389	1	294	+	294	0	0
167_2	k141_39389	683	1174	+	492	0	0
168_1	k141_27843	1	513	+	513	0	0
168_2	k141_27843	497	1450	+	954	0	0
168_3	k141_27843	1527	2174	+	648	0	0
168_4	k141_27843	2220	2372	+	153	0	0
168_5	k141_27843	2531	2716	+	186	0	0
169_1	k141_2358	3	1214	-	1212	0	0
170_1	k141_37129	138	1514	-	1377	6	0.329497
171_1	k141_4701	2	1009	+	1008	0	0
171_2	k141_4701	1079	1714	+	636	0	0
172_1	k141_32460	1	462	-	462	8	1.30943
172_2	k141_32460	875	3739	+	2865	51	1.34611
173_1	k141_13945	3	1232	+	1230	9	0.553314
173_2	k141_13945	1239	2342	+	1104	34	2.32886
173_3	k141_13945	2299	2751	+	453	8	1.33544
174_1	k141_4704	1	810	+	810	0	0
174_2	k141_4704	864	1868	+	1005	0	0
175_1	k141_13947	2	1021	-	1020	5	0.370684
175_2	k141_13947	1062	1400	-	339	0	0
176_1	k141_11615	887	4315	-	3429	3	0.0661588
176_2	k141_11615	4790	7273	-	2484	3	0.091328
177_1	k141_4710	2	1306	+	1305	0	0
177_2	k141_4710	1734	1991	+	258	0	0
178_1	k141_39394	1	1101	-	1101	184	12.6376
178_2	k141_39394	1461	1631	+	171	62	27.4176
178_3	k141_39394	1685	2524	-	840	123	11.0729
178_4	k141_39394	2531	3661	-	1131	248	16.5815
178_5	k141_39394	3805	4491	-	687	90	9.90649
178_6	k141_39394	4488	5081	-	594	81	10.3118
178_7	k141_39394	5082	5855	-	774	105	10.2585
178_8	k141_39394	5880	6857	-	978	77	5.95369
179_1	k141_37130	259	609	-	351	0	0
179_2	k141_37130	888	2519	+	1632	0	0
179_3	k141_37130	2516	2734	+	219	0	0
179_4	k141_37130	3088	4587	-	1500	0	0
179_5	k141_37130	4584	6263	-	1680	0	0
179_6	k141_37130	6384	6716	-	333	0	0
179_7	k141_37130	6915	7037	+	123	0	0
180_1	k141_23184	167	898	+	732	0	0
180_2	k141_23184	1051	4485	+	3435	0	0
180_3	k141_23184	4642	5313	+	672	0	0
180_4	k141_23184	5324	6934	+	1611	0	0
180_5	k141_23184	6931	8133	-	1203	0	0
180_6	k141_23184	8269	9195	+	927	0	0
180_7	k141_23184	9195	10100	+	906	0	0
180_8	k141_23184	10100	11092	+	993	0	0
180_9	k141_23184	11089	12057	+	969	0	0
180_10	k141_23184	12054	13646	+	1593	0	0
180_11	k141_23184	13651	14580	+	930	0	0
180_12	k141_23184	14601	15737	+	1137	0	0
180_13	k141_23184	15738	17093	-	1356	0	0
180_14	k141_23184	17273	18400	+	1128	0	0
181_1	k141_11617	2	742	-	741	3	0.306152
181_2	k141_11617	803	2053	-	1251	6	0.362684
182_1	k141_2363	397	1722	+	1326	10	0.570283
182_2	k141_2363	1746	2642	+	897	4	0.337211
182_3	k141_2363	2639	3439	+	801	6	0.566439
182_4	k141_2363	3436	3720	+	285	0	0
182_5	k141_2363	4361	5440	+	1080	9	0.630163
182_6	k141_2363	5661	7259	+	1599	7	0.331042
182_7	k141_2363	7256	7390	+	135	0	0
183_1	k141_23185	1	1197	+	1197	4	0.252697
183_2	k141_23185	1212	1838	+	627	3	0.361816
184_1	k141_39400	230	895	-	666	0	0
185_1	k141_9316	2	376	+	375	31	6.25122
185_2	k141_9316	479	4291	+	3813	948	18.8008
185_3	k141_9316	4330	8616	+	4287	1039	18.3272
185_4	k141_9316	8825	9166	+	342	68	15.0355
185_5	k141_9316	9355	9768	+	414	83	15.1604
185_6	k141_9316	9917	10393	+	477	101	16.0117
185_7	k141_9316	10425	12542	+	2118	424	15.1382
185_8	k141_9316	12627	12932	+	306	52	12.8504
185_9	k141_9316	12954	13571	+	618	112	13.7045
185_10	k141_9316	13571	14197	+	627	100	12.0605
185_11	k141_9316	14219	14509	+	291	40	10.3944
185_12	k141_9316	14515	15336	+	822	139	12.7872
185_13	k141_9316	15359	15628	+	270	41	11.483
185_14	k141_9316	15665	16075	+	411	44	8.09552
185_15	k141_9316	16082	16813	+	732	159	16.4256
186_1	k141_27849	118	234	-	117	11	7.10953
186_2	k141_27849	221	385	-	165	28	12.8324
186_3	k141_27849	354	806	-	453	57	9.51504
186_4	k141_27849	796	1161	-	366	42	8.67765
186_5	k141_27849	1164	1898	-	735	80	8.2307
186_6	k141_27849	1898	2887	-	990	112	8.55494
186_7	k141_27849	2899	4893	-	1995	310	11.7504
186_8	k141_27849	4890	5177	-	288	39	10.2401
186_9	k141_27849	5432	5983	-	552	78	10.6854
186_10	k141_27849	5985	6236	-	252	41	12.3032
186_11	k141_27849	6403	6885	+	483	78	12.2119
186_12	k141_27849	6918	7130	+	213	26	9.23056
186_13	k141_27849	7130	7387	+	258	34	9.96537
186_14	k141_27849	7779	9122	-	1344	208	11.703
187_1	k141_32469	1	1884	-	1884	0	0
187_2	k141_32469	1907	3313	-	1407	0	0
187_3	k141_32469	3408	3827	-	420	0	0
187_4	k141_32469	3846	5654	-	1809	0	0
187_5	k141_32469	5668	7251	-	1584	0	0
188_1	k141_44020	2	118	-	117	12	7.75585
188_2	k141_44020	274	1854	+	1581	379	18.1276
188_3	k141_44020	1865	1987	-	123	17	10.4515
188_4	k141_44020	2104	3831	+	1728	351	15.3602
188_5	k141_44020	3880	5235	-	1356	254	14.1647
188_6	k141_44020	5252	7393	-	2142	445	15.7099
188_7	k141_44020	7662	9974	-	2313	447	14.6139
188_8	k141_44020	9994	12033	-	2040	412	15.2722
188_9	k141_44020	12046	15381	-	3336	727	16.4794
188_10	k141_44020	15467	15643	-	177	13	5.55398
188_11	k141_44020	15911	18154	-	2244	470	15.8383
188_12	k141_44020	18166	20571	-	2406	595	18.7006
188_13	k141_44020	20642	23044	-	2403	506	15.9232
188_14	k141_44020	23081	25804	-	2724	469	13.0197
188_15	k141_44020	25884	25952	+	69	0	0
189_1	k141_27850	9	1049	-	1041	0	0
189_2	k141_27850	1049	1354	-	306	0	0
190_1	k141_39402	2	85	-	84	0	0
190_2	k141_39402	225	743	-	519	0	0
190_3	k141_39402	765	1130	-	366	0	0
190_4	k141_39402	1342	1515	-	174	0	0
190_5	k141_39402	1581	1961	-	381	0	0
191_1	k141_2365	2	1468	+	1467	3	0.154641
191_2	k141_2365	1787	2506	+	720	12	1.26033
191_3	k141_2365	2562	3005	+	444	3	0.510943
191_4	k141_2365	3015	3680	+	666	9	1.02189
192_1	k141_23191	1	321	-	321	0	0
192_2	k141_23191	521	1501	-	981	0	0
193_1	k141_27853	2	742	-	741	4	0.408203
194_1	k141_20871	3	137	-	135	0	0
194_2	k141_20871	963	2354	+	1392	0	0
194_3	k141_20871	2826	3383	+	558	0	0
194_4	k141_20871	3532	4704	+	1173	0	0
194_5	k141_20871	4724	6262	+	1539	0	0
194_6	k141_20871	6352	6897	+	546	0	0
194_7	k141_20871	6993	8294	+	1302	0	0
194_8	k141_20871	9041	10927	+	1887	0	0
194_9	k141_20871	11428	12648	-	1221	0	0
194_10	k141_20871	12588	14636	-	2049	0	0
194_11	k141_20871	14639	14848	-	210	0	0
194_12	k141_20871	15999	17819	+	1821	0	0
194_13	k141_20871	17888	17995	+	108	0	0
194_14	k141_20871	18930	20525	-	1596	0	0
194_15	k141_20871	20613	20813	+	201	0	0
194_16	k141_20871	20928	21533	+	606	0	0
194_17	k141_20871	22227	22874	+	648	0	0
194_18	k141_20871	23135	23248	+	114	0	0
194_19	k141_20871	23413	24453	+	1041	0	0
194_20	k141_20871	24429	26174	+	1746	0	0
194_21	k141_20871	26149	26412	+	264	0	0
194_22	k141_20871	26489	27454	-	966	0	0
195_1	k141_2366	3	392	-	390	0	0
195_2	k141_2366	659	1483	-	825	0	0
196_1	k141_44021	1	792	-	792	0	0
196_2	k141_44021	794	1513	-	720	0	0
196_3	k141_44021	1503	2021	-	519	0	0
196_4	k141_44021	2158	2220	+	63	0	0
197_1	k141_20874	3	302	+	300	0	0
197_2	k141_20874	299	502	+	204	0	0
197_3	k141_20874	495	680	+	186	0	0
197_4	k141_20874	894	1061	+	168	0	0
198_1	k141_39408	1	813	+	813	3	0.279039
198_2	k141_39408	823	1071	+	249	2	0.607386
199_1	k141_27857	1	1263	+	1263	0	0
200_1	k141_23197	1	315	-	315	0	0
200_2	k141_23197	334	1395	-	1062	0	0
201_1	k141_27861	2	1492	-	1491	0	0
202_1	k141_32474	72	599	-	528	1983	284.003
202_2	k141_32474	612	3242	-	2631	14666	421.527
202_3	k141_32474	3312	4004	-	693	3245	354.092
202_4	k141_32474	4048	4554	-	507	2491	371.535
203_1	k141_9318	1	195	-	195	1	0.387793
203_2	k141_9318	376	525	+	150	4	2.01652
203_3	k141_9318	862	2259	+	1398	13	0.703186
203_4	k141_9318	2389	3405	-	1017	9	0.6692
203_5	k141_9318	3466	5046	-	1581	11	0.526132
203_6	k141_9318	5275	5547	-	273	1	0.276995
203_7	k141_9318	5596	6465	+	870	12	1.04303
204_1	k141_20876	66	1352	-	1287	11	0.646321
204_2	k141_20876	1474	2034	+	561	2	0.269588
204_3	k141_20876	2031	2111	+	81	0	0
205_1	k141_13957	696	2192	+	1497	293	14.8006
205_2	k141_13957	2210	3592	+	1383	266	14.5443
205_3	k141_13957	3606	4202	+	597	84	10.6399
205_4	k141_13957	4181	5728	+	1548	236	11.5286
205_5	k141_13957	5822	6883	+	1062	218	15.5227
205_6	k141_13957	7015	8160	+	1146	246	16.2325
205_7	k141_13957	8229	8714	-	486	109	16.9599
205_8	k141_13957	8832	9686	+	855	180	15.9199
205_9	k141_13957	9784	11601	-	1818	328	13.6431
205_10	k141_13957	11933	12400	+	468	85	13.7343
205_11	k141_13957	12507	12626	+	120	3	1.89049
206_1	k141_13958	149	1030	-	882	0	0
206_2	k141_13958	1039	1425	-	387	0	0
207_1	k141_16240	218	586	+	369	0	0
207_2	k141_16240	583	858	+	276	0	0
207_3	k141_16240	949	2382	-	1434	0	0
207_4	k141_16240	2784	2951	-	168	0	0
207_5	k141_16240	3146	3832	-	687	0	0
207_6	k141_16240	4212	5546	-	1335	0	0
207_7	k141_16240	6351	7289	+	939	0	0
207_8	k141_16240	7933	9693	+	1761	0	0
207_9	k141_16240	9765	13436	-	3672	0	0
207_10	k141_16240	13534	14493	-	960	0	0
207_11	k141_16240	14567	16543	-	1977	0	0
207_12	k141_16240	17407	17853	-	447	0	0
207_13	k141_16240	17853	19085	-	1233	0	0
207_14	k141_16240	19270	20298	-	1029	0	0
207_15	k141_16240	20309	21721	-	1413	0	0
207_16	k141_16240	21724	22467	-	744	0	0
208_1	k141_32479	171	413	-	243	0	0
208_2	k141_32479	511	1266	-	756	0	0
209_1	k141_23202	3	203	+	201	0	0
209_2	k141_23202	187	1509	+	1323	7	0.400103
209_3	k141_23202	2115	2828	+	714	3	0.317729
210_1	k141_9321	2	778	+	777	11	1.07055
210_2	k141_9321	1135	2253	+	1119	23	1.55429
210_3	k141_9321	2424	2570	+	147	2	1.02884
211_1	k141_20877	2	262	-	261	2	0.57946
211_2	k141_20877	314	784	-	471	6	0.963306
211_3	k141_20877	801	1700	-	900	13	1.09228
211_4	k141_20877	1794	2549	-	756	19	1.90049
211_5	k141_20877	2697	3377	+	681	4	0.444168
211_6	k141_20877	3440	4573	-	1134	12	0.800207
212_1	k141_39410	2	1048	+	1047	0	0
212_2	k141_39410	1118	2407	+	1290	9	0.527578
212_3	k141_39410	2686	4206	-	1521	5	0.248585
212_4	k141_39410	4216	5547	-	1332	8	0.454172
212_5	k141_39410	5519	6967	-	1449	4	0.20875
212_6	k141_39410	7066	7584	-	519	0	0
213_1	k141_32483	96	1007	-	912	0	0
213_2	k141_32483	1031	1822	-	792	1	0.0954792
214_1	k141_20878	49	1338	-	1290	10	0.586198
215_1	k141_6953	1	846	+	846	92	8.2234
215_2	k141_6953	936	1922	+	987	142	10.8794
215_3	k141_6953	2110	2595	-	486	90	14.0036
215_4	k141_6953	2886	3977	-	1092	135	9.34857
215_5	k141_6953	4175	5842	+	1668	189	8.5684
215_6	k141_6953	5880	7523	+	1644	181	8.32551
215_7	k141_6953	7715	9460	+	1746	193	8.35886
215_8	k141_6953	9661	11046	-	1386	212	11.5666
215_9	k141_6953	11066	11890	-	825	89	8.15775
215_10	k141_6953	12163	13014	+	852	143	12.692
215_11	k141_6953	13014	13364	+	351	34	7.32497
215_12	k141_6953	13490	15487	-	1998	273	10.3324
215_13	k141_6953	15497	17158	-	1662	153	6.96137
215_14	k141_6953	17188	17988	-	801	60	5.66439
215_15	k141_6953	18004	20127	-	2124	250	8.90061
215_16	k141_6953	20437	20724	-	288	36	9.45244
215_17	k141_6953	20739	21704	-	966	98	7.67155
215_18	k141_6953	21838	23748	+	1911	227	8.98254
215_19	k141_6953	23759	25498	+	1740	227	9.86531
215_20	k141_6953	25569	25889	+	321	45	10.6009
215_21	k141_6953	26101	28440	+	2340	303	9.79176
215_22	k141_6953	28563	30662	-	2100	294	10.5867
215_23	k141_6953	30882	34013	-	3132	370	8.93335
215_24	k141_6953	34271	34741	+	471	76	12.2019
215_25	k141_6953	34849	35697	+	849	105	9.35224
215_26	k141_6953	35781	36371	+	591	56	7.16531
215_27	k141_6953	36397	37011	+	615	72	8.85302
215_28	k141_6953	37293	37751	-	459	57	9.39066
215_29	k141_6953	37748	39232	-	1485	175	8.9114
215_30	k141_6953	39380	40306	-	927	105	8.56532
216_1	k141_23209	1	690	-	690	3	0.328781
216_2	k141_23209	777	1043	+	267	2	0.566439
217_1	k141_39412	3	179	-	177	2	0.854458
217_2	k141_39412	215	1210	-	996	14	1.06293
218_1	k141_32484	2	109	-	108	1	0.700181
