# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam
147_12	k141_25481	12283	15747	+	3465	1
147_13	k141_25481	15771	16091	+	321	0
147_14	k141_25481	16159	17763	+	1605	1
147_15	k141_25481	18167	21412	+	3246	4
147_16	k141_25481	21429	23411	+	1983	0
147_17	k141_25481	23588	23719	-	132	0
147_18	k141_25481	23716	24666	-	951	0
147_19	k141_25481	24656	25207	-	552	0
147_20	k141_25481	25248	25412	+	165	0
147_21	k141_25481	25460	25744	+	285	0
147_22	k141_25481	25831	26772	+	942	0
147_23	k141_25481	26769	27014	+	246	0
147_24	k141_25481	27548	28582	+	1035	0
148_1	k141_9312	2	100	-	99	0
148_2	k141_9312	108	776	-	669	5
149_1	k141_27829	507	935	+	429	82
149_2	k141_27829	1023	1319	+	297	41
149_3	k141_27829	1353	1520	+	168	21
149_4	k141_27829	1557	2090	+	534	97
149_5	k141_27829	2147	3628	-	1482	199
149_6	k141_27829	3606	4586	-	981	109
149_7	k141_27829	4555	5922	-	1368	236
149_8	k141_27829	6059	6352	-	294	76
149_9	k141_27829	6425	9595	-	3171	521
149_10	k141_27829	9677	10699	-	1023	161
149_11	k141_27829	11247	11597	-	351	105
150_1	k141_37118	2	103	-	102	0
150_2	k141_37118	100	582	-	483	5
150_3	k141_37118	829	1230	-	402	6
151_1	k141_11606	80	1027	+	948	23
151_2	k141_11606	1159	2076	+	918	47
151_3	k141_11606	2243	2689	+	447	11
151_4	k141_11606	2715	3281	+	567	6
151_5	k141_11606	3478	3969	-	492	15
151_6	k141_11606	4091	6160	+	2070	43
151_7	k141_11606	6233	7897	-	1665	59
151_8	k141_11606	8099	10657	-	2559	116
151_9	k141_11606	11127	12143	-	1017	25
151_10	k141_11606	12156	13610	-	1455	31
151_11	k141_11606	13725	14207	-	483	6
151_12	k141_11606	14417	15202	-	786	10
151_13	k141_11606	15313	16215	+	903	36
151_14	k141_11606	16360	16995	+	636	18
151_15	k141_11606	17138	17833	+	696	20
151_16	k141_11606	17858	18745	+	888	15
151_17	k141_11606	18749	19414	+	666	26
151_18	k141_11606	19561	20517	+	957	20
151_19	k141_11606	20842	21465	-	624	27
151_20	k141_11606	21634	22803	-	1170	20
151_21	k141_11606	22800	23603	-	804	31
151_22	k141_11606	23801	24001	-	201	6
151_23	k141_11606	24223	24804	-	582	26
151_24	k141_11606	25018	25446	+	429	19
151_25	k141_11606	25443	26768	+	1326	22
152_1	k141_9315	6	281	-	276	0
152_2	k141_9315	471	1550	+	1080	0
152_3	k141_9315	1599	2108	+	510	0
153_1	k141_4696	1	444	-	444	36
153_2	k141_4696	444	1616	-	1173	189
153_3	k141_4696	1783	3111	+	1329	183
153_4	k141_4696	3436	4617	+	1182	263
153_5	k141_4696	4766	8233	-	3468	598
153_6	k141_4696	8485	10641	+	2157	399
154_1	k141_32456	3	2156	+	2154	0
154_2	k141_32456	2294	3373	+	1080	0
154_3	k141_32456	3477	4046	+	570	0
155_1	k141_39381	396	1787	+	1392	342
155_2	k141_39381	2077	3195	-	1119	253
155_3	k141_39381	3252	3914	-	663	211
155_4	k141_39381	4211	4840	-	630	233
155_5	k141_39381	5084	5533	-	450	161
155_6	k141_39381	6134	7348	+	1215	338
155_7	k141_39381	7537	7917	-	381	152
155_8	k141_39381	8390	10339	-	1950	527
155_9	k141_39381	10961	11884	+	924	276
155_10	k141_39381	12481	13395	-	915	293
155_11	k141_39381	13572	14978	+	1407	342
155_12	k141_39381	15308	16648	-	1341	361
155_13	k141_39381	17001	17798	+	798	272
155_14	k141_39381	18493	19545	+	1053	284
155_15	k141_39381	19558	19656	+	99	20
155_16	k141_39381	19743	19997	-	255	95
155_17	k141_39381	20137	21195	-	1059	247
155_18	k141_39381	21600	22673	-	1074	338
155_19	k141_39381	23343	25553	+	2211	539
155_20	k141_39381	26325	26879	+	555	180
155_21	k141_39381	27292	29025	-	1734	426
155_22	k141_39381	29117	29701	-	585	199
155_23	k141_39381	30248	30571	+	324	128
155_24	k141_39381	31049	31624	+	576	174
155_25	k141_39381	31734	31877	+	144	47
155_26	k141_39381	32017	32385	+	369	102
155_27	k141_39381	32378	33070	+	693	182
155_28	k141_39381	33414	34628	-	1215	289
155_29	k141_39381	34744	35310	-	567	116
155_30	k141_39381	35355	36059	-	705	251
155_31	k141_39381	36698	37219	-	522	162
155_32	k141_39381	37805	38224	-	420	112
155_33	k141_39381	38228	39661	-	1434	324
155_34	k141_39381	39697	40503	-	807	198
155_35	k141_39381	40578	42110	-	1533	353
155_36	k141_39381	42126	42671	-	546	108
155_37	k141_39381	42674	43141	-	468	73
155_38	k141_39381	43219	43470	-	252	51
155_39	k141_39381	43610	44275	-	666	185
155_40	k141_39381	44314	44694	-	381	99
155_41	k141_39381	44696	44962	-	267	38
155_42	k141_39381	45013	46158	-	1146	277
155_43	k141_39381	46489	47526	-	1038	275
155_44	k141_39381	47840	48022	+	183	101
155_45	k141_39381	48250	48978	-	729	210
156_1	k141_37122	3	458	-	456	0
156_2	k141_37122	481	1170	-	690	0
157_1	k141_11608	1	429	+	429	7
157_2	k141_11608	442	2562	+	2121	33
158_1	k141_39384	1	105	+	105	0
158_2	k141_39384	124	747	+	624	0
158_3	k141_39384	809	1159	+	351	0
159_1	k141_13940	2	673	+	672	0
159_2	k141_13940	676	1080	+	405	0
159_3	k141_13940	1103	2587	+	1485	0
159_4	k141_13940	2584	3267	+	684	0
159_5	k141_13940	3309	4988	+	1680	0
159_6	k141_13940	5166	6485	+	1320	0
159_7	k141_13940	6492	7559	+	1068	0
159_8	k141_13940	7622	8680	+	1059	0
159_9	k141_13940	8735	8830	+	96	0
160_1	k141_27838	3	89	-	87	0
160_2	k141_27838	220	1590	+	1371	24
160_3	k141_27838	1609	1719	+	111	0
161_1	k141_16239	1	807	-	807	203
161_2	k141_16239	831	2909	-	2079	504
161_3	k141_16239	2931	3401	-	471	86
161_4	k141_16239	3462	3836	-	375	113
161_5	k141_16239	3936	4187	-	252	93
161_6	k141_16239	4558	5106	-	549	179
161_7	k141_16239	5545	6744	-	1200	283
161_8	k141_16239	7475	7918	-	444	109
161_9	k141_16239	7915	9102	-	1188	267
161_10	k141_16239	9353	10438	-	1086	240
161_11	k141_16239	10470	11192	-	723	120
161_12	k141_16239	11189	12031	-	843	182
161_13	k141_16239	12028	12573	-	546	104
161_14	k141_16239	12570	13556	-	987	257
161_15	k141_16239	14118	14654	-	537	170
161_16	k141_16239	14654	15625	-	972	266
161_17	k141_16239	16016	16861	-	846	244
161_18	k141_16239	17290	18021	-	732	240
161_19	k141_16239	18057	19184	-	1128	243
161_20	k141_16239	19174	20502	-	1329	315
161_21	k141_16239	20777	22540	-	1764	466
162_1	k141_32458	1	330	+	330	0
162_2	k141_32458	392	916	+	525	0
162_3	k141_32458	967	1917	+	951	0
162_4	k141_32458	1942	2532	+	591	2
163_1	k141_13942	1	78	+	78	0
163_2	k141_13942	90	1466	+	1377	0
164_1	k141_37127	2	85	-	84	0
164_2	k141_37127	244	471	+	228	0
164_3	k141_37127	549	800	+	252	0
164_4	k141_37127	862	1323	-	462	0
164_5	k141_37127	1380	1898	+	519	0
165_1	k141_2357	2	238	+	237	31
165_2	k141_2357	450	2024	-	1575	204
165_3	k141_2357	2054	5326	-	3273	458
165_4	k141_2357	5375	6859	-	1485	243
165_5	k141_2357	7232	7414	-	183	29
166_1	k141_4699	2	778	+	777	0
166_2	k141_4699	827	1831	+	1005	0
166_3	k141_4699	1876	3129	+	1254	0
166_4	k141_4699	3271	3945	-	675	0
167_1	k141_39389	1	294	+	294	0
167_2	k141_39389	683	1174	+	492	0
168_1	k141_27843	1	513	+	513	6
168_2	k141_27843	497	1450	+	954	15
168_3	k141_27843	1527	2174	+	648	10
168_4	k141_27843	2220	2372	+	153	5
168_5	k141_27843	2531	2716	+	186	4
169_1	k141_2358	3	1214	-	1212	0
170_1	k141_37129	138	1514	-	1377	0
171_1	k141_4701	2	1009	+	1008	0
171_2	k141_4701	1079	1714	+	636	0
172_1	k141_32460	1	462	-	462	0
172_2	k141_32460	875	3739	+	2865	0
173_1	k141_13945	3	1232	+	1230	0
173_2	k141_13945	1239	2342	+	1104	0
173_3	k141_13945	2299	2751	+	453	0
174_1	k141_4704	1	810	+	810	0
174_2	k141_4704	864	1868	+	1005	4
175_1	k141_13947	2	1021	-	1020	11
175_2	k141_13947	1062	1400	-	339	2
176_1	k141_11615	887	4315	-	3429	0
176_2	k141_11615	4790	7273	-	2484	0
177_1	k141_4710	2	1306	+	1305	2
177_2	k141_4710	1734	1991	+	258	0
178_1	k141_39394	1	1101	-	1101	0
178_2	k141_39394	1461	1631	+	171	0
178_3	k141_39394	1685	2524	-	840	0
178_4	k141_39394	2531	3661	-	1131	1
178_5	k141_39394	3805	4491	-	687	0
178_6	k141_39394	4488	5081	-	594	0
178_7	k141_39394	5082	5855	-	774	0
178_8	k141_39394	5880	6857	-	978	0
179_1	k141_37130	259	609	-	351	11
179_2	k141_37130	888	2519	+	1632	32
179_3	k141_37130	2516	2734	+	219	7
179_4	k141_37130	3088	4587	-	1500	28
179_5	k141_37130	4584	6263	-	1680	17
179_6	k141_37130	6384	6716	-	333	2
179_7	k141_37130	6915	7037	+	123	7
180_1	k141_23184	167	898	+	732	187
180_2	k141_23184	1051	4485	+	3435	884
180_3	k141_23184	4642	5313	+	672	129
180_4	k141_23184	5324	6934	+	1611	412
180_5	k141_23184	6931	8133	-	1203	312
180_6	k141_23184	8269	9195	+	927	210
180_7	k141_23184	9195	10100	+	906	210
180_8	k141_23184	10100	11092	+	993	203
180_9	k141_23184	11089	12057	+	969	170
180_10	k141_23184	12054	13646	+	1593	336
180_11	k141_23184	13651	14580	+	930	179
180_12	k141_23184	14601	15737	+	1137	302
180_13	k141_23184	15738	17093	-	1356	290
180_14	k141_23184	17273	18400	+	1128	424
181_1	k141_11617	2	742	-	741	0
181_2	k141_11617	803	2053	-	1251	0
182_1	k141_2363	397	1722	+	1326	1
182_2	k141_2363	1746	2642	+	897	1
182_3	k141_2363	2639	3439	+	801	0
182_4	k141_2363	3436	3720	+	285	0
182_5	k141_2363	4361	5440	+	1080	0
182_6	k141_2363	5661	7259	+	1599	1
182_7	k141_2363	7256	7390	+	135	0
183_1	k141_23185	1	1197	+	1197	0
183_2	k141_23185	1212	1838	+	627	0
184_1	k141_39400	230	895	-	666	17
185_1	k141_9316	2	376	+	375	37
185_2	k141_9316	479	4291	+	3813	713
185_3	k141_9316	4330	8616	+	4287	750
185_4	k141_9316	8825	9166	+	342	60
185_5	k141_9316	9355	9768	+	414	83
185_6	k141_9316	9917	10393	+	477	96
185_7	k141_9316	10425	12542	+	2118	390
185_8	k141_9316	12627	12932	+	306	28
185_9	k141_9316	12954	13571	+	618	97
185_10	k141_9316	13571	14197	+	627	94
185_11	k141_9316	14219	14509	+	291	28
185_12	k141_9316	14515	15336	+	822	128
185_13	k141_9316	15359	15628	+	270	13
185_14	k141_9316	15665	16075	+	411	44
185_15	k141_9316	16082	16813	+	732	138
186_1	k141_27849	118	234	-	117	24
186_2	k141_27849	221	385	-	165	9
186_3	k141_27849	354	806	-	453	35
186_4	k141_27849	796	1161	-	366	37
186_5	k141_27849	1164	1898	-	735	53
186_6	k141_27849	1898	2887	-	990	79
186_7	k141_27849	2899	4893	-	1995	202
186_8	k141_27849	4890	5177	-	288	28
186_9	k141_27849	5432	5983	-	552	110
186_10	k141_27849	5985	6236	-	252	30
186_11	k141_27849	6403	6885	+	483	36
186_12	k141_27849	6918	7130	+	213	20
186_13	k141_27849	7130	7387	+	258	15
186_14	k141_27849	7779	9122	-	1344	109
187_1	k141_32469	1	1884	-	1884	1
187_2	k141_32469	1907	3313	-	1407	5
187_3	k141_32469	3408	3827	-	420	0
187_4	k141_32469	3846	5654	-	1809	0
187_5	k141_32469	5668	7251	-	1584	0
188_1	k141_44020	2	118	-	117	13
188_2	k141_44020	274	1854	+	1581	280
188_3	k141_44020	1865	1987	-	123	24
188_4	k141_44020	2104	3831	+	1728	295
188_5	k141_44020	3880	5235	-	1356	206
188_6	k141_44020	5252	7393	-	2142	414
188_7	k141_44020	7662	9974	-	2313	372
188_8	k141_44020	9994	12033	-	2040	342
188_9	k141_44020	12046	15381	-	3336	486
188_10	k141_44020	15467	15643	-	177	20
188_11	k141_44020	15911	18154	-	2244	0
188_12	k141_44020	18166	20571	-	2406	0
188_13	k141_44020	20642	23044	-	2403	0
188_14	k141_44020	23081	25804	-	2724	0
188_15	k141_44020	25884	25952	+	69	0
189_1	k141_27850	9	1049	-	1041	0
189_2	k141_27850	1049	1354	-	306	0
190_1	k141_39402	2	85	-	84	0
190_2	k141_39402	225	743	-	519	0
190_3	k141_39402	765	1130	-	366	0
190_4	k141_39402	1342	1515	-	174	0
190_5	k141_39402	1581	1961	-	381	0
191_1	k141_2365	2	1468	+	1467	0
191_2	k141_2365	1787	2506	+	720	0
191_3	k141_2365	2562	3005	+	444	0
191_4	k141_2365	3015	3680	+	666	0
192_1	k141_23191	1	321	-	321	0
192_2	k141_23191	521	1501	-	981	12
193_1	k141_27853	2	742	-	741	0
194_1	k141_20871	3	137	-	135	77
194_2	k141_20871	963	2354	+	1392	373
194_3	k141_20871	2826	3383	+	558	153
194_4	k141_20871	3532	4704	+	1173	240
194_5	k141_20871	4724	6262	+	1539	310
194_6	k141_20871	6352	6897	+	546	136
194_7	k141_20871	6993	8294	+	1302	304
194_8	k141_20871	9041	10927	+	1887	462
194_9	k141_20871	11428	12648	-	1221	239
194_10	k141_20871	12588	14636	-	2049	450
194_11	k141_20871	14639	14848	-	210	62
194_12	k141_20871	15999	17819	+	1821	394
194_13	k141_20871	17888	17995	+	108	55
194_14	k141_20871	18930	20525	-	1596	341
194_15	k141_20871	20613	20813	+	201	39
194_16	k141_20871	20928	21533	+	606	181
194_17	k141_20871	22227	22874	+	648	171
194_18	k141_20871	23135	23248	+	114	25
194_19	k141_20871	23413	24453	+	1041	229
194_20	k141_20871	24429	26174	+	1746	330
194_21	k141_20871	26149	26412	+	264	26
194_22	k141_20871	26489	27454	-	966	215
195_1	k141_2366	3	392	-	390	0
195_2	k141_2366	659	1483	-	825	0
196_1	k141_44021	1	792	-	792	0
196_2	k141_44021	794	1513	-	720	4
196_3	k141_44021	1503	2021	-	519	0
196_4	k141_44021	2158	2220	+	63	0
197_1	k141_20874	3	302	+	300	0
197_2	k141_20874	299	502	+	204	0
197_3	k141_20874	495	680	+	186	0
197_4	k141_20874	894	1061	+	168	0
198_1	k141_39408	1	813	+	813	0
198_2	k141_39408	823	1071	+	249	0
199_1	k141_27857	1	1263	+	1263	0
200_1	k141_23197	1	315	-	315	0
200_2	k141_23197	334	1395	-	1062	0
201_1	k141_27861	2	1492	-	1491	0
202_1	k141_32474	72	599	-	528	877
202_2	k141_32474	612	3242	-	2631	5589
202_3	k141_32474	3312	4004	-	693	1299
202_4	k141_32474	4048	4554	-	507	941
203_1	k141_9318	1	195	-	195	0
203_2	k141_9318	376	525	+	150	0
203_3	k141_9318	862	2259	+	1398	0
203_4	k141_9318	2389	3405	-	1017	1
203_5	k141_9318	3466	5046	-	1581	2
203_6	k141_9318	5275	5547	-	273	0
203_7	k141_9318	5596	6465	+	870	0
204_1	k141_20876	66	1352	-	1287	0
204_2	k141_20876	1474	2034	+	561	0
204_3	k141_20876	2031	2111	+	81	0
205_1	k141_13957	696	2192	+	1497	214
205_2	k141_13957	2210	3592	+	1383	170
205_3	k141_13957	3606	4202	+	597	63
205_4	k141_13957	4181	5728	+	1548	236
205_5	k141_13957	5822	6883	+	1062	148
205_6	k141_13957	7015	8160	+	1146	189
205_7	k141_13957	8229	8714	-	486	88
205_8	k141_13957	8832	9686	+	855	150
205_9	k141_13957	9784	11601	-	1818	305
205_10	k141_13957	11933	12400	+	468	68
205_11	k141_13957	12507	12626	+	120	19
206_1	k141_13958	149	1030	-	882	3
206_2	k141_13958	1039	1425	-	387	0
207_1	k141_16240	218	586	+	369	74
207_2	k141_16240	583	858	+	276	33
207_3	k141_16240	949	2382	-	1434	344
207_4	k141_16240	2784	2951	-	168	73
207_5	k141_16240	3146	3832	-	687	243
207_6	k141_16240	4212	5546	-	1335	396
207_7	k141_16240	6351	7289	+	939	273
207_8	k141_16240	7933	9693	+	1761	385
207_9	k141_16240	9765	13436	-	3672	718
207_10	k141_16240	13534	14493	-	960	196
207_11	k141_16240	14567	16543	-	1977	463
207_12	k141_16240	17407	17853	-	447	82
207_13	k141_16240	17853	19085	-	1233	290
207_14	k141_16240	19270	20298	-	1029	179
207_15	k141_16240	20309	21721	-	1413	264
207_16	k141_16240	21724	22467	-	744	151
208_1	k141_32479	171	413	-	243	0
208_2	k141_32479	511	1266	-	756	0
209_1	k141_23202	3	203	+	201	0
209_2	k141_23202	187	1509	+	1323	1
209_3	k141_23202	2115	2828	+	714	0
210_1	k141_9321	2	778	+	777	203
210_2	k141_9321	1135	2253	+	1119	241
210_3	k141_9321	2424	2570	+	147	11
211_1	k141_20877	2	262	-	261	0
211_2	k141_20877	314	784	-	471	0
211_3	k141_20877	801	1700	-	900	0
211_4	k141_20877	1794	2549	-	756	0
211_5	k141_20877	2697	3377	+	681	0
211_6	k141_20877	3440	4573	-	1134	0
212_1	k141_39410	2	1048	+	1047	0
212_2	k141_39410	1118	2407	+	1290	0
212_3	k141_39410	2686	4206	-	1521	0
212_4	k141_39410	4216	5547	-	1332	0
212_5	k141_39410	5519	6967	-	1449	0
212_6	k141_39410	7066	7584	-	519	0
213_1	k141_32483	96	1007	-	912	1
213_2	k141_32483	1031	1822	-	792	0
214_1	k141_20878	49	1338	-	1290	0
215_1	k141_6953	1	846	+	846	207
215_2	k141_6953	936	1922	+	987	216
215_3	k141_6953	2110	2595	-	486	224
215_4	k141_6953	2886	3977	-	1092	271
215_5	k141_6953	4175	5842	+	1668	361
215_6	k141_6953	5880	7523	+	1644	440
215_7	k141_6953	7715	9460	+	1746	529
215_8	k141_6953	9661	11046	-	1386	312
215_9	k141_6953	11066	11890	-	825	210
215_10	k141_6953	12163	13014	+	852	254
215_11	k141_6953	13014	13364	+	351	86
215_12	k141_6953	13490	15487	-	1998	451
215_13	k141_6953	15497	17158	-	1662	382
215_14	k141_6953	17188	17988	-	801	199
215_15	k141_6953	18004	20127	-	2124	563
215_16	k141_6953	20437	20724	-	288	72
215_17	k141_6953	20739	21704	-	966	201
215_18	k141_6953	21838	23748	+	1911	454
215_19	k141_6953	23759	25498	+	1740	410
215_20	k141_6953	25569	25889	+	321	93
215_21	k141_6953	26101	28440	+	2340	639
215_22	k141_6953	28563	30662	-	2100	496
215_23	k141_6953	30882	34013	-	3132	792
215_24	k141_6953	34271	34741	+	471	121
215_25	k141_6953	34849	35697	+	849	223
215_26	k141_6953	35781	36371	+	591	119
215_27	k141_6953	36397	37011	+	615	97
215_28	k141_6953	37293	37751	-	459	75
215_29	k141_6953	37748	39232	-	1485	333
215_30	k141_6953	39380	40306	-	927	222
216_1	k141_23209	1	690	-	690	0
216_2	k141_23209	777	1043	+	267	0
217_1	k141_39412	3	179	-	177	0
217_2	k141_39412	215	1210	-	996	0
218_1	k141_32484	2	109	-	108	0
218_2	k141_32484	106	678	-	573	0
218_3	k141_32484	731	1615	-	885	0
219_1	k141_23211	21	1124	-	1104	43
220_1	k141_9325	3	1685	+	1683	1
220_2	k141_9325	1682	2842	-	1161	0
220_3	k141_9325	3072	3377	+	306	0
221_1	k141_23213	106	957	+	852	0
221_2	k141_23213	944	1507	+	564	0
222_1	k141_6956	1	1743	-	1743	0
222_2	k141_6956	1838	2707	-	870	0
223_1	k141_9327	517	1275	-	759	1
224_1	k141_39414	1	525	+	525	0
224_2	k141_39414	626	2059	+	1434	0
224_3	k141_39414	2067	2252	+	186	0
225_1	k141_6958	4	3228	-	3225	553
225_2	k141_6958	3361	4341	+	981	173
226_1	k141_6959	3	209	+	207	0
226_2	k141_6959	1343	1423	+	81	7
227_1	k141_25486	1	840	+	840	181
227_2	k141_25486	1132	3834	+	2703	3278
227_3	k141_25486	4003	4197	+	195	164
227_4	k141_25486	4269	4745	+	477	461
227_5	k141_25486	4774	5451	-	678	658
227_6	k141_25486	5451	5912	-	462	342
227_7	k141_25486	5909	7072	-	1164	1160
227_8	k141_25486	7165	8070	-	906	889
227_9	k141_25486	8063	8650	-	588	596
227_10	k141_25486	8643	9020	-	378	281
227_11	k141_25486	9017	9526	-	510	560
227_12	k141_25486	9534	9971	-	438	316
227_13	k141_25486	9981	11177	-	1197	1127
227_14	k141_25486	11174	12655	-	1482	1408
227_15	k141_25486	12665	14617	-	1953	1881
227_16	k141_25486	14601	15416	-	816	710
227_17	k141_25486	15596	17065	+	1470	1566
227_18	k141_25486	17067	17489	+	423	351
227_19	k141_25486	17458	17664	-	207	99
227_20	k141_25486	17727	18038	+	312	272
227_21	k141_25486	18071	18700	+	630	633
227_22	k141_25486	18711	19316	+	606	594
227_23	k141_25486	19313	19615	+	303	142
227_24	k141_25486	19633	20454	+	822	940
227_25	k141_25486	20471	20749	+	279	178
227_26	k141_25486	20764	21096	+	333	261
227_27	k141_25486	21114	21815	+	702	914
227_28	k141_25486	21828	22238	+	411	566
227_29	k141_25486	22238	22429	+	192	167
227_30	k141_25486	22429	22683	+	255	318
227_31	k141_25486	22848	23219	+	372	464
227_32	k141_25486	23230	23544	+	315	248
227_33	k141_25486	23559	24098	+	540	574
227_34	k141_25486	24113	24418	+	306	267
227_35	k141_25486	24452	24844	+	393	315
227_36	k141_25486	24857	25390	+	534	655
227_37	k141_25486	25400	25753	+	354	247
227_38	k141_25486	25768	26271	+	504	620
227_39	k141_25486	26275	26454	+	180	109
227_40	k141_25486	26458	26892	+	435	444
227_41	k141_25486	26900	28231	+	1332	1627
227_42	k141_25486	28263	28379	+	117	142
227_43	k141_25486	28526	28882	+	357	349
227_44	k141_25486	28899	29288	+	390	319
227_45	k141_25486	29322	29942	+	621	692
227_46	k141_25486	29968	30957	+	990	1087
227_47	k141_25486	30998	31381	+	384	483
227_48	k141_25486	31488	31856	+	369	401
227_49	k141_25486	31867	32292	+	426	510
227_50	k141_25486	32348	32566	+	219	142
227_51	k141_25486	32563	32976	-	414	376
227_52	k141_25486	33106	34482	-	1377	1421
227_53	k141_25486	34504	35793	-	1290	1294
227_54	k141_25486	35845	36792	-	948	957
227_55	k141_25486	36807	37316	-	510	523
227_56	k141_25486	37446	38570	+	1125	1266
227_57	k141_25486	38542	39015	+	474	463
227_58	k141_25486	39044	39586	+	543	550
227_59	k141_25486	39591	40163	+	573	452
227_60	k141_25486	40168	40986	+	819	930
227_61	k141_25486	40983	41240	+	258	191
227_62	k141_25486	41216	41770	-	555	865
227_63	k141_25486	42104	42310	-	207	465
228_1	k141_9344	2	115	+	114	0
228_2	k141_9344	144	1127	+	984	0
229_1	k141_13961	38	2230	-	2193	1
229_2	k141_13961	2710	4914	-	2205	2
229_3	k141_13961	5095	5934	+	840	2
229_4	k141_13961	5993	7684	+	1692	1
229_5	k141_13961	7831	8772	+	942	2
229_6	k141_13961	9127	10203	-	1077	0
229_7	k141_13961	10528	11577	+	1050	0
229_8	k141_13961	11675	11866	+	192	0
229_9	k141_13961	11943	12851	+	909	1
229_10	k141_13961	12848	13147	+	300	0
230_1	k141_39428	1	1254	-	1254	0
231_1	k141_16248	46	693	+	648	156
231_2	k141_16248	992	1177	+	186	47
231_3	k141_16248	1496	3313	+	1818	381
231_4	k141_16248	3188	3463	-	276	35
231_5	k141_16248	3634	5760	-	2127	324
231_6	k141_16248	5765	7129	-	1365	224
231_7	k141_16248	7132	8577	-	1446	234
231_8	k141_16248	8581	9636	-	1056	177
231_9	k141_16248	9736	10854	+	1119	171
232_1	k141_44027	289	1560	-	1272	338
232_2	k141_44027	1566	1784	-	219	41
232_3	k141_44027	1806	2135	-	330	94
232_4	k141_44027	2627	4006	-	1380	328
232_5	k141_44027	4016	6448	-	2433	504
232_6	k141_44027	6455	7519	-	1065	220
232_7	k141_44027	7523	8038	-	516	120
232_8	k141_44027	8062	8520	-	459	169
232_9	k141_44027	8897	10636	+	1740	390
232_10	k141_44027	10629	12263	+	1635	313
232_11	k141_44027	12502	13503	-	1002	266
232_12	k141_44027	13602	14633	-	1032	264
232_13	k141_44027	14646	15467	-	822	158
232_14	k141_44027	15644	16333	+	690	172
232_15	k141_44027	16458	17492	-	1035	342
232_16	k141_44027	17661	18458	-	798	201
232_17	k141_44027	18478	18765	-	288	30
233_1	k141_9345	2	577	-	576	0
233_2	k141_9345	695	1330	-	636	0
234_1	k141_23214	2	1030	-	1029	2
234_2	k141_23214	1193	2215	+	1023	0
234_3	k141_23214	2340	3335	+	996	0
234_4	k141_23214	3432	6860	+	3429	4
234_5	k141_23214	6867	8699	+	1833	3
234_6	k141_23214	8716	8865	+	150	0
235_1	k141_6962	1	1884	+	1884	2141
235_2	k141_6962	2033	2137	+	105	38
236_1	k141_44030	2	826	-	825	1
236_2	k141_44030	935	1111	-	177	0
237_1	k141_39431	2	550	-	549	0
237_2	k141_39431	897	1847	+	951	1
238_1	k141_23215	269	739	-	471	5
238_2	k141_23215	759	1172	-	414	0
239_1	k141_6965	1	186	-	186	0
239_2	k141_6965	340	1107	+	768	0
240_1	k141_34819	404	1027	-	624	179
240_2	k141_34819	1575	3083	+	1509	468
240_3	k141_34819	3711	4541	+	831	298
240_4	k141_34819	4943	6151	+	1209	391
240_5	k141_34819	6210	6305	-	96	32
240_6	k141_34819	6675	8222	+	1548	405
240_7	k141_34819	8529	10190	+	1662	463
240_8	k141_34819	10253	10648	+	396	92
240_9	k141_34819	10769	11707	+	939	222
240_10	k141_34819	11728	12180	+	453	76
240_11	k141_34819	12261	13790	+	1530	384
240_12	k141_34819	13833	14147	+	315	52
240_13	k141_34819	14186	14605	+	420	107
240_14	k141_34819	15136	15642	-	507	168
240_15	k141_34819	16316	18589	+	2274	657
240_16	k141_34819	18589	20787	+	2199	560
240_17	k141_34819	21187	22362	+	1176	265
240_18	k141_34819	22482	23051	+	570	120
240_19	k141_34819	23069	23224	+	156	55
240_20	k141_34819	23905	24012	+	108	60
240_21	k141_34819	24084	26156	+	2073	606
240_22	k141_34819	26231	27259	+	1029	239
240_23	k141_34819	27256	28314	+	1059	230
240_24	k141_34819	28314	29087	+	774	230
240_25	k141_34819	29195	30031	-	837	232
240_26	k141_34819	30160	31938	+	1779	444
240_27	k141_34819	32005	32970	+	966	257
240_28	k141_34819	32967	34217	+	1251	253
240_29	k141_34819	34210	34893	+	684	150
240_30	k141_34819	35240	37384	+	2145	545
240_31	k141_34819	37396	38328	+	933	159
240_32	k141_34819	38325	39725	+	1401	352
240_33	k141_34819	39735	40253	+	519	178
240_34	k141_34819	40622	42013	+	1392	399
240_35	k141_34819	42897	44198	-	1302	379
240_36	k141_34819	44723	49279	+	4557	1211
240_37	k141_34819	49304	49438	-	135	73
241_1	k141_44031	1	249	+	249	0
241_2	k141_44031	330	605	-	276	0
241_3	k141_44031	602	1522	-	921	0
242_1	k141_39432	309	932	+	624	12
242_2	k141_39432	935	1162	-	228	0
242_3	k141_39432	1190	1387	-	198	0
243_1	k141_9349	1	1371	-	1371	0
243_2	k141_9349	1383	2354	-	972	0
244_1	k141_34820	1	252	-	252	0
244_2	k141_34820	293	1018	-	726	10
245_1	k141_6966	3	77	-	75	0
