# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/L23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam	RPKG
130_20	k141_11	21211	23148	-	1938	12	0.00807446
130_21	k141_11	23714	24646	+	933	18	0.025158
130_22	k141_11	24805	26940	-	2136	20	0.01221
130_23	k141_11	27141	27692	-	552	5	0.0118118
130_24	k141_11	27907	28917	+	1011	19	0.0245069
130_25	k141_11	28966	29103	+	138	0	0
131_1	k141_141954	67	1500	+	1434	5	0.00454681
132_1	k141_21911	1	453	+	453	0	0
132_2	k141_21911	590	1438	-	849	0	0
132_3	k141_21911	1460	1579	-	120	0	0
133_1	k141_131077	3	128	-	126	0	0
133_2	k141_131077	306	920	+	615	1	0.00212037
133_3	k141_131077	963	1358	-	396	2	0.00658598
134_1	k141_10976	1	474	+	474	0	0
134_2	k141_10976	545	1153	-	609	0	0
135_1	k141_43675	1	84	+	84	0	0
135_2	k141_43675	115	1056	+	942	53	0.0733687
135_3	k141_43675	1225	1731	+	507	25	0.064301
135_4	k141_43675	1789	2265	+	477	23	0.0628775
135_5	k141_43675	2367	4094	+	1728	121	0.0913119
135_6	k141_43675	4114	4443	+	330	6	0.0237095
135_7	k141_43675	4624	5397	+	774	71	0.11962
135_8	k141_43675	5424	6320	+	897	43	0.0625118
135_9	k141_43675	6337	7740	+	1404	85	0.0789474
135_10	k141_43675	7724	9169	+	1446	87	0.0784579
135_11	k141_43675	9166	11064	+	1899	111	0.0762226
135_12	k141_43675	11037	12440	+	1404	70	0.0650155
135_13	k141_43675	12651	13163	+	513	30	0.0762588
135_14	k141_43675	13267	13749	+	483	16	0.0431975
135_15	k141_43675	13752	15002	+	1251	64	0.0667127
135_16	k141_43675	15028	15519	+	492	26	0.0689119
135_17	k141_43675	15533	16777	+	1245	96	0.100551
135_18	k141_43675	17223	18638	+	1416	98	0.0902503
135_19	k141_43675	18720	19187	+	468	18	0.0501548
135_20	k141_43675	19467	20837	+	1371	91	0.0865545
135_21	k141_43675	20937	21812	+	876	58	0.0863395
135_22	k141_43675	21936	23060	+	1125	57	0.0660706
135_23	k141_43675	23134	24363	-	1230	87	0.0922359
135_24	k141_43675	24587	25210	+	624	22	0.0459752
135_25	k141_43675	25265	26023	+	759	22	0.0377978
135_26	k141_43675	25977	27281	+	1305	90	0.0899327
135_27	k141_43675	27290	28141	+	852	33	0.050508
135_28	k141_43675	28169	28894	+	726	29	0.0520891
135_29	k141_43675	29011	29292	+	282	16	0.0739872
135_30	k141_43675	29434	30753	+	1320	57	0.0563102
135_31	k141_43675	31108	32457	+	1350	0	0
135_32	k141_43675	32454	33233	+	780	3	0.00501548
135_33	k141_43675	33323	34411	+	1089	6	0.00718471
135_34	k141_43675	34493	35692	+	1200	7	0.00760681
135_35	k141_43675	35815	37227	+	1413	4	0.00369151
136_1	k141_65559	3	593	+	591	0	0
136_2	k141_65559	598	1353	+	756	0	0
136_3	k141_65559	1378	1479	+	102	0	0
137_1	k141_21912	2	445	+	444	1	0.00293699
137_2	k141_21912	654	2192	+	1539	4	0.00338928
138_1	k141_87384	1	135	-	135	0	0
138_2	k141_87384	120	326	-	207	0	0
138_3	k141_87384	331	588	-	258	1	0.00505436
138_4	k141_87384	588	806	-	219	3	0.0178634
138_5	k141_87384	862	981	-	120	0	0
138_6	k141_87384	985	1206	-	222	2	0.011748
138_7	k141_87384	1209	1478	-	270	8	0.0386378
138_8	k141_87384	1478	2833	-	1356	29	0.0278884
139_1	k141_65560	2	133	+	132	3	0.0296369
139_2	k141_65560	154	1299	+	1146	41	0.0466536
140_1	k141_10978	2	253	+	252	0	0
140_2	k141_10978	250	1170	+	921	4	0.00566352
140_3	k141_10978	1427	2167	+	741	1	0.00175982
141_1	k141_32806	1	240	-	240	0	0
141_2	k141_32806	264	1307	-	1044	0	0
142_1	k141_87385	2	289	+	288	3	0.0135836
142_2	k141_87385	424	951	+	528	1	0.00246974
142_3	k141_87385	1104	1166	+	63	0	0
143_1	k141_174712	3	1589	-	1587	1	0.000821692
143_2	k141_174712	1975	2703	-	729	0	0
143_3	k141_174712	2788	3906	-	1119	0	0
143_4	k141_174712	3909	4766	-	858	0	0
144_1	k141_98317	1	156	+	156	1	0.00835913
144_2	k141_98317	293	1003	-	711	5	0.00917036
145_1	k141_163795	3	407	+	405	0	0
145_2	k141_163795	550	672	-	123	0	0
145_3	k141_163795	989	1555	+	567	0	0
145_4	k141_163795	1597	2613	+	1017	0	0
145_5	k141_163795	2564	3322	+	759	0	0
145_6	k141_163795	3431	4591	+	1161	1	0.00112319
145_7	k141_163795	4666	4797	-	132	0	0
145_8	k141_163795	4830	5753	+	924	0	0
145_9	k141_163795	5801	6709	+	909	2	0.00286914
145_10	k141_163795	6710	7216	+	507	0	0
145_11	k141_163795	7271	8161	+	891	0	0
145_12	k141_163795	8245	10404	+	2160	0	0
145_13	k141_163795	10406	11503	-	1098	0	0
145_14	k141_163795	11511	11711	-	201	0	0
145_15	k141_163795	11753	12022	-	270	0	0
145_16	k141_163795	12056	13261	-	1206	0	0
145_17	k141_163795	13608	13973	-	366	0	0
146_1	k141_43676	1	1137	-	1137	108	0.123865
146_2	k141_43676	1258	2529	-	1272	121	0.124046
147_1	k141_120165	3	773	-	771	10	0.0169134
147_2	k141_120165	903	1145	-	243	1	0.00536636
148_1	k141_21913	486	3542	-	3057	0	0
149_1	k141_43678	1	174	+	174	0	0
149_2	k141_43678	383	1018	+	636	7	0.0143525
149_3	k141_43678	1083	1697	+	615	2	0.00424073
149_4	k141_43678	1697	1897	+	201	0	0
150_1	k141_163800	3	89	+	87	21	0.314765
150_2	k141_163800	137	1096	+	960	304	0.412941
150_3	k141_163800	1158	1220	+	63	11	0.227687
151_1	k141_10988	3	1040	-	1038	1	0.00125629
152_1	k141_185622	1	1089	-	1089	4	0.00478981
152_2	k141_185622	1106	1879	-	774	1	0.00168479
152_3	k141_185622	1914	2462	-	549	1	0.00237527
152_4	k141_185622	2479	3807	-	1329	12	0.0117745
152_5	k141_185622	3812	4078	-	267	2	0.00976798
152_6	k141_185622	4151	4795	-	645	5	0.0101087
152_7	k141_185622	4845	5123	-	279	2	0.00934785
152_8	k141_185622	5186	5500	-	315	3	0.0124193
152_9	k141_185622	5526	6755	-	1230	5	0.00530091
152_10	k141_185622	6774	8162	-	1389	21	0.0197153
152_11	k141_185622	8205	8681	-	477	8	0.0218704
153_1	k141_87389	85	342	-	258	5	0.0252718
153_2	k141_87389	554	787	-	234	2	0.0111455
153_3	k141_87389	856	1413	-	558	38	0.0888045
153_4	k141_87389	1447	1962	-	516	47	0.118777
153_5	k141_87389	1996	2169	-	174	9	0.0674496
153_6	k141_87389	2166	2339	-	174	14	0.104922
153_7	k141_87389	2336	2707	-	372	10	0.0350544
154_1	k141_131080	519	1157	+	639	14	0.0285702
154_2	k141_131080	1650	2546	+	897	4	0.00581505
154_3	k141_131080	2560	3255	+	696	10	0.018736
154_4	k141_131080	3260	3445	+	186	0	0
154_5	k141_131080	3487	3987	+	501	13	0.033837
154_6	k141_131080	3984	5654	+	1671	30	0.0234116
154_7	k141_131080	5734	6111	+	378	28	0.0965944
154_8	k141_131080	6125	6406	+	282	8	0.0369936
155_1	k141_21914	357	1556	+	1200	0	0
155_2	k141_21914	1627	2142	+	516	0	0
156_1	k141_65569	3	311	-	309	0	0
156_2	k141_65569	315	1376	-	1062	2	0.00245579
156_3	k141_65569	1398	2246	-	849	0	0
157_1	k141_120169	51	1187	+	1137	3	0.0034407
157_2	k141_120169	1248	2150	+	903	10	0.014441
157_3	k141_120169	2421	2834	+	414	0	0
158_1	k141_21917	1	180	-	180	0	0
158_2	k141_21917	530	838	+	309	1	0.00422014
159_1	k141_65571	3	203	+	201	0	0
159_2	k141_65571	538	1095	+	558	0	0
160_1	k141_141962	47	3448	+	3402	701	0.268701
160_2	k141_141962	3470	5383	+	1914	407	0.277293
160_3	k141_141962	5687	6904	+	1218	225	0.240891
160_4	k141_141962	7098	7172	+	75	9	0.156483
161_1	k141_21918	1	78	+	78	0	0
161_2	k141_21918	168	998	+	831	0	0
162_1	k141_163808	1	261	+	261	0	0
162_2	k141_163808	233	1663	+	1431	18	0.0164028
163_1	k141_131086	1	333	-	333	0	0
163_2	k141_131086	463	744	-	282	2	0.0092484
163_3	k141_131086	859	2334	-	1476	11	0.00971834
164_1	k141_98325	1	1254	+	1254	1	0.00103989
164_2	k141_98325	1271	2113	+	843	0	0
164_3	k141_98325	2225	3001	-	777	0	0
164_4	k141_98325	3093	4229	-	1137	0	0
164_5	k141_98325	4281	4430	-	150	0	0
165_1	k141_21920	19	414	+	396	2	0.00658598
165_2	k141_21920	483	1313	-	831	3	0.00470767
166_1	k141_65573	3	764	+	762	14	0.0239585
166_2	k141_65573	1040	1894	+	855	13	0.0198273
167_1	k141_32815	189	464	-	276	11	0.051972
167_2	k141_32815	741	1448	-	708	6	0.0110511
167_3	k141_32815	1452	3629	-	2178	11	0.00658598
167_4	k141_32815	3633	4019	-	387	2	0.00673915
167_5	k141_32815	4016	4582	-	567	2	0.00459973
167_6	k141_32815	4828	5328	-	501	0	0
168_1	k141_17	2	1042	+	1041	2	0.00250533
168_2	k141_17	1045	3387	+	2343	0	0
168_3	k141_17	3516	4427	+	912	0	0
168_4	k141_17	4570	6525	+	1956	1	0.000666679
168_5	k141_17	6735	8771	+	2037	5	0.00320085
168_6	k141_17	8923	10446	+	1524	1	0.000855659
168_7	k141_17	10573	11172	+	600	0	0
169_1	k141_87393	258	1598	+	1341	92	0.0894633
169_2	k141_87393	1626	2303	-	678	32	0.0615469
169_3	k141_87393	2307	3221	-	915	47	0.0669827
169_4	k141_87393	3365	4831	-	1467	131	0.116447
169_5	k141_87393	4835	5050	-	216	13	0.078483
170_1	k141_141968	73	222	+	150	0	0
170_2	k141_141968	219	1040	+	822	1	0.0015864
171_1	k141_65574	28	1530	-	1503	3	0.00260284
172_1	k141_131089	1	444	-	444	0	0
172_2	k141_131089	624	1730	+	1107	0	0
173_1	k141_196560	2	136	-	135	1	0.00965944
173_2	k141_196560	257	1690	-	1434	11	0.010003
173_3	k141_196560	1813	2505	-	693	5	0.00940855
173_4	k141_196560	2527	3177	-	651	6	0.0120187
173_5	k141_196560	3406	4296	-	891	5	0.00731776
173_6	k141_196560	4389	5111	-	723	5	0.00901815
173_7	k141_196560	5279	6718	+	1440	11	0.0099613
173_8	k141_196560	6715	7494	-	780	1	0.00167183
173_9	k141_196560	7491	8765	-	1275	8	0.00818212
173_10	k141_196560	8762	12301	-	3540	31	0.0114194
173_11	k141_196560	12483	13112	+	630	0	0
173_12	k141_196560	13169	14392	-	1224	12	0.0127846
173_13	k141_196560	14352	15044	-	693	4	0.00752684
173_14	k141_196560	15041	15445	-	405	5	0.0160991
173_15	k141_196560	15457	15795	-	339	1	0.00384668
173_16	k141_196560	15800	17719	-	1920	15	0.0101877
173_17	k141_196560	17716	18036	-	321	1	0.00406238
173_18	k141_196560	18093	18530	-	438	1	0.00297723
173_19	k141_196560	18532	18804	-	273	1	0.00477665
173_20	k141_196560	18990	20318	-	1329	21	0.0206054
173_21	k141_196560	20452	20688	+	237	3	0.0165066
173_22	k141_196560	20854	22035	-	1182	5	0.00551618
173_23	k141_196560	22060	23199	-	1140	4	0.00457553
174_1	k141_120180	3	1115	+	1113	260	0.304624
174_2	k141_120180	1330	2067	+	738	8	0.0141358
175_1	k141_10994	3	296	-	294	0	0
175_2	k141_10994	421	1266	+	846	2	0.0030828
175_3	k141_10994	1263	2564	-	1302	0	0
175_4	k141_10994	2750	3736	+	987	0	0
175_5	k141_10994	3829	4365	+	537	0	0
175_6	k141_10994	4538	5047	-	510	0	0
176_1	k141_174718	2	487	+	486	0	0
176_2	k141_174718	695	2311	-	1617	0	0
176_3	k141_174718	2344	5454	-	3111	1	0.000419166
176_4	k141_174718	5490	7172	-	1683	0	0
176_5	k141_174718	7181	8950	-	1770	0	0
176_6	k141_174718	8961	9041	-	81	0	0
177_1	k141_21928	3	1289	-	1287	0	0
178_1	k141_174719	36	1808	+	1773	0	0
178_2	k141_174719	1816	1974	+	159	0	0
179_1	k141_163812	1	321	-	321	3	0.0121871
179_2	k141_163812	335	1726	-	1392	14	0.0131152
179_3	k141_163812	1911	3125	-	1215	25	0.0268318
179_4	k141_163812	3147	4100	-	954	18	0.0246042
179_5	k141_163812	4110	4946	-	837	11	0.0171377
180_1	k141_43704	3	275	+	273	1	0.00477665
180_2	k141_43704	549	1163	+	615	1	0.00212037
180_3	k141_43704	1304	1528	+	225	1	0.00579567
181_1	k141_131096	2	448	+	447	5	0.0145864
181_2	k141_131096	549	1259	-	711	6	0.0110044
182_1	k141_120183	1	837	-	837	23	0.0358334
182_2	k141_120183	866	2206	-	1341	63	0.0612629
183_1	k141_21931	297	1424	-	1128	0	0
183_2	k141_21931	1538	1789	-	252	0	0
184_1	k141_65578	1	243	+	243	0	0
184_2	k141_65578	236	1729	+	1494	13	0.0113469
184_3	k141_65578	1724	3169	-	1446	3	0.00270545
184_4	k141_65578	3215	3928	-	714	5	0.00913183
185_1	k141_43708	3	512	+	510	1	0.00255691
185_2	k141_43708	636	1031	-	396	0	0
186_1	k141_32832	3	833	+	831	1	0.00156922
186_2	k141_32832	934	1260	+	327	0	0
186_3	k141_32832	1284	1412	+	129	0	0
187_1	k141_174724	373	1638	+	1266	3	0.00309011
187_2	k141_174724	1679	2431	+	753	1	0.00173177
188_1	k141_21935	3	986	-	984	0	0
189_1	k141_65581	3	989	+	987	2	0.0026424
189_2	k141_65581	973	1137	+	165	0	0
190_1	k141_10998	37	927	-	891	0	0
190_2	k141_10998	932	1147	-	216	0	0
190_3	k141_10998	1224	1469	-	246	0	0
190_4	k141_10998	1826	3787	-	1962	4	0.00265856
190_5	k141_10998	4313	4735	-	423	0	0
191_1	k141_196569	3	284	-	282	1	0.0046242
191_2	k141_196569	376	1737	-	1362	19	0.0181912
191_3	k141_196569	2084	2878	-	795	2	0.00328057
192_1	k141_11001	6	590	-	585	1	0.0022291
192_2	k141_11001	735	1142	+	408	0	0
193_1	k141_109224	119	445	+	327	3	0.0119635
193_2	k141_109224	454	732	+	279	4	0.0186957
193_3	k141_109224	873	2156	+	1284	14	0.0142183
193_4	k141_109224	2167	2478	+	312	1	0.00417957
193_5	k141_109224	2494	3117	+	624	3	0.00626935
193_6	k141_109224	3077	3658	+	582	5	0.011203
193_7	k141_109224	3660	4013	+	354	4	0.0147347
193_8	k141_109224	4081	4698	-	618	11	0.0232108
193_9	k141_109224	4874	5164	+	291	0	0
193_10	k141_109224	5124	5291	-	168	0	0
193_11	k141_109224	5230	6657	-	1428	19	0.0173505
193_12	k141_109224	6772	8199	-	1428	6	0.0054791
193_13	k141_109224	8464	9180	+	717	6	0.0109123
193_14	k141_109224	9542	10627	+	1086	7	0.00840532
193_15	k141_109224	10684	12348	+	1665	12	0.00939838
193_16	k141_109224	12374	14062	+	1689	14	0.010809
193_17	k141_109224	14099	15181	+	1083	15	0.0180613
193_18	k141_109224	15191	16354	+	1164	6	0.00672178
193_19	k141_109224	16365	17450	+	1086	14	0.0168106
193_20	k141_109224	17574	18437	+	864	5	0.00754644
194_1	k141_174726	354	1724	+	1371	0	0
194_2	k141_174726	1840	2160	+	321	0	0
195_1	k141_32836	1	333	-	333	1	0.00391599
195_2	k141_32836	284	517	-	234	1	0.00557276
195_3	k141_32836	505	801	-	297	0	0
195_4	k141_32836	865	1038	-	174	0	0
196_1	k141_65585	315	1205	-	891	6	0.00878131
197_1	k141_21944	735	1046	+	312	0	0
197_2	k141_21944	1293	2063	-	771	1	0.00169134
198_1	k141_32837	3	1811	+	1809	3	0.00216256
199_1	k141_11005	3	89	-	87	0	0
199_2	k141_11005	86	1090	-	1005	1	0.00129754
200_1	k141_174727	289	705	+	417	4	0.0125086
200_2	k141_174727	708	2000	+	1293	1	0.00100853
200_3	k141_174727	1997	2116	+	120	0	0
201_1	k141_185623	214	420	+	207	3	0.0188989
201_2	k141_185623	344	904	-	561	35	0.0813563
201_3	k141_185623	1869	3125	-	1257	147	0.152499
201_4	k141_185623	3646	4431	-	786	94	0.155952
201_5	k141_185623	5008	6477	-	1470	26	0.0230644
201_6	k141_185623	6484	7539	-	1056	44	0.0543344
201_7	k141_185623	7887	8744	-	858	26	0.0395159
201_8	k141_185623	8762	11257	-	2496	97	0.0506772
201_9	k141_185623	11227	11823	-	597	24	0.0524231
201_10	k141_185623	12181	12783	-	603	27	0.0583892
201_11	k141_185623	12993	14153	-	1161	161	0.180834
201_12	k141_185623	14211	14378	-	168	21	0.163003
201_13	k141_185623	14475	15818	-	1344	162	0.157182
201_14	k141_185623	16187	16870	+	684	75	0.142985
202_1	k141_109229	264	1094	-	831	0	0
203_1	k141_141972	1	588	-	588	19	0.0421369
203_2	k141_141972	588	1169	-	582	44	0.0985861
203_3	k141_141972	1208	1729	-	522	35	0.0874346
203_4	k141_141972	1972	3957	-	1986	104	0.0682873
203_5	k141_141972	4075	4437	-	363	42	0.150879
203_6	k141_141972	4588	8052	-	3465	222	0.0835479
203_7	k141_141972	8111	10663	-	2553	135	0.0689555
204_1	k141_76441	1	3855	+	3855	34	0.0115011
204_2	k141_76441	4187	4678	+	492	1	0.00265046
204_3	k141_76441	4749	6083	+	1335	9	0.00879118
204_4	k141_76441	6944	9622	-	2679	9	0.00438082
204_5	k141_76441	9663	10586	-	924	7	0.00987897
204_6	k141_76441	10844	12580	+	1737	6	0.0045044
204_7	k141_76441	12661	12777	+	117	0	0
204_8	k141_76441	12921	13994	+	1074	6	0.00728505
204_9	k141_76441	13991	15493	+	1503	13	0.011279
204_10	k141_76441	15548	16699	+	1152	8	0.00905573
204_11	k141_76441	16704	17324	+	621	0	0
204_12	k141_76441	17423	18412	+	990	2	0.00263439
204_13	k141_76441	18414	18959	+	546	3	0.00716497
204_14	k141_76441	19097	20671	+	1575	12	0.00993543
204_15	k141_76441	21055	21885	+	831	2	0.00313845
204_16	k141_76441	21984	23705	+	1722	8	0.00605819
204_17	k141_76441	23689	24837	+	1149	3	0.00340476
204_18	k141_76441	24870	25379	+	510	6	0.0153415
205_1	k141_120186	402	1073	-	672	2	0.00388103
205_2	k141_120186	1249	1623	+	375	1	0.0034774
205_3	k141_120186	1676	3133	+	1458	7	0.00626075
205_4	k141_120186	3178	4467	+	1290	4	0.00404349
205_5	k141_120186	4772	5011	+	240	2	0.0108669
205_6	k141_120186	5024	5392	+	369	1	0.00353394
205_7	k141_120186	5622	6059	+	438	5	0.0148861
205_8	k141_120186	6069	6575	+	507	4	0.0102882
205_9	k141_120186	6805	7446	+	642	8	0.0162495
206_1	k141_174728	235	1143	-	909	1	0.00143457
206_2	k141_174728	1140	1481	-	342	0	0
206_3	k141_174728	1543	1662	-	120	0	0
207_1	k141_131098	2	91	-	90	0	0
207_2	k141_131098	88	369	-	282	0	0
207_3	k141_131098	617	1180	-	564	2	0.0046242
207_4	k141_131098	1291	1515	+	225	0	0
207_5	k141_131098	1438	1797	-	360	1	0.00362229
207_6	k141_131098	1739	1957	-	219	0	0
207_7	k141_131098	2293	2910	-	618	5	0.0105504
207_8	k141_131098	2920	4815	-	1896	8	0.00550221
207_9	k141_131098	4832	5473	-	642	4	0.00812476
207_10	k141_131098	5641	6798	-	1158	11	0.0123871
207_11	k141_131098	7081	8013	-	933	2	0.00279534
207_12	k141_131098	8014	8346	-	333	1	0.00391599
208_1	k141_109234	1	1512	-	1512	1	0.00086245
209_1	k141_11010	2	1543	+	1542	3	0.00253701
210_1	k141_131100	180	1217	+	1038	31	0.0389449
211_1	k141_174731	187	1053	+	867	3	0.0045122
211_2	k141_174731	1112	1462	-	351	0	0
212_1	k141_109238	3	83	-	81	0	0
212_2	k141_109238	156	245	-	90	1	0.0144892
212_3	k141_109238	245	1084	-	840	69	0.107116
213_1	k141_185627	2	2482	+	2481	8	0.00420484
214_1	k141_141974	2	649	+	648	0	0
214_2	k141_141974	1099	1410	+	312	3	0.0125387
214_3	k141_141974	1528	2160	+	633	4	0.00824028
214_4	k141_141974	2175	2798	+	624	3	0.00626935
214_5	k141_141974	2798	3094	+	297	1	0.00439066
215_1	k141_21948	178	1047	-	870	1	0.00149888
215_2	k141_21948	1277	1927	+	651	0	0
215_3	k141_21948	1954	3069	+	1116	0	0
215_4	k141_21948	3096	3599	+	504	0	0
215_5	k141_21948	3617	4189	+	573	0	0
216_1	k141_76448	3	1214	-	1212	0	0
217_1	k141_174732	2	217	-	216	0	0
217_2	k141_174732	359	1519	-	1161	0	0
217_3	k141_174732	1598	2917	-	1320	0	0
218_1	k141_141978	2	397	-	396	1	0.00329299
218_2	k141_141978	435	1298	-	864	2	0.00301858
218_3	k141_141978	1291	1785	-	495	0	0
219_1	k141_185631	1	1614	+	1614	2	0.00161589
220_1	k141_11013	2	1132	+	1131	9	0.0103769
220_2	k141_11013	1291	2289	+	999	11	0.0143586
220_3	k141_11013	2537	3307	+	771	1	0.00169134
221_1	k141_131105	1	2487	+	2487	273	0.143144
221_2	k141_131105	2480	3256	+	777	51	0.0855924
222_1	k141_109246	2	232	-	231	0	0
222_2	k141_109246	399	881	-	483	0	0
222_3	k141_109246	953	1108	-	156	0	0
223_1	k141_21953	196	1296	+	1101	249	0.294916
224_1	k141_174734	2	172	+	171	0	0
224_2	k141_174734	235	1707	-	1473	0	0
224_3	k141_174734	1857	1985	-	129	0	0
225_1	k141_54626	655	1524	+	870	0	0
225_2	k141_54626	1532	2380	+	849	0	0
225_3	k141_54626	3164	5515	+	2352	0	0
225_4	k141_54626	5563	6765	+	1203	0	0
225_5	k141_54626	7053	8987	-	1935	0	0
225_6	k141_54626	9109	10797	-	1689	0	0
225_7	k141_54626	10886	12445	-	1560	0	0
225_8	k141_54626	12539	14053	+	1515	0	0
225_9	k141_54626	14065	15189	+	1125	0	0
225_10	k141_54626	15232	17010	+	1779	0	0
225_11	k141_54626	17020	17883	+	864	0	0
225_12	k141_54626	18091	18312	+	222	0	0
225_13	k141_54626	18391	21207	-	2817	0	0
225_14	k141_54626	21359	21934	+	576	0	0
225_15	k141_54626	21931	22500	+	570	0	0
225_16	k141_54626	22513	23814	+	1302	0	0
225_17	k141_54626	23830	24579	+	750	0	0
225_18	k141_54626	25089	27725	-	2637	0	0
225_19	k141_54626	27863	29575	-	1713	0	0
225_20	k141_54626	29970	31430	-	1461	0	0
225_21	k141_54626	31489	33687	-	2199	0	0
225_22	k141_54626	33874	35007	+	1134	0	0
225_23	k141_54626	35008	36087	+	1080	0	0
225_24	k141_54626	36164	37387	+	1224	0	0
225_25	k141_54626	37339	37962	+	624	0	0
225_26	k141_54626	37998	40397	+	2400	0	0
225_27	k141_54626	40397	41542	+	1146	0	0
225_28	k141_54626	41576	41674	+	99	0	0
225_29	k141_54626	41695	42729	+	1035	0	0
225_30	k141_54626	43190	43327	-	138	0	0
225_31	k141_54626	43403	43726	-	324	0	0
226_1	k141_141980	2	2707	+	2706	2	0.000963802
226_2	k141_141980	2704	3840	+	1137	0	0
227_1	k141_54627	1	801	-	801	10	0.01628
227_2	k141_54627	877	1191	-	315	2	0.00827952
227_3	k141_54627	1188	1316	-	129	0	0
228_1	k141_207455	2	124	+	123	0	0
228_2	k141_207455	525	980	+	456	0	0
228_3	k141_207455	1021	1476	+	456	0	0
228_4	k141_207455	1535	1867	+	333	0	0
228_5	k141_207455	1988	2299	+	312	0	0
228_6	k141_207455	2394	2927	+	534	0	0
228_7	k141_207455	2869	4350	+	1482	1	0.000879909
228_8	k141_207455	4358	5515	-	1158	0	0
228_9	k141_207455	5942	7444	+	1503	0	0
228_10	k141_207455	7467	9980	+	2514	0	0
228_11	k141_207455	10153	10380	+	228	0	0
228_12	k141_207455	10381	10755	-	375	0	0
228_13	k141_207455	10838	12064	-	1227	0	0
228_14	k141_207455	12236	13156	-	921	0	0
228_15	k141_207455	13381	14433	+	1053	0	0
228_16	k141_207455	14475	15050	-	576	0	0
228_17	k141_207455	15054	15620	-	567	0	0
228_18	k141_207455	15881	15994	-	114	0	0
228_19	k141_207455	16042	17160	-	1119	0	0
228_20	k141_207455	17275	17529	-	255	0	0
228_21	k141_207455	17819	18064	-	246	0	0
228_22	k141_207455	18138	19184	-	1047	0	0
228_23	k141_207455	19290	19850	-	561	0	0
228_24	k141_207455	19984	20631	-	648	0	0
228_25	k141_207455	20695	21903	-	1209	0	0
228_26	k141_207455	22139	22723	+	585	0	0
228_27	k141_207455	22734	23381	+	648	0	0
228_28	k141_207455	23383	24306	+	924	0	0
228_29	k141_207455	24416	25951	+	1536	0	0
228_30	k141_207455	25991	26407	-	417	0	0
228_31	k141_207455	26412	26705	-	294	0	0
228_32	k141_207455	26781	27440	-	660	0	0
228_33	k141_207455	27596	28012	+	417	0	0
228_34	k141_207455	28016	28420	+	405	0	0
228_35	k141_207455	28432	29127	+	696	0	0
228_36	k141_207455	29152	30357	+	1206	0	0
228_37	k141_207455	30377	31132	+	756	0	0
228_38	k141_207455	31304	32086	+	783	0	0
228_39	k141_207455	32139	32837	+	699	0	0
228_40	k141_207455	32849	33946	+	1098	0	0
228_41	k141_207455	33946	34887	+	942	0	0
228_42	k141_207455	34953	36596	+	1644	0	0
228_43	k141_207455	36608	37561	+	954	0	0
228_44	k141_207455	37757	40942	-	3186	0	0
228_45	k141_207455	41515	42474	+	960	0	0
228_46	k141_207455	42586	43209	-	624	0	0
228_47	k141_207455	43369	43890	+	522	0	0
228_48	k141_207455	43942	44115	+	174	0	0
228_49	k141_207455	44226	45266	+	1041	0	0
228_50	k141_207455	45334	46287	+	954	0	0
228_51	k141_207455	46303	47232	+	930	0	0
228_52	k141_207455	47245	47979	+	735	0	0
228_53	k141_207455	48136	48243	-	108	0	0
229_1	k141_174738	1	1347	-	1347	0	0
230_1	k141_185635	1	3582	+	3582	3	0.00109215
231_1	k141_131111	3	1910	+	1908	1119	0.764782
232_1	k141_76454	3	1751	-	1749	10	0.00745583
232_2	k141_76454	1918	4047	-	2130	8	0.00489775
232_3	k141_76454	4290	4697	-	408	0	0
232_4	k141_76454	4707	4940	-	234	0	0
233_1	k141_109253	309	1046	-	738	139	0.245609
234_1	k141_76455	3	248	+	246	0	0
234_2	k141_76455	251	1066	+	816	0	0
235_1	k141_207457	1	192	+	192	0	0
235_2	k141_207457	411	1013	+	603	0	0
235_3	k141_207457	1010	1105	+	96	0	0
236_1	k141_21954	1	333	+	333	3	0.011748
236_2	k141_21954	493	972	+	480	5	0.0135836
236_3	k141_21954	1202	1423	+	222	1	0.00587399
236_4	k141_21954	1647	2819	+	1173	23	0.0255691
236_5	k141_21954	2821	3432	+	612	1	0.00213076
236_6	k141_21954	3489	3974	+	486	7	0.0187822
237_1	k141_174740	3	461	-	459	0	0
237_2	k141_174740	699	1316	+	618	0	0
238_1	k141_131113	3	1571	-	1569	0	0
239_1	k141_141990	114	320	-	207	4	0.0251985
240_1	k141_174745	449	1033	-	585	0	0
241_1	k141_76456	32	595	-	564	0	0
241_2	k141_76456	592	840	-	249	0	0
241_3	k141_76456	892	1845	-	954	0	0
241_4	k141_76456	1796	2617	-	822	1	0.0015864
241_5	k141_76456	2614	2730	-	117	0	0
241_6	k141_76456	2727	2864	-	138	0	0
242_1	k141_109256	193	1161	+	969	22	0.0296063
242_2	k141_109256	1224	1451	+	228	1	0.00571941
242_3	k141_109256	1759	2433	+	675	11	0.0212508
