# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam	RPKM
129_13	k141_38952	15944	16276	+	333	26	20.4255
129_14	k141_38952	16280	17044	+	765	88	30.093
129_15	k141_38952	17031	18029	+	999	95	24.8772
129_16	k141_38952	18099	18578	+	480	49	26.7054
129_17	k141_38952	18594	18863	+	270	28	27.1293
130_1	k141_31903	2	205	-	204	48	61.5538
130_2	k141_31903	452	1009	+	558	94	44.0694
130_3	k141_31903	1222	1956	+	735	79	28.1179
130_4	k141_31903	1958	2800	+	843	39	12.1027
131_1	k141_53143	2	184	+	183	6	8.57716
131_2	k141_53143	197	442	+	246	13	13.8246
131_3	k141_53143	460	912	+	453	18	10.3948
131_4	k141_53143	1134	2378	+	1245	38	7.98468
132_1	k141_62	3	650	+	648	36	14.5335
133_1	k141_21273	3	263	-	261	5	5.01156
133_2	k141_21273	450	1397	-	948	23	6.34692
134_1	k141_10637	1	1185	+	1185	189	41.7241
134_2	k141_10637	1201	1443	+	243	56	60.2872
134_3	k141_10637	1515	2480	-	966	166	44.9546
134_4	k141_10637	2587	3222	-	636	182	74.8614
134_5	k141_10637	3597	4094	-	498	56	29.4173
134_6	k141_10637	4209	4541	-	333	3	2.35679
135_1	k141_64	517	765	+	249	7	7.35431
135_2	k141_64	769	1068	+	300	3	2.61603
136_1	k141_60196	1	966	+	966	36	9.7492
136_2	k141_60196	1071	1520	-	450	18	10.4641
137_1	k141_67273	1	1056	+	1056	19	4.70688
137_2	k141_67273	1349	2179	+	831	30	9.44417
137_3	k141_67273	2145	2885	+	741	27	9.53211
137_4	k141_67273	2923	3681	+	759	15	5.17003
138_1	k141_24802	2	202	+	201	11	14.3166
138_2	k141_24802	212	1534	-	1323	83	16.412
138_3	k141_24802	1541	2257	-	717	35	12.77
138_4	k141_24802	2311	3279	+	969	108	29.157
138_5	k141_24802	3291	4574	+	1284	180	36.6734
138_6	k141_24802	4697	4849	-	153	12	20.5179
138_7	k141_24802	5008	5370	+	363	58	41.7989
138_8	k141_24802	5730	6680	+	951	113	31.0843
138_9	k141_24802	6677	7351	+	675	53	20.5407
138_10	k141_24802	7333	7818	-	486	58	31.2202
138_11	k141_24802	7981	8781	+	801	59	19.2692
138_12	k141_24802	8781	9503	+	723	82	29.6701
138_13	k141_24802	9525	9626	+	102	2	5.12948
138_14	k141_24802	9637	10653	+	1017	76	19.5495
138_15	k141_24802	10806	13706	+	2901	343	30.9307
138_16	k141_24802	13730	14635	+	906	83	23.9659
138_17	k141_24802	14638	15360	+	723	83	30.0319
138_18	k141_24802	15438	15800	-	363	20	14.4134
138_19	k141_24802	15970	16335	+	366	34	24.302
139_1	k141_38958	2	1168	+	1167	6	1.34501
140_1	k141_21276	1	396	+	396	9	5.94553
140_2	k141_21276	495	1577	-	1083	69	16.6673
141_1	k141_66	296	514	-	219	36	43.0033
141_2	k141_66	645	1016	-	372	14	9.84529
142_1	k141_49576	2	2155	-	2154	30	3.6435
142_2	k141_49576	2178	2483	-	306	0	0
142_3	k141_49576	2665	3435	-	771	1	0.339304
142_4	k141_49576	3402	4940	-	1539	28	4.75952
143_1	k141_53144	14	280	+	267	41	40.1713
143_2	k141_53144	267	914	+	648	128	51.6748
143_3	k141_53144	917	1108	+	192	43	58.5883
143_4	k141_53144	1109	1510	+	402	107	69.6308
143_5	k141_53144	1643	2233	+	591	146	64.6262
143_6	k141_53144	2246	2428	+	183	31	44.3153
143_7	k141_53144	2428	2769	+	342	17	13.0037
143_8	k141_53144	2817	3644	-	828	55	17.377
143_9	k141_53144	3826	3978	+	153	0	0
144_1	k141_24803	1	120	-	120	2	4.36006
144_2	k141_24803	375	644	+	270	9	8.72012
144_3	k141_24803	774	1439	+	666	16	6.28477
145_1	k141_31912	3	263	+	261	2	2.00462
145_2	k141_31912	277	909	+	633	10	4.13276
145_3	k141_31912	966	1529	+	564	3	1.39151
146_1	k141_10644	3	1193	+	1191	38	8.34671
147_1	k141_3584	308	535	-	228	67	76.8747
147_2	k141_3584	1112	1822	-	711	172	63.2852
147_3	k141_3584	1886	6196	-	4311	568	34.4678
147_4	k141_3584	6177	6287	-	111	5	11.7839
147_5	k141_3584	6506	6805	-	300	51	44.4726
147_6	k141_3584	6899	7162	+	264	43	42.6097
147_7	k141_3584	7218	7625	-	408	57	36.5475
147_8	k141_3584	7622	8803	-	1182	210	46.4778
147_9	k141_3584	8811	9869	-	1059	171	42.2419
147_10	k141_3584	9866	10213	-	348	39	29.3176
147_11	k141_3584	10228	10872	+	645	120	48.6704
147_12	k141_3584	10893	12140	+	1248	163	34.1678
147_13	k141_3584	12127	12783	+	657	78	31.0579
147_14	k141_3584	12869	14467	-	1599	535	87.5284
147_15	k141_3584	15211	15600	-	390	69	46.2837
148_1	k141_7112	2	448	-	447	2	1.17049
148_2	k141_7112	467	1336	-	870	22	6.61526
148_3	k141_7112	1338	2420	-	1083	20	4.83109
148_4	k141_7112	2386	3081	-	696	3	1.1276
148_5	k141_7112	3174	4766	-	1593	27	4.43396
148_6	k141_7112	4753	5625	-	873	23	6.89219
149_1	k141_56661	75	1616	+	1542	489	82.9599
149_2	k141_56661	1685	2698	+	1014	240	61.918
149_3	k141_56661	2691	3605	+	915	350	100.067
149_4	k141_56661	3602	4606	+	1005	257	66.8976
149_5	k141_56661	4603	5490	+	888	259	76.301
149_6	k141_56661	5598	7289	+	1692	599	92.6126
149_7	k141_56661	7505	7768	+	264	79	78.2829
149_8	k141_56661	7856	8980	+	1125	358	83.248
149_9	k141_56661	9041	10000	+	960	232	63.2208
149_10	k141_56661	9971	11179	-	1209	403	87.2012
149_11	k141_56661	11649	11795	+	147	102	181.521
149_12	k141_56661	12020	15175	+	3156	1260	104.442
149_13	k141_56661	15512	17830	+	2319	785	88.5549
150_1	k141_38960	2	667	+	666	12	4.71358
150_2	k141_38960	700	1668	+	969	15	4.04959
151_1	k141_42500	3	719	+	717	15	5.47288
151_2	k141_42500	736	939	+	204	5	6.41185
151_3	k141_42500	1278	1553	+	276	8	7.58271
151_4	k141_42500	1541	1795	+	255	0	0
151_5	k141_42500	1807	2127	+	321	0	0
151_6	k141_42500	2178	2456	+	279	1	0.937647
151_7	k141_42500	2472	2966	+	495	6	3.17095
151_8	k141_42500	2979	3128	+	150	3	5.23207
151_9	k141_42500	3198	3392	+	195	6	8.04934
151_10	k141_42500	3439	4293	-	855	17	5.20147
152_1	k141_60202	66	1061	+	996	78	20.487
153_1	k141_53145	389	793	+	405	9	5.81341
154_1	k141_49580	141	1019	-	879	37	11.0118
155_1	k141_7113	3	302	-	300	8	6.97609
155_2	k141_7113	564	1781	+	1218	25	5.36953
156_1	k141_35412	1	330	-	330	31	24.5749
156_2	k141_35412	419	1147	-	729	98	35.1675
156_3	k141_35412	1208	1834	-	627	69	28.7889
156_4	k141_35412	1835	2926	-	1092	92	22.0399
156_5	k141_35412	2919	4424	-	1506	183	31.7885
156_6	k141_35412	4506	5633	-	1128	128	29.6855
156_7	k141_35412	5633	6649	-	1017	102	26.2375
156_8	k141_35412	6750	7937	-	1188	155	34.1318
156_9	k141_35412	7945	8856	-	912	109	31.2662
156_10	k141_35412	8914	10125	-	1212	131	28.2756
156_11	k141_35412	10670	12205	-	1536	135	22.9925
156_12	k141_35412	12281	13180	-	900	52	15.1149
156_13	k141_35412	13371	15461	-	2091	219	27.3989
156_14	k141_35412	15636	15902	-	267	38	37.232
156_15	k141_35412	16045	17235	-	1191	121	26.5777
156_16	k141_35412	17378	18307	-	930	105	29.5359
156_17	k141_35412	18325	18852	-	528	30	14.8638
157_1	k141_10646	1	1383	-	1383	45	8.51204
157_2	k141_10646	1664	1873	+	210	3	3.73719
157_3	k141_10646	2006	2347	-	342	7	5.35446
158_1	k141_31917	1	693	+	693	14	5.28492
158_2	k141_31917	695	1561	-	867	8	2.41387
159_1	k141_38962	1	282	+	282	4	3.71069
159_2	k141_38962	381	698	-	318	14	11.5171
159_3	k141_38962	717	2069	-	1353	20	3.86701
160_1	k141_70	695	1045	+	351	6	4.47185
160_2	k141_70	1159	1344	+	186	6	8.43882
160_3	k141_70	1509	2213	+	705	29	10.761
161_1	k141_53150	3	374	-	372	0	0
161_2	k141_53150	393	1535	-	1143	26	5.95074
162_1	k141_35414	1	681	-	681	45	17.2866
162_2	k141_35414	748	1080	-	333	29	22.7823
163_1	k141_56669	450	734	-	285	2260	2074.47
164_1	k141_7115	2	298	-	297	13	11.4507
164_2	k141_7115	346	450	+	105	0	0
164_3	k141_7115	590	2134	+	1545	31	5.249
164_4	k141_7115	2208	2717	+	510	13	6.66832
165_1	k141_74	1	255	+	255	2	2.05179
165_2	k141_74	276	1124	+	849	28	8.62768
166_1	k141_31925	3	473	-	471	0	0
166_2	k141_31925	524	1285	-	762	11	3.77643
166_3	k141_31925	1287	1979	-	693	21	7.92738
167_1	k141_7116	1461	1538	-	78	194	650.655
168_1	k141_21283	2	1579	+	1578	75	12.4336
168_2	k141_21283	1560	2531	+	972	75	20.1855
168_3	k141_21283	2546	3421	+	876	42	12.5426
168_4	k141_21283	3439	4197	+	759	29	9.99539
168_5	k141_21283	4277	4588	+	312	17	14.254
168_6	k141_21283	4605	5822	+	1218	100	21.4781
169_1	k141_60213	123	347	+	225	3	3.48805
169_2	k141_60213	534	1400	+	867	6	1.8104
170_1	k141_49586	17	682	+	666	531	208.576
170_2	k141_49586	754	2484	-	1731	110	16.6241
171_1	k141_35419	65	1936	+	1872	283	39.548
171_2	k141_35419	2079	2237	+	159	22	36.1967
171_3	k141_35419	2363	2770	+	408	4	2.56474
172_1	k141_38966	3	596	-	594	15	6.60615
172_2	k141_38966	1020	1694	+	675	29	11.2393
172_3	k141_38966	1930	2247	+	318	23	18.921
172_4	k141_38966	2386	3054	+	669	31	12.1221
173_1	k141_3590	166	1374	+	1209	73	15.7957
173_2	k141_3590	1721	2239	-	519	31	15.6256
173_3	k141_3590	2236	3435	-	1200	53	11.5542
173_4	k141_3590	3428	3664	-	237	3	3.31144
173_5	k141_3590	3750	4040	-	291	21	18.8786
173_6	k141_3590	4056	5336	-	1281	42	8.57716
173_7	k141_3590	5302	5700	-	399	20	13.113
174_1	k141_60214	2	1132	-	1131	13	3.00694
175_1	k141_49587	3	437	-	435	8	4.8111
175_2	k141_49587	424	666	-	243	4	4.30623
175_3	k141_49587	758	1072	-	315	8	6.6439
176_1	k141_31928	1	210	-	210	1	1.24573
176_2	k141_31928	393	1178	+	786	15	4.99243
176_3	k141_31928	1172	1597	+	426	3	1.84228
177_1	k141_60218	3	1130	-	1128	49	11.364
177_2	k141_60218	1173	1478	-	306	8	6.83931
178_1	k141_42522	3	134	+	132	5	9.90922
178_2	k141_42522	166	567	-	402	9	5.85679
178_3	k141_42522	588	1097	-	510	37	18.9791
178_4	k141_42522	1365	2936	-	1572	61	10.1513
179_1	k141_7124	3	98	-	96	30	81.7511
179_2	k141_7124	1454	1702	+	249	125	131.327
180_1	k141_28312	3	470	+	468	134	74.9036
180_2	k141_28312	940	1788	+	849	180	55.4636
180_3	k141_28312	1785	3572	+	1788	313	45.7952
180_4	k141_28312	3660	5426	-	1767	368	54.4822
180_5	k141_28312	5423	7237	-	1815	300	43.2402
180_6	k141_28312	7633	8904	+	1272	208	42.7779
180_7	k141_28312	8897	10576	+	1680	323	50.2964
180_8	k141_28312	11080	12495	+	1416	307	56.7177
180_9	k141_28312	12808	13719	+	912	94	26.9635
180_10	k141_28312	13737	15650	+	1914	301	41.1404
180_11	k141_28312	15710	15967	+	258	34	34.4749
180_12	k141_28312	16293	17036	+	744	129	45.3587
180_13	k141_28312	17077	18240	+	1164	166	37.3077
180_14	k141_28312	18237	21590	+	3354	592	46.1745
180_15	k141_28312	22009	22560	+	552	73	34.5961
180_16	k141_28312	22710	23132	+	423	92	56.8972
180_17	k141_28312	23424	23630	+	207	43	54.3428
180_18	k141_28312	23915	24217	+	303	66	56.9829
180_19	k141_28312	24300	24707	+	408	57	36.5475
180_20	k141_28312	25072	26361	+	1290	186	37.7196
180_21	k141_28312	26380	27474	+	1095	152	36.3139
180_22	k141_28312	27490	28332	+	843	119	36.9286
180_23	k141_28312	28619	29395	+	777	118	39.7287
180_24	k141_28312	29458	30198	+	741	90	31.7737
180_25	k141_28312	30268	31362	+	1095	145	34.6416
180_26	k141_28312	31425	32531	+	1107	133	31.4302
180_27	k141_28312	32539	33573	+	1035	106	26.7922
180_28	k141_28312	33554	34813	+	1260	174	36.1262
180_29	k141_28312	34874	35290	+	417	35	21.9571
180_30	k141_28312	35301	36590	+	1290	146	29.6078
180_31	k141_28312	36798	39686	+	2889	479	43.3742
180_32	k141_28312	39826	40605	-	780	179	60.0346
180_33	k141_28312	40825	41079	-	255	54	55.3984
180_34	k141_28312	41360	41809	+	450	106	61.6222
180_35	k141_28312	41947	43281	-	1335	282	55.2601
180_36	k141_28312	43872	45233	+	1362	261	50.1311
180_37	k141_28312	45328	45831	+	504	83	43.0815
180_38	k141_28312	45828	46352	+	525	73	36.3753
180_39	k141_28312	46496	47053	+	558	120	56.2588
180_40	k141_28312	47171	48178	+	1008	229	59.4317
180_41	k141_28312	48203	48367	+	165	0	0
180_42	k141_28312	48420	48968	-	549	41	19.5369
180_43	k141_28312	49184	49327	+	144	9	16.3502
180_44	k141_28312	49407	49643	+	237	77	84.9935
180_45	k141_28312	50160	50840	+	681	138	53.0122
180_46	k141_28312	50837	52381	+	1545	254	43.008
180_47	k141_28312	52601	53239	+	639	147	60.1811
180_48	k141_28312	53241	53999	+	759	90	31.0202
180_49	k141_28312	54032	54706	+	675	125	48.4451
180_50	k141_28312	54752	56380	+	1629	242	38.8631
181_1	k141_75	2	337	+	336	39	30.3647
181_2	k141_75	542	1867	+	1326	121	23.8718
181_3	k141_75	2002	2196	+	195	5	6.70778
181_4	k141_75	2180	2791	+	612	58	24.7925
181_5	k141_75	2910	3488	-	579	63	28.4646
181_6	k141_75	3942	4211	+	270	61	59.103
181_7	k141_75	4383	5825	+	1443	97	17.5853
182_1	k141_38973	3	329	-	327	2	1.60002
182_2	k141_38973	322	579	-	258	10	10.1397
182_3	k141_38973	652	927	-	276	3	2.84352
182_4	k141_38973	1028	1417	-	390	15	10.0617
183_1	k141_46041	2	1057	+	1056	20	4.95461
183_2	k141_46041	1260	2456	-	1197	68	14.8614
183_3	k141_46041	2781	3596	+	816	56	17.9532
183_4	k141_46041	3593	6502	+	2910	206	18.519
183_5	k141_46041	6631	7548	-	918	28	7.97919
183_6	k141_46041	7571	8104	-	534	14	6.85852
183_7	k141_46041	8106	8972	-	867	13	3.92254
183_8	k141_46041	8965	10263	-	1299	69	13.8958
183_9	k141_46041	10260	10412	-	153	10	17.0983
183_10	k141_46041	10633	11295	-	663	36	14.2047
183_11	k141_46041	11314	14388	-	3075	194	16.5044
183_12	k141_46041	14877	16013	-	1137	60	13.8049
183_13	k141_46041	16010	16687	-	678	41	15.8197
183_14	k141_46041	16831	16974	+	144	1	1.81669
183_15	k141_46041	16967	17851	+	885	46	13.5975
183_16	k141_46041	17854	18720	+	867	37	11.1642
183_17	k141_46041	18968	19393	+	426	21	12.8959
183_18	k141_46041	19377	20480	+	1104	48	11.3741
183_19	k141_46041	20484	20990	+	507	38	19.6074
183_20	k141_46041	21456	22091	+	636	32	13.1624
183_21	k141_46041	22337	22660	+	324	30	24.2225
183_22	k141_46041	22679	23113	+	435	12	7.21665
184_1	k141_7125	2	1168	+	1167	28	6.27669
185_1	k141_28313	3	515	-	513	22	11.2189
185_2	k141_28313	617	1114	-	498	16	8.40493
186_1	k141_46044	3	587	-	585	8	3.57748
186_2	k141_46044	1002	1325	-	324	7	5.65193
187_1	k141_80	2	826	+	825	1	0.317095
187_2	k141_80	826	1638	+	813	7	2.25243
188_1	k141_7128	2	97	-	96	1	2.72504
188_2	k141_7128	334	1647	+	1314	55	10.9499
189_1	k141_10668	3	1112	-	1110	73	17.2046
189_2	k141_10668	1537	2934	-	1398	218	40.7937
189_3	k141_10668	3290	3730	+	441	38	22.5418
189_4	k141_10668	3727	4503	+	777	60	20.201
190_1	k141_28318	38	715	+	678	4	1.54338
190_2	k141_28318	728	967	+	240	0	0
191_1	k141_31929	77	229	-	153	71	121.398
191_2	k141_31929	337	489	-	153	120	205.179
191_3	k141_31929	708	929	+	222	71	83.666
191_4	k141_31929	939	3272	-	2334	574	64.3361
191_5	k141_31929	3269	3952	-	684	166	63.4886
191_6	k141_31929	4062	5099	-	1038	257	64.7708
191_7	k141_31929	5108	5794	-	687	141	53.6915
191_8	k141_31929	5787	5975	-	189	44	60.9024
191_9	k141_31929	6140	6496	+	357	102	74.7439
191_10	k141_31929	6701	7135	+	435	102	61.3415
192_1	k141_60222	160	633	+	474	14	7.72669
192_2	k141_60222	736	1158	+	423	19	11.7505
192_3	k141_60222	1169	1615	+	447	10	5.85243
192_4	k141_60222	1627	2388	+	762	27	9.26941
192_5	k141_60222	2401	3594	+	1194	56	12.2695
192_6	k141_60222	3603	4142	+	540	10	4.84451
193_1	k141_3595	692	901	+	210	28	34.8805
193_2	k141_3595	1034	2248	-	1215	125	26.9139
193_3	k141_3595	2661	3203	-	543	28	13.4897
193_4	k141_3595	3251	4006	-	756	48	16.6097
193_5	k141_3595	4852	6315	-	1464	129	23.0511
194_1	k141_17730	1	108	-	108	52	125.957
194_2	k141_17730	377	1366	+	990	227	59.9838
194_3	k141_17730	1526	2791	-	1266	342	70.6701
194_4	k141_17730	3173	4678	+	1506	525	91.1964
194_5	k141_17730	4736	5482	-	747	225	78.7962
194_6	k141_17730	5736	6158	+	423	164	101.425
194_7	k141_17730	6181	7731	+	1551	458	77.2498
194_8	k141_17730	7891	8769	+	879	265	78.8679
194_9	k141_17730	8759	9478	+	720	224	81.3878
194_10	k141_17730	9524	11146	+	1623	465	74.9511
194_11	k141_17730	11143	12828	+	1686	416	64.5475
194_12	k141_17730	12959	13234	+	276	65	61.6095
194_13	k141_17730	13277	14098	+	822	236	75.1076
194_14	k141_17730	14180	14626	+	447	98	57.3538
194_15	k141_17730	14750	15205	-	456	194	111.296
194_16	k141_17730	15556	17289	+	1734	545	82.2225
194_17	k141_17730	17326	18780	+	1455	377	67.7832
194_18	k141_17730	18790	20079	+	1290	331	67.1246
194_19	k141_17730	20196	21563	+	1368	392	74.9624
194_20	k141_17730	21977	23863	+	1887	520	72.09
194_21	k141_17730	24077	24310	+	234	91	101.735
194_22	k141_17730	24338	24517	+	180	25	36.3338
194_23	k141_17730	24647	25795	+	1149	311	70.8083
194_24	k141_17730	25952	26902	+	951	325	89.4018
194_25	k141_17730	27066	27647	+	582	187	84.0547
194_26	k141_17730	27747	31064	+	3318	901	71.0382
194_27	k141_17730	31061	32428	+	1368	514	98.2925
194_28	k141_17730	32617	33417	-	801	227	74.1373
194_29	k141_17730	33407	34603	-	1197	362	79.1148
194_30	k141_17730	34822	35340	+	519	135	68.0472
194_31	k141_17730	35448	35864	+	417	170	106.649
195_1	k141_56670	203	742	+	540	44	21.3158
195_2	k141_56670	853	1944	+	1092	70	16.7695
195_3	k141_56670	1937	2761	+	825	58	18.3915
195_4	k141_56670	2755	4629	+	1875	133	18.5564
195_5	k141_56670	4808	5701	+	894	83	24.2876
195_6	k141_56670	5831	7282	-	1452	146	26.3045
195_7	k141_56670	7451	7999	-	549	59	28.114
195_8	k141_56670	8162	10015	-	1854	223	31.4658
195_9	k141_56670	10017	12194	-	2178	230	27.6257
196_1	k141_21302	2	601	+	600	77	33.5724
196_2	k141_21302	843	2495	+	1653	171	27.0624
197_1	k141_3596	249	1559	+	1311	600	119.727
198_1	k141_38992	1	618	-	618	8	3.38645
198_2	k141_38992	859	1545	-	687	22	8.3774
199_1	k141_60227	68	1834	+	1767	13	1.92464
200_1	k141_67278	2	112	-	111	0	0
200_2	k141_67278	172	519	-	348	18	13.5312
200_3	k141_67278	720	1571	+	852	70	21.4932
200_4	k141_67278	1552	2355	+	804	105	34.1646
200_5	k141_67278	2417	3739	-	1323	120	23.7282
200_6	k141_67278	3771	4433	-	663	58	22.8854
200_7	k141_67278	4547	5833	-	1287	117	23.7821
200_8	k141_67278	6112	6471	+	360	52	37.7872
200_9	k141_67278	6365	7339	-	975	106	28.441
200_10	k141_67278	8002	8829	-	828	166	52.4471
200_11	k141_67278	8998	10386	-	1389	258	48.5916
200_12	k141_67278	10393	13458	-	3066	536	45.7337
200_13	k141_67278	13669	14514	-	846	202	62.4632
200_14	k141_67278	14676	15539	+	864	173	52.3813
200_15	k141_67278	16511	16789	+	279	85	79.7
200_16	k141_67278	17459	17896	-	438	72	43.0033
200_17	k141_67278	17937	18377	+	441	53	31.4399
200_18	k141_67278	18436	19098	+	663	61	24.0691
200_19	k141_67278	18983	19735	-	753	104	36.1312
200_20	k141_67278	19995	20582	-	588	11	4.89394
200_21	k141_67278	20601	21356	-	756	19	6.57469
201_1	k141_46048	168	1688	-	1521	449	77.2255
201_2	k141_46048	1692	2312	-	621	176	74.1421
201_3	k141_46048	2540	3757	-	1218	292	62.7161
201_4	k141_46048	4270	4824	-	555	81	38.18
201_5	k141_46048	5002	5559	-	558	236	110.642
202_1	k141_56674	1	762	+	762	25	8.58279
202_2	k141_56674	955	1428	-	474	20	11.0381
202_3	k141_56674	1498	2031	+	534	11	5.38884
202_4	k141_56674	2312	3325	+	1014	35	9.02971
202_5	k141_56674	3347	3874	+	528	10	4.95461
203_1	k141_31935	3	221	+	219	40	47.7815
203_2	k141_31935	358	762	+	405	104	67.1772
203_3	k141_31935	803	1864	+	1062	182	44.8322
203_4	k141_31935	1904	3112	+	1209	242	52.364
203_5	k141_31935	3232	3357	+	126	18	37.3719
204_1	k141_38993	1	1422	+	1422	63	11.59
205_1	k141_46049	1	1563	-	1563	29	4.85381
206_1	k141_28329	3	1562	+	1560	34	5.70161
206_2	k141_28329	1559	1726	-	168	2	3.11433
207_1	k141_63726	9	563	-	555	179	84.373
207_2	k141_63726	609	1013	-	405	71	45.8614
207_3	k141_63726	1183	1329	-	147	14	24.9146
207_4	k141_63726	1326	2168	-	843	100	31.0324
207_5	k141_63726	2198	2326	-	129	28	56.7822
207_6	k141_63726	2335	2601	-	267	47	46.0501
207_7	k141_63726	2646	3620	-	975	180	48.296
207_8	k141_63726	3633	4238	-	606	84	36.2619
207_9	k141_63726	4240	4854	-	615	90	38.2834
207_10	k141_63726	4966	5544	-	579	59	26.6574
207_11	k141_63726	5915	6019	-	105	21	52.3207
207_12	k141_63726	6019	7767	-	1749	327	48.9104
207_13	k141_63726	7768	9552	-	1785	304	44.5532
207_14	k141_63726	9569	11035	-	1467	195	34.7735
207_15	k141_63726	11038	11811	-	774	145	49.0084
207_16	k141_63726	11926	12528	-	603	140	60.7371
207_17	k141_63726	12666	13634	-	969	90	24.2975
207_18	k141_63726	13733	14119	-	387	20	13.5196
207_19	k141_63726	14730	15476	-	747	114	39.9234
207_20	k141_63726	15460	16716	-	1257	173	36.0043
207_21	k141_63726	17095	20247	-	3153	564	46.7949
207_22	k141_63726	20459	20806	-	348	80	60.1387
207_23	k141_63726	21091	22128	+	1038	68	17.1378
207_24	k141_63726	22125	26255	-	4131	292	18.4915
207_25	k141_63726	26519	27436	-	918	173	49.3
207_26	k141_63726	27605	28879	-	1275	194	39.8048
207_27	k141_63726	29076	29834	+	759	202	69.6231
208_1	k141_53158	145	2196	-	2052	91	11.6013
208_2	k141_53158	2283	3413	-	1131	67	15.4973
208_3	k141_53158	3448	4521	-	1074	56	13.6404
208_4	k141_53158	4611	5465	+	855	22	6.73132
208_5	k141_53158	5608	6477	+	870	74	22.2513
208_6	k141_53158	6514	8091	-	1578	95	15.7493
208_7	k141_53158	8575	9741	+	1167	43	9.6392
208_8	k141_53158	9869	11806	+	1938	119	16.0634
208_9	k141_53158	11959	14355	+	2397	105	11.4595
208_10	k141_53158	14374	14682	-	309	37	31.3247
208_11	k141_53158	14763	15470	+	708	49	18.1053
209_1	k141_31937	1	981	+	981	32	8.53345
210_1	k141_56676	3	1292	-	1290	18	3.65028
211_1	k141_91	1	702	+	702	26	9.68902
211_2	k141_91	726	1001	+	276	5	4.73919
211_3	k141_91	1123	2037	+	915	42	12.008
211_4	k141_91	2092	2523	+	432	5	3.02782
211_5	k141_91	2468	2755	+	288	15	13.6252
212_1	k141_17734	89	3424	+	3336	338	26.5054
212_2	k141_17734	3554	3988	+	435	127	76.3762
212_3	k141_17734	4085	4966	+	882	168	49.8292
212_4	k141_17734	4977	5669	+	693	137	51.7167
213_1	k141_31938	1	306	+	306	6	5.12948
213_2	k141_31938	457	864	+	408	10	6.41185
213_3	k141_31938	858	1079	+	222	1	1.17839
213_4	k141_31938	1069	1146	+	78	0	0
214_1	k141_56677	1	255	+	255	2	2.05179
214_2	k141_56677	255	953	+	699	29	10.8534
214_3	k141_56677	1381	1533	-	153	0	0
215_1	k141_53161	2	1174	-	1173	9	2.00719
216_1	k141_17735	2	514	-	513	9	4.58953
216_2	k141_17735	545	1156	-	612	10	4.27457
217_1	k141_7152	3	110	+	108	0	0
217_2	k141_7152	165	725	-	561	5	2.33158
217_3	k141_7152	738	1064	-	327	1	0.800011
217_4	k141_7152	1109	1459	-	351	7	5.21716
218_1	k141_3602	2	790	+	789	12	3.97876
218_2	k141_3602	931	1491	+	561	15	6.99475
218_3	k141_3602	1573	2049	+	477	3	1.6453
218_4	k141_3602	2103	3200	+	1098	37	8.81542
218_5	k141_3602	3374	4411	+	1038	18	4.53648
218_6	k141_3602	4428	4961	+	534	13	6.36862
218_7	k141_3602	4985	6526	+	1542	33	5.59852
219_1	k141_7155	3	1262	+	1260	10	2.07622
219_2	k141_7155	1259	1486	+	228	1	1.14738
220_1	k141_17738	3	71	-	69	3	11.3741
220_2	k141_17738	98	220	-	123	8	17.0149
220_3	k141_17738	276	806	-	531	17	8.37525
220_4	k141_17738	787	1203	-	417	13	8.1555
220_5	k141_17738	1256	1792	-	537	27	13.1532
221_1	k141_60238	1	450	+	450	3	1.74402
221_2	k141_60238	466	3171	+	2706	52	5.02712
222_1	k141_56683	1	1743	+	1743	43	6.45379
223_1	k141_102	1	1701	+	1701	37	5.69038
224_1	k141_46057	2	481	+	480	15	8.17511
224_2	k141_46057	486	1421	+	936	13	3.63338
224_3	k141_46057	1594	2484	+	891	35	10.2762
224_4	k141_46057	2600	3241	+	642	7	2.85237
225_1	k141_53168	38	1081	+	1044	18	4.5104
226_1	k141_60239	2	472	-	471	11	6.10964
226_2	k141_60239	658	1257	-	600	17	7.4121
227_1	k141_3604	3	329	-	327	6	4.80006
227_2	k141_3604	724	2331	-	1608	50	8.13444
227_3	k141_3604	2425	2553	-	129	4	8.11174
228_1	k141_31947	18	1220	-	1203	33	7.17616
228_2	k141_31947	1277	1834	-	558	6	2.81294
229_1	k141_10678	2	493	+	492	17	9.03914
229_2	k141_10678	1092	1709	+	618	31	13.1225
229_3	k141_10678	1788	2222	+	435	7	4.20971
229_4	k141_10678	2653	3969	-	1317	47	9.33589
229_5	k141_10678	4769	5512	+	744	33	11.6034
229_6	k141_10678	5623	6033	+	411	11	7.00155
229_7	k141_10678	6273	7460	+	1188	28	6.16574
229_8	k141_10678	7450	7875	+	426	15	9.21139
229_9	k141_10678	7996	8115	+	120	1	2.18003
229_10	k141_10678	8159	8383	+	225	12	13.9522
229_11	k141_10678	8367	9020	+	654	29	11.6002
