# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam
151_5	k141_42500	1807	2127	+	321	5
151_6	k141_42500	2178	2456	+	279	3
151_7	k141_42500	2472	2966	+	495	5
151_8	k141_42500	2979	3128	+	150	9
151_9	k141_42500	3198	3392	+	195	10
151_10	k141_42500	3439	4293	-	855	19
152_1	k141_60202	66	1061	+	996	9
153_1	k141_53145	389	793	+	405	35
154_1	k141_49580	141	1019	-	879	19
155_1	k141_7113	3	302	-	300	3
155_2	k141_7113	564	1781	+	1218	7
156_1	k141_35412	1	330	-	330	6
156_2	k141_35412	419	1147	-	729	44
156_3	k141_35412	1208	1834	-	627	26
156_4	k141_35412	1835	2926	-	1092	44
156_5	k141_35412	2919	4424	-	1506	56
156_6	k141_35412	4506	5633	-	1128	41
156_7	k141_35412	5633	6649	-	1017	18
156_8	k141_35412	6750	7937	-	1188	33
156_9	k141_35412	7945	8856	-	912	33
156_10	k141_35412	8914	10125	-	1212	61
156_11	k141_35412	10670	12205	-	1536	38
156_12	k141_35412	12281	13180	-	900	18
156_13	k141_35412	13371	15461	-	2091	112
156_14	k141_35412	15636	15902	-	267	20
156_15	k141_35412	16045	17235	-	1191	47
156_16	k141_35412	17378	18307	-	930	49
156_17	k141_35412	18325	18852	-	528	24
157_1	k141_10646	1	1383	-	1383	26
157_2	k141_10646	1664	1873	+	210	3
157_3	k141_10646	2006	2347	-	342	6
158_1	k141_31917	1	693	+	693	10
158_2	k141_31917	695	1561	-	867	6
159_1	k141_38962	1	282	+	282	3
159_2	k141_38962	381	698	-	318	8
159_3	k141_38962	717	2069	-	1353	28
160_1	k141_70	695	1045	+	351	14
160_2	k141_70	1159	1344	+	186	12
160_3	k141_70	1509	2213	+	705	11
161_1	k141_53150	3	374	-	372	9
161_2	k141_53150	393	1535	-	1143	31
162_1	k141_35414	1	681	-	681	22
162_2	k141_35414	748	1080	-	333	8
163_1	k141_56669	450	734	-	285	982
164_1	k141_7115	2	298	-	297	2
164_2	k141_7115	346	450	+	105	2
164_3	k141_7115	590	2134	+	1545	16
164_4	k141_7115	2208	2717	+	510	5
165_1	k141_74	1	255	+	255	1
165_2	k141_74	276	1124	+	849	2
166_1	k141_31925	3	473	-	471	6
166_2	k141_31925	524	1285	-	762	10
166_3	k141_31925	1287	1979	-	693	16
167_1	k141_7116	1461	1538	-	78	107
168_1	k141_21283	2	1579	+	1578	37
168_2	k141_21283	1560	2531	+	972	34
168_3	k141_21283	2546	3421	+	876	17
168_4	k141_21283	3439	4197	+	759	34
168_5	k141_21283	4277	4588	+	312	5
168_6	k141_21283	4605	5822	+	1218	37
169_1	k141_60213	123	347	+	225	10
169_2	k141_60213	534	1400	+	867	15
170_1	k141_49586	17	682	+	666	254
170_2	k141_49586	754	2484	-	1731	81
171_1	k141_35419	65	1936	+	1872	163
171_2	k141_35419	2079	2237	+	159	21
171_3	k141_35419	2363	2770	+	408	2
172_1	k141_38966	3	596	-	594	14
172_2	k141_38966	1020	1694	+	675	20
172_3	k141_38966	1930	2247	+	318	0
172_4	k141_38966	2386	3054	+	669	0
173_1	k141_3590	166	1374	+	1209	64
173_2	k141_3590	1721	2239	-	519	36
173_3	k141_3590	2236	3435	-	1200	60
173_4	k141_3590	3428	3664	-	237	11
173_5	k141_3590	3750	4040	-	291	16
173_6	k141_3590	4056	5336	-	1281	40
173_7	k141_3590	5302	5700	-	399	10
174_1	k141_60214	2	1132	-	1131	17
175_1	k141_49587	3	437	-	435	5
175_2	k141_49587	424	666	-	243	0
175_3	k141_49587	758	1072	-	315	0
176_1	k141_31928	1	210	-	210	0
176_2	k141_31928	393	1178	+	786	3
176_3	k141_31928	1172	1597	+	426	0
177_1	k141_60218	3	1130	-	1128	17
177_2	k141_60218	1173	1478	-	306	5
178_1	k141_42522	3	134	+	132	2
178_2	k141_42522	166	567	-	402	11
178_3	k141_42522	588	1097	-	510	9
178_4	k141_42522	1365	2936	-	1572	45
179_1	k141_7124	3	98	-	96	25
179_2	k141_7124	1454	1702	+	249	52
180_1	k141_28312	3	470	+	468	98
180_2	k141_28312	940	1788	+	849	69
180_3	k141_28312	1785	3572	+	1788	200
180_4	k141_28312	3660	5426	-	1767	170
180_5	k141_28312	5423	7237	-	1815	135
180_6	k141_28312	7633	8904	+	1272	87
180_7	k141_28312	8897	10576	+	1680	210
180_8	k141_28312	11080	12495	+	1416	164
180_9	k141_28312	12808	13719	+	912	102
180_10	k141_28312	13737	15650	+	1914	205
180_11	k141_28312	15710	15967	+	258	37
180_12	k141_28312	16293	17036	+	744	108
180_13	k141_28312	17077	18240	+	1164	69
180_14	k141_28312	18237	21590	+	3354	343
180_15	k141_28312	22009	22560	+	552	72
180_16	k141_28312	22710	23132	+	423	48
180_17	k141_28312	23424	23630	+	207	25
180_18	k141_28312	23915	24217	+	303	32
180_19	k141_28312	24300	24707	+	408	36
180_20	k141_28312	25072	26361	+	1290	125
180_21	k141_28312	26380	27474	+	1095	70
180_22	k141_28312	27490	28332	+	843	61
180_23	k141_28312	28619	29395	+	777	61
180_24	k141_28312	29458	30198	+	741	64
180_25	k141_28312	30268	31362	+	1095	90
180_26	k141_28312	31425	32531	+	1107	93
180_27	k141_28312	32539	33573	+	1035	83
180_28	k141_28312	33554	34813	+	1260	148
180_29	k141_28312	34874	35290	+	417	36
180_30	k141_28312	35301	36590	+	1290	102
180_31	k141_28312	36798	39686	+	2889	273
180_32	k141_28312	39826	40605	-	780	95
180_33	k141_28312	40825	41079	-	255	49
180_34	k141_28312	41360	41809	+	450	57
180_35	k141_28312	41947	43281	-	1335	174
180_36	k141_28312	43872	45233	+	1362	169
180_37	k141_28312	45328	45831	+	504	58
180_38	k141_28312	45828	46352	+	525	37
180_39	k141_28312	46496	47053	+	558	50
180_40	k141_28312	47171	48178	+	1008	97
180_41	k141_28312	48203	48367	+	165	1
180_42	k141_28312	48420	48968	-	549	18
180_43	k141_28312	49184	49327	+	144	3
180_44	k141_28312	49407	49643	+	237	26
180_45	k141_28312	50160	50840	+	681	83
180_46	k141_28312	50837	52381	+	1545	150
180_47	k141_28312	52601	53239	+	639	66
180_48	k141_28312	53241	53999	+	759	51
180_49	k141_28312	54032	54706	+	675	42
180_50	k141_28312	54752	56380	+	1629	173
181_1	k141_75	2	337	+	336	23
181_2	k141_75	542	1867	+	1326	38
181_3	k141_75	2002	2196	+	195	6
181_4	k141_75	2180	2791	+	612	25
181_5	k141_75	2910	3488	-	579	25
181_6	k141_75	3942	4211	+	270	30
181_7	k141_75	4383	5825	+	1443	33
182_1	k141_38973	3	329	-	327	0
182_2	k141_38973	322	579	-	258	5
182_3	k141_38973	652	927	-	276	5
182_4	k141_38973	1028	1417	-	390	4
183_1	k141_46041	2	1057	+	1056	22
183_2	k141_46041	1260	2456	-	1197	38
183_3	k141_46041	2781	3596	+	816	35
183_4	k141_46041	3593	6502	+	2910	119
183_5	k141_46041	6631	7548	-	918	19
183_6	k141_46041	7571	8104	-	534	14
183_7	k141_46041	8106	8972	-	867	19
183_8	k141_46041	8965	10263	-	1299	24
183_9	k141_46041	10260	10412	-	153	4
183_10	k141_46041	10633	11295	-	663	10
183_11	k141_46041	11314	14388	-	3075	108
183_12	k141_46041	14877	16013	-	1137	47
183_13	k141_46041	16010	16687	-	678	40
183_14	k141_46041	16831	16974	+	144	8
183_15	k141_46041	16967	17851	+	885	19
183_16	k141_46041	17854	18720	+	867	45
183_17	k141_46041	18968	19393	+	426	16
183_18	k141_46041	19377	20480	+	1104	31
183_19	k141_46041	20484	20990	+	507	25
183_20	k141_46041	21456	22091	+	636	52
183_21	k141_46041	22337	22660	+	324	7
183_22	k141_46041	22679	23113	+	435	16
184_1	k141_7125	2	1168	+	1167	3
185_1	k141_28313	3	515	-	513	0
185_2	k141_28313	617	1114	-	498	0
186_1	k141_46044	3	587	-	585	3
186_2	k141_46044	1002	1325	-	324	4
187_1	k141_80	2	826	+	825	6
187_2	k141_80	826	1638	+	813	14
188_1	k141_7128	2	97	-	96	0
188_2	k141_7128	334	1647	+	1314	51
189_1	k141_10668	3	1112	-	1110	52
189_2	k141_10668	1537	2934	-	1398	41
189_3	k141_10668	3290	3730	+	441	27
189_4	k141_10668	3727	4503	+	777	23
190_1	k141_28318	38	715	+	678	12
190_2	k141_28318	728	967	+	240	3
191_1	k141_31929	77	229	-	153	71
191_2	k141_31929	337	489	-	153	101
191_3	k141_31929	708	929	+	222	41
191_4	k141_31929	939	3272	-	2334	377
191_5	k141_31929	3269	3952	-	684	106
191_6	k141_31929	4062	5099	-	1038	174
191_7	k141_31929	5108	5794	-	687	103
191_8	k141_31929	5787	5975	-	189	28
191_9	k141_31929	6140	6496	+	357	84
191_10	k141_31929	6701	7135	+	435	82
192_1	k141_60222	160	633	+	474	14
192_2	k141_60222	736	1158	+	423	6
192_3	k141_60222	1169	1615	+	447	8
192_4	k141_60222	1627	2388	+	762	11
192_5	k141_60222	2401	3594	+	1194	50
192_6	k141_60222	3603	4142	+	540	9
193_1	k141_3595	692	901	+	210	5
193_2	k141_3595	1034	2248	-	1215	29
193_3	k141_3595	2661	3203	-	543	23
193_4	k141_3595	3251	4006	-	756	9
193_5	k141_3595	4852	6315	-	1464	49
194_1	k141_17730	1	108	-	108	8
194_2	k141_17730	377	1366	+	990	148
194_3	k141_17730	1526	2791	-	1266	181
194_4	k141_17730	3173	4678	+	1506	289
194_5	k141_17730	4736	5482	-	747	139
194_6	k141_17730	5736	6158	+	423	76
194_7	k141_17730	6181	7731	+	1551	290
194_8	k141_17730	7891	8769	+	879	128
194_9	k141_17730	8759	9478	+	720	115
194_10	k141_17730	9524	11146	+	1623	247
194_11	k141_17730	11143	12828	+	1686	283
194_12	k141_17730	12959	13234	+	276	28
194_13	k141_17730	13277	14098	+	822	167
194_14	k141_17730	14180	14626	+	447	103
194_15	k141_17730	14750	15205	-	456	107
194_16	k141_17730	15556	17289	+	1734	308
194_17	k141_17730	17326	18780	+	1455	254
194_18	k141_17730	18790	20079	+	1290	228
194_19	k141_17730	20196	21563	+	1368	251
194_20	k141_17730	21977	23863	+	1887	463
194_21	k141_17730	24077	24310	+	234	66
194_22	k141_17730	24338	24517	+	180	34
194_23	k141_17730	24647	25795	+	1149	206
194_24	k141_17730	25952	26902	+	951	204
194_25	k141_17730	27066	27647	+	582	109
194_26	k141_17730	27747	31064	+	3318	664
194_27	k141_17730	31061	32428	+	1368	314
194_28	k141_17730	32617	33417	-	801	132
194_29	k141_17730	33407	34603	-	1197	285
194_30	k141_17730	34822	35340	+	519	100
194_31	k141_17730	35448	35864	+	417	86
195_1	k141_56670	203	742	+	540	20
195_2	k141_56670	853	1944	+	1092	44
195_3	k141_56670	1937	2761	+	825	35
195_4	k141_56670	2755	4629	+	1875	73
195_5	k141_56670	4808	5701	+	894	23
195_6	k141_56670	5831	7282	-	1452	70
195_7	k141_56670	7451	7999	-	549	14
195_8	k141_56670	8162	10015	-	1854	62
195_9	k141_56670	10017	12194	-	2178	68
196_1	k141_21302	2	601	+	600	54
196_2	k141_21302	843	2495	+	1653	75
197_1	k141_3596	249	1559	+	1311	384
198_1	k141_38992	1	618	-	618	11
198_2	k141_38992	859	1545	-	687	27
199_1	k141_60227	68	1834	+	1767	52
200_1	k141_67278	2	112	-	111	0
200_2	k141_67278	172	519	-	348	24
200_3	k141_67278	720	1571	+	852	90
200_4	k141_67278	1552	2355	+	804	90
200_5	k141_67278	2417	3739	-	1323	113
200_6	k141_67278	3771	4433	-	663	51
200_7	k141_67278	4547	5833	-	1287	91
200_8	k141_67278	6112	6471	+	360	11
200_9	k141_67278	6365	7339	-	975	82
200_10	k141_67278	8002	8829	-	828	69
200_11	k141_67278	8998	10386	-	1389	120
200_12	k141_67278	10393	13458	-	3066	283
200_13	k141_67278	13669	14514	-	846	116
200_14	k141_67278	14676	15539	+	864	83
200_15	k141_67278	16511	16789	+	279	49
200_16	k141_67278	17459	17896	-	438	57
200_17	k141_67278	17937	18377	+	441	45
200_18	k141_67278	18436	19098	+	663	25
200_19	k141_67278	18983	19735	-	753	56
200_20	k141_67278	19995	20582	-	588	9
200_21	k141_67278	20601	21356	-	756	14
201_1	k141_46048	168	1688	-	1521	181
201_2	k141_46048	1692	2312	-	621	75
201_3	k141_46048	2540	3757	-	1218	218
201_4	k141_46048	4270	4824	-	555	53
201_5	k141_46048	5002	5559	-	558	116
202_1	k141_56674	1	762	+	762	29
202_2	k141_56674	955	1428	-	474	17
202_3	k141_56674	1498	2031	+	534	7
202_4	k141_56674	2312	3325	+	1014	43
202_5	k141_56674	3347	3874	+	528	13
203_1	k141_31935	3	221	+	219	15
203_2	k141_31935	358	762	+	405	39
203_3	k141_31935	803	1864	+	1062	100
203_4	k141_31935	1904	3112	+	1209	58
203_5	k141_31935	3232	3357	+	126	3
204_1	k141_38993	1	1422	+	1422	14
205_1	k141_46049	1	1563	-	1563	31
206_1	k141_28329	3	1562	+	1560	13
206_2	k141_28329	1559	1726	-	168	0
207_1	k141_63726	9	563	-	555	82
207_2	k141_63726	609	1013	-	405	53
207_3	k141_63726	1183	1329	-	147	8
207_4	k141_63726	1326	2168	-	843	59
207_5	k141_63726	2198	2326	-	129	15
207_6	k141_63726	2335	2601	-	267	19
207_7	k141_63726	2646	3620	-	975	65
207_8	k141_63726	3633	4238	-	606	62
207_9	k141_63726	4240	4854	-	615	47
207_10	k141_63726	4966	5544	-	579	52
207_11	k141_63726	5915	6019	-	105	5
207_12	k141_63726	6019	7767	-	1749	134
207_13	k141_63726	7768	9552	-	1785	146
207_14	k141_63726	9569	11035	-	1467	124
207_15	k141_63726	11038	11811	-	774	65
207_16	k141_63726	11926	12528	-	603	63
207_17	k141_63726	12666	13634	-	969	66
207_18	k141_63726	13733	14119	-	387	26
207_19	k141_63726	14730	15476	-	747	76
207_20	k141_63726	15460	16716	-	1257	145
207_21	k141_63726	17095	20247	-	3153	329
207_22	k141_63726	20459	20806	-	348	46
207_23	k141_63726	21091	22128	+	1038	73
207_24	k141_63726	22125	26255	-	4131	187
207_25	k141_63726	26519	27436	-	918	85
207_26	k141_63726	27605	28879	-	1275	111
207_27	k141_63726	29076	29834	+	759	72
208_1	k141_53158	145	2196	-	2052	80
208_2	k141_53158	2283	3413	-	1131	38
208_3	k141_53158	3448	4521	-	1074	24
208_4	k141_53158	4611	5465	+	855	10
208_5	k141_53158	5608	6477	+	870	15
208_6	k141_53158	6514	8091	-	1578	75
208_7	k141_53158	8575	9741	+	1167	23
208_8	k141_53158	9869	11806	+	1938	52
208_9	k141_53158	11959	14355	+	2397	90
208_10	k141_53158	14374	14682	-	309	6
208_11	k141_53158	14763	15470	+	708	37
209_1	k141_31937	1	981	+	981	8
210_1	k141_56676	3	1292	-	1290	5
211_1	k141_91	1	702	+	702	15
211_2	k141_91	726	1001	+	276	10
211_3	k141_91	1123	2037	+	915	32
211_4	k141_91	2092	2523	+	432	19
211_5	k141_91	2468	2755	+	288	11
212_1	k141_17734	89	3424	+	3336	285
212_2	k141_17734	3554	3988	+	435	47
212_3	k141_17734	4085	4966	+	882	151
212_4	k141_17734	4977	5669	+	693	88
213_1	k141_31938	1	306	+	306	7
213_2	k141_31938	457	864	+	408	6
213_3	k141_31938	858	1079	+	222	7
213_4	k141_31938	1069	1146	+	78	0
214_1	k141_56677	1	255	+	255	6
214_2	k141_56677	255	953	+	699	16
214_3	k141_56677	1381	1533	-	153	3
215_1	k141_53161	2	1174	-	1173	26
216_1	k141_17735	2	514	-	513	8
216_2	k141_17735	545	1156	-	612	7
217_1	k141_7152	3	110	+	108	2
217_2	k141_7152	165	725	-	561	3
217_3	k141_7152	738	1064	-	327	4
217_4	k141_7152	1109	1459	-	351	2
218_1	k141_3602	2	790	+	789	22
218_2	k141_3602	931	1491	+	561	22
218_3	k141_3602	1573	2049	+	477	4
218_4	k141_3602	2103	3200	+	1098	39
218_5	k141_3602	3374	4411	+	1038	49
218_6	k141_3602	4428	4961	+	534	15
218_7	k141_3602	4985	6526	+	1542	40
219_1	k141_7155	3	1262	+	1260	20
219_2	k141_7155	1259	1486	+	228	0
220_1	k141_17738	3	71	-	69	0
220_2	k141_17738	98	220	-	123	2
220_3	k141_17738	276	806	-	531	7
220_4	k141_17738	787	1203	-	417	13
220_5	k141_17738	1256	1792	-	537	12
221_1	k141_60238	1	450	+	450	0
221_2	k141_60238	466	3171	+	2706	30
222_1	k141_56683	1	1743	+	1743	33
223_1	k141_102	1	1701	+	1701	16
224_1	k141_46057	2	481	+	480	6
224_2	k141_46057	486	1421	+	936	20
224_3	k141_46057	1594	2484	+	891	11
224_4	k141_46057	2600	3241	+	642	11
225_1	k141_53168	38	1081	+	1044	18
226_1	k141_60239	2	472	-	471	10
226_2	k141_60239	658	1257	-	600	8
227_1	k141_3604	3	329	-	327	7
227_2	k141_3604	724	2331	-	1608	43
227_3	k141_3604	2425	2553	-	129	2
228_1	k141_31947	18	1220	-	1203	1
228_2	k141_31947	1277	1834	-	558	4
229_1	k141_10678	2	493	+	492	7
229_2	k141_10678	1092	1709	+	618	29
229_3	k141_10678	1788	2222	+	435	6
229_4	k141_10678	2653	3969	-	1317	32
229_5	k141_10678	4769	5512	+	744	18
229_6	k141_10678	5623	6033	+	411	9
229_7	k141_10678	6273	7460	+	1188	38
229_8	k141_10678	7450	7875	+	426	8
229_9	k141_10678	7996	8115	+	120	0
229_10	k141_10678	8159	8383	+	225	4
229_11	k141_10678	8367	9020	+	654	15
229_12	k141_10678	9104	9943	+	840	20
229_13	k141_10678	9931	10872	+	942	37
230_1	k141_17740	95	490	+	396	2
230_2	k141_17740	491	1723	+	1233	19
230_3	k141_17740	1769	2647	+	879	5
230_4	k141_17740	2628	2933	+	306	1
231_1	k141_63744	147	740	+	594	31
231_2	k141_63744	727	867	+	141	5
231_3	k141_63744	931	2376	+	1446	44
231_4	k141_63744	2465	3397	+	933	28
231_5	k141_63744	3381	3614	+	234	13
232_1	k141_60244	55	255	-	201	0
232_2	k141_60244	467	1102	-	636	10
232_3	k141_60244	1127	1381	-	255	3
233_1	k141_24805	3	710	-	708	45
233_2	k141_24805	743	1726	-	984	73
233_3	k141_24805	1951	2781	-	831	81
233_4	k141_24805	3214	4068	+	855	34
233_5	k141_24805	4126	5346	-	1221	57
233_6	k141_24805	5551	7323	+	1773	121
233_7	k141_24805	7392	8225	-	834	58
233_8	k141_24805	8371	9147	+	777	57
233_9	k141_24805	9162	10109	-	948	76
233_10	k141_24805	10197	11162	-	966	47
233_11	k141_24805	11176	11796	-	621	21
233_12	k141_24805	11932	12240	+	309	17
233_13	k141_24805	12310	13629	-	1320	85
233_14	k141_24805	13670	14551	-	882	38
233_15	k141_24805	14563	15297	-	735	20
233_16	k141_24805	15307	16869	-	1563	117
233_17	k141_24805	16973	17530	-	558	46
233_18	k141_24805	17556	17762	-	207	17
233_19	k141_24805	17817	21383	-	3567	193
233_20	k141_24805	21349	24702	-	3354	251
233_21	k141_24805	24820	25254	+	435	36
233_22	k141_24805	25306	26814	-	1509	67
233_23	k141_24805	26987	27472	-	486	28
233_24	k141_24805	27579	28241	-	663	33
233_25	k141_24805	28243	29253	-	1011	92
233_26	k141_24805	29451	30302	-	852	56
234_1	k141_56684	366	716	+	351	14
234_2	k141_56684	749	2032	+	1284	50
234_3	k141_56684	2536	2886	+	351	15
234_4	k141_56684	2900	4093	+	1194	44
235_1	k141_46059	84	860	+	777	5
235_2	k141_46059	922	1422	+	501	5
235_3	k141_46059	1615	1857	-	243	5
235_4	k141_46059	2234	3010	+	777	12
235_5	k141_46059	3073	4026	+	954	12
236_1	k141_60246	1	174	+	174	0
236_2	k141_60246	174	1391	+	1218	22
236_3	k141_60246	1411	1602	+	192	0
237_1	k141_67279	1	138	+	138	3
237_2	k141_67279	125	370	+	246	18
237_3	k141_67279	476	1450	+	975	73
237_4	k141_67279	1769	2524	+	756	82
237_5	k141_67279	2571	3119	+	549	49
237_6	k141_67279	3216	3971	+	756	52
237_7	k141_67279	4011	4652	+	642	51
237_8	k141_67279	4654	6867	+	2214	134
237_9	k141_67279	7039	8046	+	1008	46
237_10	k141_67279	8155	8319	+	165	15
237_11	k141_67279	8680	9600	+	921	86
237_12	k141_67279	9860	11278	+	1419	46
237_13	k141_67279	11252	12031	-	780	52
237_14	k141_67279	12060	12272	+	213	18
237_15	k141_67279	12684	12998	+	315	91
238_1	k141_7169	218	979	-	762	17
238_2	k141_7169	1360	1719	-	360	8
239_1	k141_53171	3	2024	-	2022	103
239_2	k141_53171	1984	2376	-	393	22
239_3	k141_53171	2378	2926	-	549	19
239_4	k141_53171	2937	3800	-	864	20
239_5	k141_53171	4049	4390	-	342	72
240_1	k141_10682	1	201	+	201	5
240_2	k141_10682	382	1686	+	1305	34
240_3	k141_10682	1686	2315	+	630	7
241_1	k141_63746	1	471	-	471	8
241_2	k141_63746	475	708	-	234	5
241_3	k141_63746	1030	1578	+	549	15
241_4	k141_63746	1684	2517	+	834	18
241_5	k141_63746	2530	2814	+	285	2
242_1	k141_105	3	569	+	567	17
242_2	k141_105	586	1353	+	768	27
242_3	k141_105	1366	1890	+	525	17
242_4	k141_105	1996	2415	+	420	23
242_5	k141_105	2450	3904	+	1455	61
242_6	k141_105	3891	4820	+	930	22
242_7	k141_105	4834	5112	+	279	0
243_1	k141_42533	3	500	+	498	66
243_2	k141_42533	539	1762	-	1224	154
243_3	k141_42533	1768	2412	-	645	70
243_4	k141_42533	2409	2813	-	405	41
243_5	k141_42533	2903	3247	-	345	30
243_6	k141_42533	3249	5144	-	1896	228
243_7	k141_42533	5161	5418	-	258	15
243_8	k141_42533	5431	5853	-	423	39
243_9	k141_42533	5855	6127	-	273	47
243_10	k141_42533	6483	7814	-	1332	168
243_11	k141_42533	8132	8368	+	237	26
243_12	k141_42533	8485	9666	-	1182	218
243_13	k141_42533	9852	11006	-	1155	134
243_14	k141_42533	11028	11774	-	747	90
243_15	k141_42533	11779	12732	-	954	146
243_16	k141_42533	12850	13563	-	714	125
243_17	k141_42533	13695	14882	-	1188	162
243_18	k141_42533	15002	16879	-	1878	290
243_19	k141_42533	16940	17584	-	645	101
243_20	k141_42533	17602	18642	-	1041	164
243_21	k141_42533	19102	19380	-	279	37
244_1	k141_24808	416	793	-	378	8
244_2	k141_24808	796	945	-	150	10
244_3	k141_24808	1143	1604	-	462	11
244_4	k141_24808	1614	2126	-	513	5
245_1	k141_17744	1	2457	+	2457	32
245_2	k141_17744	2454	3377	+	924	14
246_1	k141_49614	231	1208	-	978	62
246_2	k141_49614	1414	2625	-	1212	24
246_3	k141_49614	2955	3782	-	828	43
246_4	k141_49614	3997	4701	-	705	33
246_5	k141_49614	4869	6734	-	1866	99
246_6	k141_49614	6747	7097	-	351	23
246_7	k141_49614	7384	8775	+	1392	22
246_8	k141_49614	9056	9997	+	942	19
246_9	k141_49614	10176	11402	+	1227	27
246_10	k141_49614	11564	12433	+	870	21
246_11	k141_49614	12830	14011	+	1182	23
246_12	k141_49614	14008	14919	+	912	15
246_13	k141_49614	15109	15750	+	642	19
246_14	k141_49614	15837	16460	+	624	26
246_15	k141_49614	16552	17421	+	870	6
247_1	k141_17745	2	1123	+	1122	22
248_1	k141_56688	112	561	+	450	11
248_2	k141_56688	563	1021	+	459	8
248_3	k141_56688	1026	2027	+	1002	22
248_4	k141_56688	2002	3147	+	1146	24
248_5	k141_56688	3159	3626	+	468	3
248_6	k141_56688	3607	3801	+	195	0
249_1	k141_46064	3	1781	-	1779	62
249_2	k141_46064	1971	2918	-	948	38
249_3	k141_46064	2872	3651	-	780	28
250_1	k141_60255	41	904	-	864	9
250_2	k141_60255	1468	2295	+	828	22
251_1	k141_49615	1	195	-	195	0
251_2	k141_49615	394	1080	+	687	20
251_3	k141_49615	1095	1964	+	870	41
252_1	k141_63750	2	805	-	804	14
252_2	k141_63750	805	1074	-	270	2
252_3	k141_63750	1084	1332	-	249	8
252_4	k141_63750	1596	2384	+	789	4
253_1	k141_53179	3	668	-	666	13
253_2	k141_53179	674	1663	-	990	22
254_1	k141_56691	2	655	+	654	14
254_2	k141_56691	645	890	+	246	5
254_3	k141_56691	928	1086	+	159	0
255_1	k141_46066	2	1207	+	1206	0
256_1	k141_67280	1	246	-	246	8
256_2	k141_67280	830	3289	+	2460	107
256_3	k141_67280	3476	3982	-	507	25
256_4	k141_67280	3979	5928	-	1950	155
257_1	k141_42543	1	1083	-	1083	10
257_2	k141_42543	1080	1289	-	210	0
258_1	k141_10688	1	327	+	327	4
258_2	k141_10688	626	1708	+	1083	53
258_3	k141_10688	1709	2008	+	300	4
258_4	k141_10688	2009	3226	+	1218	43
258_5	k141_10688	3238	3513	+	276	10
258_6	k141_10688	3643	3846	+	204	4
259_1	k141_3605	2	583	-	582	44
259_2	k141_3605	761	2650	-	1890	210
259_3	k141_3605	2901	3935	-	1035	123
259_4	k141_3605	4067	4843	-	777	80
259_5	k141_3605	4840	5436	-	597	74
259_6	k141_3605	5649	7625	-	1977	248
259_7	k141_3605	8007	8489	+	483	63
259_8	k141_3605	8545	8907	-	363	33
259_9	k141_3605	8967	10544	-	1578	185
260_1	k141_31952	75	515	-	441	7
260_2	k141_31952	606	1001	-	396	18
260_3	k141_31952	988	1293	-	306	7
260_4	k141_31952	1381	1719	-	339	2
260_5	k141_31952	1783	2247	-	465	15
260_6	k141_31952	2252	3571	-	1320	40
260_7	k141_31952	3684	4952	-	1269	42
260_8	k141_31952	5026	5415	-	390	6
260_9	k141_31952	5516	6058	-	543	12
260_10	k141_31952	6175	6723	-	549	2
260_11	k141_31952	6720	7124	-	405	4
260_12	k141_31952	7137	8009	-	873	19
260_13	k141_31952	8022	8594	-	573	7
261_1	k141_42545	1	1134	-	1134	14
261_2	k141_42545	1169	1327	-	159	0
262_1	k141_28332	305	1105	+	801	37
262_2	k141_28332	1164	1724	+	561	14
262_3	k141_28332	2144	2251	+	108	10
262_4	k141_28332	2408	3121	-	714	49
262_5	k141_28332	3223	3759	-	537	21
262_6	k141_28332	3747	4376	-	630	20
262_7	k141_28332	4557	5681	-	1125	49
262_8	k141_28332	5924	8221	-	2298	104
262_9	k141_28332	8234	9244	-	1011	63
262_10	k141_28332	9452	10294	-	843	44
262_11	k141_28332	10296	11045	-	750	25
262_12	k141_28332	11257	12156	-	900	33
262_13	k141_28332	12175	13197	-	1023	29
262_14	k141_28332	13296	13925	-	630	26
262_15	k141_28332	14063	15601	-	1539	75
262_16	k141_28332	15988	16263	-	276	3
262_17	k141_28332	16408	17358	-	951	15
262_18	k141_28332	17502	17765	-	264	4
263_1	k141_60261	260	1435	+	1176	56
263_2	k141_60261	1556	1708	-	153	1
264_1	k141_10689	200	700	+	501	17
264_2	k141_10689	971	1462	+	492	39
265_1	k141_67284	1	801	+	801	0
265_2	k141_67284	907	1170	+	264	0
266_1	k141_38997	2	2338	+	2337	152
266_2	k141_38997	2648	3403	-	756	24
266_3	k141_38997	3400	3987	-	588	19
266_4	k141_38997	3987	4949	-	963	31
266_5	k141_38997	4946	6379	-	1434	60
266_6	k141_38997	6385	7251	-	867	51
266_7	k141_38997	7248	8381	-	1134	47
266_8	k141_38997	8401	9084	-	684	17
266_9	k141_38997	9087	9929	-	843	35
266_10	k141_38997	9929	10708	-	780	16
266_11	k141_38997	10698	10982	-	285	6
266_12	k141_38997	10997	11731	-	735	49
