# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam	RPKM
129_15	k141_38952	17031	18029	+	999	47	22.2117
129_16	k141_38952	18099	18578	+	480	38	37.3759
129_17	k141_38952	18594	18863	+	270	4	6.99433
130_1	k141_31903	2	205	-	204	9	20.8287
130_2	k141_31903	452	1009	+	558	9	7.61479
130_3	k141_31903	1222	1956	+	735	11	7.0657
130_4	k141_31903	1958	2800	+	843	7	3.92031
131_1	k141_53143	2	184	+	183	7	18.0591
131_2	k141_53143	197	442	+	246	5	9.59588
131_3	k141_53143	460	912	+	453	1	1.0422
131_4	k141_53143	1134	2378	+	1245	36	13.6516
132_1	k141_62	3	650	+	648	3	2.18573
133_1	k141_21273	3	263	-	261	3	5.42663
133_2	k141_21273	450	1397	-	948	14	6.9722
134_1	k141_10637	1	1185	+	1185	126	50.1998
134_2	k141_10637	1201	1443	+	243	11	21.3716
134_3	k141_10637	1515	2480	-	966	118	57.6706
134_4	k141_10637	2587	3222	-	636	74	54.9319
134_5	k141_10637	3597	4094	-	498	20	18.9605
134_6	k141_10637	4209	4541	-	333	6	8.50662
135_1	k141_64	517	765	+	249	4	7.58421
135_2	k141_64	769	1068	+	300	10	15.7372
136_1	k141_60196	1	966	+	966	1	0.488734
136_2	k141_60196	1071	1520	-	450	3	3.14745
137_1	k141_67273	1	1056	+	1056	28	12.5183
137_2	k141_67273	1349	2179	+	831	15	8.52197
137_3	k141_67273	2145	2885	+	741	16	10.1942
137_4	k141_67273	2923	3681	+	759	21	13.0625
138_1	k141_24802	2	202	+	201	0	0
138_2	k141_24802	212	1534	-	1323	76	27.1209
138_3	k141_24802	1541	2257	-	717	33	21.7292
138_4	k141_24802	2311	3279	+	969	22	10.7189
138_5	k141_24802	3291	4574	+	1284	84	30.8862
138_6	k141_24802	4697	4849	-	153	7	21.6001
138_7	k141_24802	5008	5370	+	363	13	16.9078
138_8	k141_24802	5730	6680	+	951	39	19.3613
138_9	k141_24802	6677	7351	+	675	17	11.8904
138_10	k141_24802	7333	7818	-	486	17	16.5144
138_11	k141_24802	7981	8781	+	801	27	15.9141
138_12	k141_24802	8781	9503	+	723	36	23.5079
138_13	k141_24802	9525	9626	+	102	0	0
138_14	k141_24802	9637	10653	+	1017	31	14.391
138_15	k141_24802	10806	13706	+	2901	125	20.3429
138_16	k141_24802	13730	14635	+	906	26	13.5486
138_17	k141_24802	14638	15360	+	723	23	15.0189
138_18	k141_24802	15438	15800	-	363	5	6.50299
138_19	k141_24802	15970	16335	+	366	3	3.86981
139_1	k141_38958	2	1168	+	1167	8	3.23645
140_1	k141_21276	1	396	+	396	9	10.7299
140_2	k141_21276	495	1577	-	1083	42	18.3093
141_1	k141_66	296	514	-	219	12	25.8694
141_2	k141_66	645	1016	-	372	15	19.037
142_1	k141_49576	2	2155	-	2154	45	9.86317
142_2	k141_49576	2178	2483	-	306	11	16.9715
142_3	k141_49576	2665	3435	-	771	25	15.3086
142_4	k141_49576	3402	4940	-	1539	25	7.66922
143_1	k141_53144	14	280	+	267	11	19.4505
143_2	k141_53144	267	914	+	648	64	46.6289
143_3	k141_53144	917	1108	+	192	20	49.1789
143_4	k141_53144	1109	1510	+	402	53	62.2443
143_5	k141_53144	1643	2233	+	591	70	55.9191
143_6	k141_53144	2246	2428	+	183	6	15.4793
143_7	k141_53144	2428	2769	+	342	16	22.0874
143_8	k141_53144	2817	3644	-	828	28	15.9653
143_9	k141_53144	3826	3978	+	153	7	21.6001
144_1	k141_24803	1	120	-	120	5	19.6716
144_2	k141_24803	375	644	+	270	12	20.983
144_3	k141_24803	774	1439	+	666	4	2.83554
145_1	k141_31912	3	263	+	261	1	1.80888
145_2	k141_31912	277	909	+	633	9	6.71257
145_3	k141_31912	966	1529	+	564	9	7.53379
146_1	k141_10644	3	1193	+	1191	14	5.54966
147_1	k141_3584	308	535	-	228	48	99.3931
147_2	k141_3584	1112	1822	-	711	98	65.0738
147_3	k141_3584	1886	6196	-	4311	450	49.2815
147_4	k141_3584	6177	6287	-	111	5	21.2665
147_5	k141_3584	6506	6805	-	300	42	66.0964
147_6	k141_3584	6899	7162	+	264	36	64.3796
147_7	k141_3584	7218	7625	-	408	20	23.143
147_8	k141_3584	7622	8803	-	1182	99	39.5428
147_9	k141_3584	8811	9869	-	1059	85	37.8942
147_10	k141_3584	9866	10213	-	348	31	42.0564
147_11	k141_3584	10228	10872	+	645	63	46.1138
147_12	k141_3584	10893	12140	+	1248	115	43.5044
147_13	k141_3584	12127	12783	+	657	36	25.8694
147_14	k141_3584	12869	14467	-	1599	265	78.2433
147_15	k141_3584	15211	15600	-	390	72	87.1601
148_1	k141_7112	2	448	-	447	4	4.22476
148_2	k141_7112	467	1336	-	870	9	4.88397
148_3	k141_7112	1338	2420	-	1083	6	2.61561
148_4	k141_7112	2386	3081	-	696	15	10.1749
148_5	k141_7112	3174	4766	-	1593	29	8.59473
148_6	k141_7112	4753	5625	-	873	13	7.03038
149_1	k141_56661	75	1616	+	1542	355	108.691
149_2	k141_56661	1685	2698	+	1014	140	65.1838
149_3	k141_56661	2691	3605	+	915	162	83.588
149_4	k141_56661	3602	4606	+	1005	180	84.5583
149_5	k141_56661	4603	5490	+	888	149	79.2179
149_6	k141_56661	5598	7289	+	1692	303	84.5458
149_7	k141_56661	7505	7768	+	264	59	105.511
149_8	k141_56661	7856	8980	+	1125	204	85.6106
149_9	k141_56661	9041	10000	+	960	131	64.4243
149_10	k141_56661	9971	11179	-	1209	179	69.8999
149_11	k141_56661	11649	11795	+	147	34	109.197
149_12	k141_56661	12020	15175	+	3156	563	84.2212
149_13	k141_56661	15512	17830	+	2319	464	94.4642
150_1	k141_38960	2	667	+	666	4	2.83554
150_2	k141_38960	700	1668	+	969	1	0.487221
151_1	k141_42500	3	719	+	717	12	7.90154
151_2	k141_42500	736	939	+	204	9	20.8287
151_3	k141_42500	1278	1553	+	276	6	10.2634
151_4	k141_42500	1541	1795	+	255	6	11.1086
151_5	k141_42500	1807	2127	+	321	5	7.35385
151_6	k141_42500	2178	2456	+	279	3	5.07653
151_7	k141_42500	2472	2966	+	495	5	4.76886
151_8	k141_42500	2979	3128	+	150	9	28.327
151_9	k141_42500	3198	3392	+	195	10	24.2111
151_10	k141_42500	3439	4293	-	855	19	10.4915
152_1	k141_60202	66	1061	+	996	9	4.26612
153_1	k141_53145	389	793	+	405	35	40.8003
154_1	k141_49580	141	1019	-	879	19	10.205
155_1	k141_7113	3	302	-	300	3	4.72117
155_2	k141_7113	564	1781	+	1218	7	2.71332
156_1	k141_35412	1	330	-	330	6	8.58395
156_2	k141_35412	419	1147	-	729	44	28.4954
156_3	k141_35412	1208	1834	-	627	26	19.5774
156_4	k141_35412	1835	2926	-	1092	44	19.023
156_5	k141_35412	2919	4424	-	1506	56	17.5555
156_6	k141_35412	4506	5633	-	1128	41	17.1603
156_7	k141_35412	5633	6649	-	1017	18	8.35606
156_8	k141_35412	6750	7937	-	1188	33	13.1144
156_9	k141_35412	7945	8856	-	912	33	17.0832
156_10	k141_35412	8914	10125	-	1212	61	23.7617
156_11	k141_35412	10670	12205	-	1536	38	11.68
156_12	k141_35412	12281	13180	-	900	18	9.44234
156_13	k141_35412	13371	15461	-	2091	112	25.288
156_14	k141_35412	15636	15902	-	267	20	35.3646
156_15	k141_35412	16045	17235	-	1191	47	18.631
156_16	k141_35412	17378	18307	-	930	49	24.875
156_17	k141_35412	18325	18852	-	528	24	21.4599
157_1	k141_10646	1	1383	-	1383	26	8.87567
157_2	k141_10646	1664	1873	+	210	3	6.74453
157_3	k141_10646	2006	2347	-	342	6	8.28276
158_1	k141_31917	1	693	+	693	10	6.81266
158_2	k141_31917	695	1561	-	867	6	3.26725
159_1	k141_38962	1	282	+	282	3	5.02252
159_2	k141_38962	381	698	-	318	8	11.8772
159_3	k141_38962	717	2069	-	1353	28	9.77035
160_1	k141_70	695	1045	+	351	14	18.8309
160_2	k141_70	1159	1344	+	186	12	30.4592
160_3	k141_70	1509	2213	+	705	11	7.36637
161_1	k141_53150	3	374	-	372	9	11.4222
161_2	k141_53150	393	1535	-	1143	31	12.8046
162_1	k141_35414	1	681	-	681	22	15.252
162_2	k141_35414	748	1080	-	333	8	11.3422
163_1	k141_56669	450	734	-	285	982	1626.73
164_1	k141_7115	2	298	-	297	2	3.17924
164_2	k141_7115	346	450	+	105	2	8.99271
164_3	k141_7115	590	2134	+	1545	16	4.88924
164_4	k141_7115	2208	2717	+	510	5	4.6286
165_1	k141_74	1	255	+	255	1	1.85144
165_2	k141_74	276	1124	+	849	2	1.11217
166_1	k141_31925	3	473	-	471	6	6.01423
166_2	k141_31925	524	1285	-	762	10	6.19576
166_3	k141_31925	1287	1979	-	693	16	10.9003
167_1	k141_7116	1461	1538	-	78	107	647.648
168_1	k141_21283	2	1579	+	1578	37	11.0699
168_2	k141_21283	1560	2531	+	972	34	16.5144
168_3	k141_21283	2546	3421	+	876	17	9.16209
168_4	k141_21283	3439	4197	+	759	34	21.1489
168_5	k141_21283	4277	4588	+	312	5	7.56598
168_6	k141_21283	4605	5822	+	1218	37	14.3418
169_1	k141_60213	123	347	+	225	10	20.983
169_2	k141_60213	534	1400	+	867	15	8.16812
170_1	k141_49586	17	682	+	666	254	180.057
170_2	k141_49586	754	2484	-	1731	81	22.0921
171_1	k141_35419	65	1936	+	1872	163	41.1085
171_2	k141_35419	2079	2237	+	159	21	62.3551
171_3	k141_35419	2363	2770	+	408	2	2.3143
172_1	k141_38966	3	596	-	594	14	11.1273
172_2	k141_38966	1020	1694	+	675	20	13.9887
172_3	k141_38966	1930	2247	+	318	0	0
172_4	k141_38966	2386	3054	+	669	0	0
173_1	k141_3590	166	1374	+	1209	64	24.9921
173_2	k141_3590	1721	2239	-	519	36	32.748
173_3	k141_3590	2236	3435	-	1200	60	23.6059
173_4	k141_3590	3428	3664	-	237	11	21.9126
173_5	k141_3590	3750	4040	-	291	16	25.9583
173_6	k141_3590	4056	5336	-	1281	40	14.7421
173_7	k141_3590	5302	5700	-	399	10	11.8325
174_1	k141_60214	2	1132	-	1131	17	7.09637
175_1	k141_49587	3	437	-	435	5	5.42663
175_2	k141_49587	424	666	-	243	0	0
175_3	k141_49587	758	1072	-	315	0	0
176_1	k141_31928	1	210	-	210	0	0
176_2	k141_31928	393	1178	+	786	3	1.80197
176_3	k141_31928	1172	1597	+	426	0	0
177_1	k141_60218	3	1130	-	1128	17	7.11524
177_2	k141_60218	1173	1478	-	306	5	7.71433
178_1	k141_42522	3	134	+	132	2	7.15329
178_2	k141_42522	166	567	-	402	11	12.9186
178_3	k141_42522	588	1097	-	510	9	8.33148
178_4	k141_42522	1365	2936	-	1572	45	13.5148
179_1	k141_7124	3	98	-	96	25	122.947
179_2	k141_7124	1454	1702	+	249	52	98.5948
180_1	k141_28312	3	470	+	468	98	98.8622
180_2	k141_28312	940	1788	+	849	69	38.37
180_3	k141_28312	1785	3572	+	1788	200	52.8095
180_4	k141_28312	3660	5426	-	1767	170	45.4216
180_5	k141_28312	5423	7237	-	1815	135	35.1162
180_6	k141_28312	7633	8904	+	1272	87	32.291
180_7	k141_28312	8897	10576	+	1680	210	59.0147
180_8	k141_28312	11080	12495	+	1416	164	54.6802
180_9	k141_28312	12808	13719	+	912	102	52.8026
180_10	k141_28312	13737	15650	+	1914	205	50.5664
180_11	k141_28312	15710	15967	+	258	37	67.7067
180_12	k141_28312	16293	17036	+	744	108	68.5331
180_13	k141_28312	17077	18240	+	1164	69	27.9863
180_14	k141_28312	18237	21590	+	3354	343	48.2815
180_15	k141_28312	22009	22560	+	552	72	61.5805
180_16	k141_28312	22710	23132	+	423	48	53.5736
180_17	k141_28312	23424	23630	+	207	25	57.019
180_18	k141_28312	23915	24217	+	303	32	49.8606
180_19	k141_28312	24300	24707	+	408	36	41.6574
180_20	k141_28312	25072	26361	+	1290	125	45.7478
180_21	k141_28312	26380	27474	+	1095	70	30.181
180_22	k141_28312	27490	28332	+	843	61	34.1627
180_23	k141_28312	28619	29395	+	777	61	37.0645
180_24	k141_28312	29458	30198	+	741	64	40.7767
180_25	k141_28312	30268	31362	+	1095	90	38.8042
180_26	k141_28312	31425	32531	+	1107	93	39.663
180_27	k141_28312	32539	33573	+	1035	83	37.8606
180_28	k141_28312	33554	34813	+	1260	148	55.455
180_29	k141_28312	34874	35290	+	417	36	40.7583
180_30	k141_28312	35301	36590	+	1290	102	37.3302
180_31	k141_28312	36798	39686	+	2889	273	44.6134
180_32	k141_28312	39826	40605	-	780	95	57.5015
180_33	k141_28312	40825	41079	-	255	49	90.7206
180_34	k141_28312	41360	41809	+	450	57	59.8015
180_35	k141_28312	41947	43281	-	1335	174	61.5344
180_36	k141_28312	43872	45233	+	1362	169	58.5814
180_37	k141_28312	45328	45831	+	504	58	54.331
180_38	k141_28312	45828	46352	+	525	37	33.273
180_39	k141_28312	46496	47053	+	558	50	42.3044
180_40	k141_28312	47171	48178	+	1008	97	45.4319
180_41	k141_28312	48203	48367	+	165	1	2.86132
180_42	k141_28312	48420	48968	-	549	18	15.4793
180_43	k141_28312	49184	49327	+	144	3	9.83578
180_44	k141_28312	49407	49643	+	237	26	51.7935
180_45	k141_28312	50160	50840	+	681	83	57.5415
180_46	k141_28312	50837	52381	+	1545	150	45.8366
180_47	k141_28312	52601	53239	+	639	66	48.7633
180_48	k141_28312	53241	53999	+	759	51	31.7233
180_49	k141_28312	54032	54706	+	675	42	29.3762
180_50	k141_28312	54752	56380	+	1629	173	50.1389
181_1	k141_75	2	337	+	336	23	32.3175
181_2	k141_75	542	1867	+	1326	38	13.5298
181_3	k141_75	2002	2196	+	195	6	14.5267
181_4	k141_75	2180	2791	+	612	25	19.2858
181_5	k141_75	2910	3488	-	579	25	20.385
181_6	k141_75	3942	4211	+	270	30	52.4575
181_7	k141_75	4383	5825	+	1443	33	10.7969
182_1	k141_38973	3	329	-	327	0	0
182_2	k141_38973	322	579	-	258	5	9.14956
182_3	k141_38973	652	927	-	276	5	8.55285
182_4	k141_38973	1028	1417	-	390	4	4.84223
183_1	k141_46041	2	1057	+	1056	22	9.83578
183_2	k141_46041	1260	2456	-	1197	38	14.9878
183_3	k141_46041	2781	3596	+	816	35	20.2501
183_4	k141_46041	3593	6502	+	2910	119	19.3065
183_5	k141_46041	6631	7548	-	918	19	9.77149
183_6	k141_46041	7571	8104	-	534	14	12.3776
183_7	k141_46041	8106	8972	-	867	19	10.3463
183_8	k141_46041	8965	10263	-	1299	24	8.72272
183_9	k141_46041	10260	10412	-	153	4	12.3429
183_10	k141_46041	10633	11295	-	663	10	7.12092
183_11	k141_46041	11314	14388	-	3075	108	16.5817
183_12	k141_46041	14877	16013	-	1137	47	19.5158
183_13	k141_46041	16010	16687	-	678	40	27.8535
183_14	k141_46041	16831	16974	+	144	8	26.2287
183_15	k141_46041	16967	17851	+	885	19	10.1359
183_16	k141_46041	17854	18720	+	867	45	24.5044
183_17	k141_46041	18968	19393	+	426	16	17.7321
183_18	k141_46041	19377	20480	+	1104	31	13.2569
183_19	k141_46041	20484	20990	+	507	25	23.2799
183_20	k141_46041	21456	22091	+	636	52	38.6008
183_21	k141_46041	22337	22660	+	324	7	10.2001
183_22	k141_46041	22679	23113	+	435	16	17.3652
184_1	k141_7125	2	1168	+	1167	3	1.21367
185_1	k141_28313	3	515	-	513	0	0
185_2	k141_28313	617	1114	-	498	0	0
186_1	k141_46044	3	587	-	585	3	2.42111
186_2	k141_46044	1002	1325	-	324	4	5.82861
187_1	k141_80	2	826	+	825	6	3.43358
187_2	k141_80	826	1638	+	813	14	8.12994
188_1	k141_7128	2	97	-	96	0	0
188_2	k141_7128	334	1647	+	1314	51	18.3242
189_1	k141_10668	3	1112	-	1110	52	22.1172
189_2	k141_10668	1537	2934	-	1398	41	13.8461
189_3	k141_10668	3290	3730	+	441	27	28.9051
189_4	k141_10668	3727	4503	+	777	23	13.9752
190_1	k141_28318	38	715	+	678	12	8.35606
190_2	k141_28318	728	967	+	240	3	5.90147
191_1	k141_31929	77	229	-	153	71	219.087
191_2	k141_31929	337	489	-	153	101	311.659
191_3	k141_31929	708	929	+	222	41	87.1928
191_4	k141_31929	939	3272	-	2334	377	76.2589
191_5	k141_31929	3269	3952	-	684	106	73.1644
191_6	k141_31929	4062	5099	-	1038	174	79.141
191_7	k141_31929	5108	5794	-	687	103	70.7832
191_8	k141_31929	5787	5975	-	189	28	69.9433
191_9	k141_31929	6140	6496	+	357	84	111.086
191_10	k141_31929	6701	7135	+	435	82	88.9968
192_1	k141_60222	160	633	+	474	14	13.9444
192_2	k141_60222	736	1158	+	423	6	6.6967
192_3	k141_60222	1169	1615	+	447	8	8.44953
192_4	k141_60222	1627	2388	+	762	11	6.81534
192_5	k141_60222	2401	3594	+	1194	50	19.7704
192_6	k141_60222	3603	4142	+	540	9	7.86862
193_1	k141_3595	692	901	+	210	5	11.2409
193_2	k141_3595	1034	2248	-	1215	29	11.2686
193_3	k141_3595	2661	3203	-	543	23	19.9976
193_4	k141_3595	3251	4006	-	756	9	5.62044
193_5	k141_3595	4852	6315	-	1464	49	15.8017
194_1	k141_17730	1	108	-	108	8	34.9716
194_2	k141_17730	377	1366	+	990	148	70.5791
194_3	k141_17730	1526	2791	-	1266	181	67.4986
194_4	k141_17730	3173	4678	+	1506	289	90.5989
194_5	k141_17730	4736	5482	-	747	139	87.8505
194_6	k141_17730	5736	6158	+	423	76	84.8248
194_7	k141_17730	6181	7731	+	1551	290	88.2747
194_8	k141_17730	7891	8769	+	879	128	68.7497
194_9	k141_17730	8759	9478	+	720	115	75.4076
194_10	k141_17730	9524	11146	+	1623	247	71.8502
194_11	k141_17730	11143	12828	+	1686	283	79.2462
194_12	k141_17730	12959	13234	+	276	28	47.896
194_13	k141_17730	13277	14098	+	822	167	95.9168
194_14	k141_17730	14180	14626	+	447	103	108.788
194_15	k141_17730	14750	15205	-	456	107	110.782
194_16	k141_17730	15556	17289	+	1734	308	83.8593
194_17	k141_17730	17326	18780	+	1455	254	82.4177
194_18	k141_17730	18790	20079	+	1290	228	83.444
194_19	k141_17730	20196	21563	+	1368	251	86.6238
194_20	k141_17730	21977	23863	+	1887	463	115.84
194_21	k141_17730	24077	24310	+	234	66	133.161
194_22	k141_17730	24338	24517	+	180	34	89.1777
194_23	k141_17730	24647	25795	+	1149	206	84.6442
194_24	k141_17730	25952	26902	+	951	204	101.274
194_25	k141_17730	27066	27647	+	582	109	88.4206
194_26	k141_17730	27747	31064	+	3318	664	94.4804
194_27	k141_17730	31061	32428	+	1368	314	108.366
194_28	k141_17730	32617	33417	-	801	132	77.8021
194_29	k141_17730	33407	34603	-	1197	285	112.409
194_30	k141_17730	34822	35340	+	519	100	90.9667
194_31	k141_17730	35448	35864	+	417	86	97.3671
195_1	k141_56670	203	742	+	540	20	17.4858
195_2	k141_56670	853	1944	+	1092	44	19.023
195_3	k141_56670	1937	2761	+	825	35	20.0292
195_4	k141_56670	2755	4629	+	1875	73	18.3811
195_5	k141_56670	4808	5701	+	894	23	12.1462
195_6	k141_56670	5831	7282	-	1452	70	22.7605
195_7	k141_56670	7451	7999	-	549	14	12.0394
195_8	k141_56670	8162	10015	-	1854	62	15.7882
195_9	k141_56670	10017	12194	-	2178	68	14.7401
196_1	k141_21302	2	601	+	600	54	42.4906
196_2	k141_21302	843	2495	+	1653	75	21.4209
197_1	k141_3596	249	1559	+	1311	384	138.286
198_1	k141_38992	1	618	-	618	11	8.40338
198_2	k141_38992	859	1545	-	687	27	18.5548
199_1	k141_60227	68	1834	+	1767	52	13.8937
200_1	k141_67278	2	112	-	111	0	0
200_2	k141_67278	172	519	-	348	24	32.5598
200_3	k141_67278	720	1571	+	852	90	49.8715
200_4	k141_67278	1552	2355	+	804	90	52.8489
200_5	k141_67278	2417	3739	-	1323	113	40.3244
200_6	k141_67278	3771	4433	-	663	51	36.3167
200_7	k141_67278	4547	5833	-	1287	91	33.382
200_8	k141_67278	6112	6471	+	360	11	14.4258
200_9	k141_67278	6365	7339	-	975	82	39.7063
200_10	k141_67278	8002	8829	-	828	69	39.3431
200_11	k141_67278	8998	10386	-	1389	120	40.7877
200_12	k141_67278	10393	13458	-	3066	283	43.5777
200_13	k141_67278	13669	14514	-	846	116	64.7348
200_14	k141_67278	14676	15539	+	864	83	45.3539
200_15	k141_67278	16511	16789	+	279	49	82.9166
200_16	k141_67278	17459	17896	-	438	57	61.4399
200_17	k141_67278	17937	18377	+	441	45	48.1752
200_18	k141_67278	18436	19098	+	663	25	17.8023
200_19	k141_67278	18983	19735	-	753	56	35.111
200_20	k141_67278	19995	20582	-	588	9	7.22628
200_21	k141_67278	20601	21356	-	756	14	8.74291
201_1	k141_46048	168	1688	-	1521	181	56.1823
201_2	k141_46048	1692	2312	-	621	75	57.019
201_3	k141_46048	2540	3757	-	1218	218	84.5005
201_4	k141_46048	4270	4824	-	555	53	45.0851
201_5	k141_46048	5002	5559	-	558	116	98.1462
202_1	k141_56674	1	762	+	762	29	17.9677
202_2	k141_56674	955	1428	-	474	17	16.9325
202_3	k141_56674	1498	2031	+	534	7	6.1888
202_4	k141_56674	2312	3325	+	1014	43	20.0208
202_5	k141_56674	3347	3874	+	528	13	11.6241
203_1	k141_31935	3	221	+	219	15	32.3368
203_2	k141_31935	358	762	+	405	39	45.4631
203_3	k141_31935	803	1864	+	1062	100	44.4555
203_4	k141_31935	1904	3112	+	1209	58	22.6491
203_5	k141_31935	3232	3357	+	126	3	11.2409
204_1	k141_38993	1	1422	+	1422	14	4.64813
205_1	k141_46049	1	1563	-	1563	31	9.36381
206_1	k141_28329	3	1562	+	1560	13	3.93431
206_2	k141_28329	1559	1726	-	168	0	0
207_1	k141_63726	9	563	-	555	82	69.7543
207_2	k141_63726	609	1013	-	405	53	61.7832
207_3	k141_63726	1183	1329	-	147	8	25.6935
207_4	k141_63726	1326	2168	-	843	59	33.0426
207_5	k141_63726	2198	2326	-	129	15	54.8974
207_6	k141_63726	2335	2601	-	267	19	33.5964
207_7	k141_63726	2646	3620	-	975	65	31.4745
207_8	k141_63726	3633	4238	-	606	62	48.3024
207_9	k141_63726	4240	4854	-	615	47	36.0805
207_10	k141_63726	4966	5544	-	579	52	42.4009
207_11	k141_63726	5915	6019	-	105	5	22.4818
207_12	k141_63726	6019	7767	-	1749	134	36.1714
207_13	k141_63726	7768	9552	-	1785	146	38.6158
207_14	k141_63726	9569	11035	-	1467	124	39.9063
207_15	k141_63726	11038	11811	-	774	65	39.6481
207_16	k141_63726	11926	12528	-	603	63	49.3257
207_17	k141_63726	12666	13634	-	969	66	32.1566
207_18	k141_63726	13733	14119	-	387	26	31.7185
207_19	k141_63726	14730	15476	-	747	76	48.0333
207_20	k141_63726	15460	16716	-	1257	145	54.4606
207_21	k141_63726	17095	20247	-	3153	329	49.2631
207_22	k141_63726	20459	20806	-	348	46	62.4063
207_23	k141_63726	21091	22128	+	1038	73	33.2028
207_24	k141_63726	22125	26255	-	4131	187	21.3716
207_25	k141_63726	26519	27436	-	918	85	43.7146
207_26	k141_63726	27605	28879	-	1275	111	41.102
207_27	k141_63726	29076	29834	+	759	72	44.7858
208_1	k141_53158	145	2196	-	2052	80	18.4061
208_2	k141_53158	2283	3413	-	1131	38	15.8625
208_3	k141_53158	3448	4521	-	1074	24	10.5501
208_4	k141_53158	4611	5465	+	855	10	5.52184
208_5	k141_53158	5608	6477	+	870	15	8.13995
208_6	k141_53158	6514	8091	-	1578	75	22.439
208_7	k141_53158	8575	9741	+	1167	23	9.3048
208_8	k141_53158	9869	11806	+	1938	52	12.6677
208_9	k141_53158	11959	14355	+	2397	90	17.7266
208_10	k141_53158	14374	14682	-	309	6	9.16732
208_11	k141_53158	14763	15470	+	708	37	24.6728
209_1	k141_31937	1	981	+	981	8	3.85009
210_1	k141_56676	3	1292	-	1290	5	1.82991
211_1	k141_91	1	702	+	702	15	10.088
211_2	k141_91	726	1001	+	276	10	17.1057
211_3	k141_91	1123	2037	+	915	32	16.5112
211_4	k141_91	2092	2523	+	432	19	20.7644
211_5	k141_91	2468	2755	+	288	11	18.0323
212_1	k141_17734	89	3424	+	3336	285	40.3338
212_2	k141_17734	3554	3988	+	435	47	51.0104
212_3	k141_17734	4085	4966	+	882	151	80.8273
212_4	k141_17734	4977	5669	+	693	88	59.9514
213_1	k141_31938	1	306	+	306	7	10.8001
213_2	k141_31938	457	864	+	408	6	6.9429
213_3	k141_31938	858	1079	+	222	7	14.8866
213_4	k141_31938	1069	1146	+	78	0	0
214_1	k141_56677	1	255	+	255	6	11.1086
214_2	k141_56677	255	953	+	699	16	10.8067
214_3	k141_56677	1381	1533	-	153	3	9.2572
215_1	k141_53161	2	1174	-	1173	26	10.4647
216_1	k141_17735	2	514	-	513	8	7.36245
216_2	k141_17735	545	1156	-	612	7	5.40003
217_1	k141_7152	3	110	+	108	2	8.74291
217_2	k141_7152	165	725	-	561	3	2.52469
217_3	k141_7152	738	1064	-	327	4	5.77513
217_4	k141_7152	1109	1459	-	351	2	2.69013
218_1	k141_3602	2	790	+	789	22	13.1642
218_2	k141_3602	931	1491	+	561	22	18.5144
218_3	k141_3602	1573	2049	+	477	4	3.95905
218_4	k141_3602	2103	3200	+	1098	39	16.7692
218_5	k141_3602	3374	4411	+	1038	49	22.2868
218_6	k141_3602	4428	4961	+	534	15	13.2617
218_7	k141_3602	4985	6526	+	1542	40	12.2469
219_1	k141_7155	3	1262	+	1260	20	7.49392
219_2	k141_7155	1259	1486	+	228	0	0
220_1	k141_17738	3	71	-	69	0	0
220_2	k141_17738	98	220	-	123	2	7.6767
220_3	k141_17738	276	806	-	531	7	6.22377
220_4	k141_17738	787	1203	-	417	13	14.7183
220_5	k141_17738	1256	1792	-	537	12	10.5501
221_1	k141_60238	1	450	+	450	0	0
221_2	k141_60238	466	3171	+	2706	30	5.23412
222_1	k141_56683	1	1743	+	1743	33	8.93854
223_1	k141_102	1	1701	+	1701	16	4.44084
224_1	k141_46057	2	481	+	480	6	5.90147
224_2	k141_46057	486	1421	+	936	20	10.088
224_3	k141_46057	1594	2484	+	891	11	5.82861
224_4	k141_46057	2600	3241	+	642	11	8.08924
225_1	k141_53168	38	1081	+	1044	18	8.13995
226_1	k141_60239	2	472	-	471	10	10.0237
226_2	k141_60239	658	1257	-	600	8	6.2949
227_1	k141_3604	3	329	-	327	7	10.1065
227_2	k141_3604	724	2331	-	1608	43	12.625
227_3	k141_3604	2425	2553	-	129	2	7.31965
228_1	k141_31947	18	1220	-	1203	1	0.39245
228_2	k141_31947	1277	1834	-	558	4	3.38435
229_1	k141_10678	2	493	+	492	7	6.71712
229_2	k141_10678	1092	1709	+	618	29	22.1544
229_3	k141_10678	1788	2222	+	435	6	6.51196
229_4	k141_10678	2653	3969	-	1317	32	11.4713
229_5	k141_10678	4769	5512	+	744	18	11.4222
229_6	k141_10678	5623	6033	+	411	9	10.3383
229_7	k141_10678	6273	7460	+	1188	38	15.1014
229_8	k141_10678	7450	7875	+	426	8	8.86605
229_9	k141_10678	7996	8115	+	120	0	0
229_10	k141_10678	8159	8383	+	225	4	8.3932
229_11	k141_10678	8367	9020	+	654	15	10.8284
229_12	k141_10678	9104	9943	+	840	20	11.2409
229_13	k141_10678	9931	10872	+	942	37	18.5439
230_1	k141_17740	95	490	+	396	2	2.38443
