# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A17_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam	RPKG
138_8	k141_152992	8096	11221	+	3126	794	0.104285
138_9	k141_152992	11659	11811	-	153	36	0.0966049
138_10	k141_152992	11840	12742	-	903	181	0.0822961
138_11	k141_152992	12897	14516	+	1620	437	0.110753
138_12	k141_152992	14589	14708	-	120	209	0.715078
138_13	k141_152992	14890	15399	+	510	830	0.668184
138_14	k141_152992	15555	15626	+	72	49	0.279416
139_1	k141_181680	1	312	-	312	2	0.00263187
139_2	k141_181680	552	1469	+	918	6	0.00268347
139_3	k141_181680	1469	2086	+	618	7	0.00465048
140_1	k141_28693	3	413	-	411	2	0.00199791
140_2	k141_28693	669	1259	-	591	0	0
141_1	k141_28694	68	346	+	279	1	0.00147158
141_2	k141_28694	679	1077	-	399	3	0.003087
142_1	k141_45	142	306	+	165	0	0
142_2	k141_45	331	546	+	216	0	0
142_3	k141_45	543	809	+	267	7	0.010764
142_4	k141_45	810	1016	+	207	0	0
142_5	k141_45	1016	1297	+	282	1	0.00145593
142_6	k141_45	1248	1595	+	348	6	0.00707881
142_7	k141_45	1592	1756	+	165	0	0
143_1	k141_124337	30	548	-	519	1	0.000791081
143_2	k141_124337	604	1158	-	555	1	0.000739768
144_1	k141_47856	3	617	+	615	14	0.00934633
144_2	k141_47856	627	1637	-	1011	28	0.0113709
144_3	k141_47856	1579	1821	-	243	0	0
145_1	k141_124339	2	979	+	978	32	0.0134338
145_2	k141_124339	1004	1105	+	102	0	0
146_1	k141_19157	2	868	+	867	12	0.00568264
146_2	k141_19157	922	3273	+	2352	35	0.00610969
146_3	k141_19157	3326	3667	-	342	2	0.002401
146_4	k141_19157	3657	3932	-	276	4	0.0059503
146_5	k141_19157	4104	5306	+	1203	22	0.00750836
146_6	k141_19157	5303	5788	+	486	6	0.00506878
147_1	k141_47	96	752	+	657	0	0
147_2	k141_47	752	1189	+	438	1	0.000937377
147_3	k141_47	1179	1388	+	210	1	0.0019551
147_4	k141_47	1415	1672	+	258	4	0.00636544
147_5	k141_47	1692	2060	+	369	1	0.00111266
147_6	k141_47	2073	2327	+	255	0	0
148_1	k141_9606	2	133	-	132	0	0
148_2	k141_9606	195	1055	-	861	2	0.000953707
148_3	k141_9606	1356	5609	+	4254	33	0.00318497
149_1	k141_124340	3	236	-	234	1	0.00175458
149_2	k141_124340	347	1114	-	768	0	0
150_1	k141_19159	2	232	+	231	343	0.609636
150_2	k141_19159	459	1061	+	603	754	0.513384
151_1	k141_105219	1	1272	-	1272	799	0.257898
151_2	k141_105219	1558	1800	-	243	87	0.146995
152_1	k141_47859	3	1004	+	1002	14	0.00573652
153_1	k141_38283	231	1136	-	906	13	0.0058912
153_2	k141_38283	1223	1861	-	639	1	0.000642521
153_3	k141_38283	1875	2897	-	1023	7	0.00280938
153_4	k141_38283	3009	3947	-	939	10	0.00437243
153_5	k141_38283	4342	5166	+	825	15	0.00746493
154_1	k141_48	1	429	+	429	0	0
154_2	k141_48	430	672	+	243	0	0
154_3	k141_48	674	1963	+	1290	10	0.00318272
154_4	k141_48	1967	2113	+	147	0	0
155_1	k141_9608	2	307	-	306	25	0.0335434
155_2	k141_9608	324	1733	-	1410	57	0.0165976
156_1	k141_86063	3	1316	-	1314	100	0.0312459
156_2	k141_86063	1504	3060	-	1557	26	0.00685603
156_3	k141_86063	3172	4335	-	1164	27	0.00952355
156_4	k141_86063	4332	5012	-	681	10	0.00602894
156_5	k141_86063	5248	6144	+	897	13	0.0059503
156_6	k141_86063	6196	7101	+	906	13	0.0058912
156_7	k141_86063	7316	8290	-	975	21	0.00884307
156_8	k141_86063	8293	9627	-	1335	5	0.00153772
156_9	k141_86063	9764	10687	-	924	10	0.00444341
157_1	k141_47862	166	1056	-	891	13	0.00599037
158_1	k141_181686	226	2847	-	2622	1852	0.289999
158_2	k141_181686	2906	3586	-	681	330	0.198955
158_3	k141_181686	3629	4450	-	822	356	0.177814
158_4	k141_181686	4459	5355	-	897	353	0.161574
159_1	k141_76514	2	1222	+	1221	409	0.13753
159_2	k141_76514	1508	2500	+	993	389	0.160838
159_3	k141_76514	2568	3641	+	1074	252	0.0963351
159_4	k141_76514	3669	4769	+	1101	337	0.12567
159_5	k141_76514	4814	5740	+	927	429	0.190005
159_6	k141_76514	5974	6198	-	225	151	0.275539
159_7	k141_76514	6213	7334	-	1122	672	0.245903
159_8	k141_76514	8582	9826	-	1245	500	0.164888
159_9	k141_76514	9878	11065	-	1188	558	0.192844
159_10	k141_76514	11468	11530	+	63	30	0.19551
160_1	k141_76515	3	425	-	423	10	0.00970617
160_2	k141_76515	441	1232	-	792	5	0.00259199
161_1	k141_181687	1	249	-	249	3	0.00494664
161_2	k141_181687	246	854	-	609	39	0.0262927
161_3	k141_181687	946	1386	-	441	210	0.19551
162_1	k141_38288	3	89	-	87	0	0
162_2	k141_38288	153	602	+	450	2	0.00182476
162_3	k141_38288	664	1128	+	465	8	0.00706359
162_4	k141_38288	1079	1486	+	408	4	0.00402521
163_1	k141_124350	46	1203	-	1158	18	0.00638193
164_1	k141_19164	2	805	+	804	9	0.00459594
164_2	k141_19164	932	1081	-	150	0	0
164_3	k141_19164	1447	2073	-	627	4	0.00261927
164_4	k141_19164	2238	2528	-	291	1	0.0014109
165_1	k141_86065	2	82	+	81	22	0.111513
165_2	k141_86065	203	820	-	618	62	0.04119
165_3	k141_86065	843	1499	-	657	78	0.0487436
165_4	k141_86065	1695	1829	-	135	22	0.0669079
166_1	k141_47866	1	1116	-	1116	58	0.0213379
167_1	k141_95626	339	1880	-	1542	236	0.0628371
167_2	k141_95626	1971	3368	-	1398	174	0.0511011
167_3	k141_95626	3694	3864	-	171	26	0.062426
167_4	k141_95626	3909	6314	-	2406	386	0.0658688
167_5	k141_95626	6861	7226	-	366	35	0.0392623
167_6	k141_95626	8136	9575	-	1440	143	0.040772
167_7	k141_95626	9600	12110	-	2511	240	0.0392421
167_8	k141_95626	12261	12782	-	522	72	0.0566305
167_9	k141_95626	13006	15084	-	2079	269	0.0531234
167_10	k141_95626	15220	17376	-	2157	253	0.0481569
167_11	k141_95626	17824	19035	-	1212	142	0.0481032
167_12	k141_95626	19073	20494	-	1422	146	0.0421543
167_13	k141_95626	20731	21570	+	840	122	0.0596305
167_14	k141_95626	22798	24732	+	1935	308	0.0653519
167_15	k141_95626	25800	26063	-	264	47	0.0730941
167_16	k141_95626	26152	26475	-	324	34	0.0430846
168_1	k141_105221	2	1000	+	999	1	0.000410982
168_2	k141_105221	1002	1538	+	537	9	0.00688108
168_3	k141_105221	1548	1967	+	420	4	0.0039102
168_4	k141_105221	1979	2581	+	603	3	0.00204264
168_5	k141_105221	2583	2732	+	150	1	0.00273714
168_6	k141_105221	2790	3098	+	309	2	0.00265742
168_7	k141_105221	3101	3367	+	267	0	0
168_8	k141_105221	3367	4347	+	981	5	0.00209261
168_9	k141_105221	4601	4693	+	93	0	0
169_1	k141_76516	3	1526	+	1524	227	0.0611546
170_1	k141_28697	1	3129	+	3129	1718	0.225427
170_2	k141_28697	3181	4941	+	1761	1054	0.245736
170_3	k141_28697	5027	6838	+	1812	1189	0.269409
170_4	k141_28697	6970	8634	+	1665	1137	0.280372
170_5	k141_28697	8760	9092	+	333	174	0.214533
171_1	k141_54	2	1858	-	1857	175	0.0386914
171_2	k141_54	1855	2157	-	303	19	0.0257454
172_1	k141_124354	2	700	-	699	8	0.00469895
172_2	k141_124354	965	1135	+	171	0	0
173_1	k141_47868	2	775	+	774	23	0.0122004
173_2	k141_47868	879	1634	+	756	9	0.00488775
174_1	k141_28698	3	527	-	525	2	0.00156408
174_2	k141_28698	536	1288	-	753	1	0.000545247
174_3	k141_28698	1285	1524	-	240	0	0
175_1	k141_105222	3	239	-	237	53	0.0918155
175_2	k141_105222	220	873	-	654	302	0.189591
175_3	k141_105222	982	2169	-	1188	24	0.00829436
176_1	k141_95632	316	1002	-	687	10	0.00597629
177_1	k141_38293	2	298	-	297	4	0.00552958
177_2	k141_38293	310	789	-	480	6	0.00513214
177_3	k141_38293	779	1528	-	750	21	0.011496
177_4	k141_38293	1565	1954	-	390	2	0.00210549
177_5	k141_38293	2008	2388	-	381	3	0.00323284
178_1	k141_9617	1	774	-	774	12	0.00636544
178_2	k141_9617	856	1554	-	699	7	0.00411158
178_3	k141_9617	1687	2301	-	615	2	0.00133519
179_1	k141_59	76	732	+	657	5	0.00312459
179_2	k141_59	827	1078	+	252	5	0.00814625
180_1	k141_47872	3	80	+	78	0	0
180_2	k141_47872	147	1463	+	1317	4	0.00124699
181_1	k141_152995	3	155	-	153	12	0.0322016
181_2	k141_152995	220	705	-	486	32	0.0270335
181_3	k141_152995	1057	2421	+	1365	87	0.0261683
181_4	k141_152995	2523	2930	+	408	15	0.0150945
181_5	k141_152995	2974	3633	+	660	43	0.0267493
181_6	k141_152995	3689	4747	+	1059	42	0.0162833
181_7	k141_152995	4744	6267	+	1524	84	0.0226299
181_8	k141_152995	6296	9925	+	3630	152	0.017192
181_9	k141_152995	10037	11002	+	966	52	0.0221011
181_10	k141_152995	11305	12060	-	756	59	0.0320419
182_1	k141_19166	1	66	+	66	0	0
182_2	k141_19166	47	352	+	306	7	0.00939215
182_3	k141_19166	333	650	+	318	9	0.0116199
182_4	k141_19166	1355	2419	+	1065	39	0.015035
182_5	k141_19166	2450	3562	+	1113	15	0.0055333
183_1	k141_28702	3	1067	-	1065	0	0
184_1	k141_9620	3	671	+	669	7	0.00429596
184_2	k141_9620	837	1673	+	837	12	0.00588632
185_1	k141_19167	183	1085	-	903	12	0.00545609
186_1	k141_95634	128	304	-	177	6	0.0139177
186_2	k141_95634	307	1683	-	1377	7	0.00208714
186_3	k141_95634	1741	2232	-	492	0	0
187_1	k141_152998	1	567	-	567	353	0.255611
187_2	k141_152998	587	1204	-	618	959	0.637116
188_1	k141_38297	269	721	+	453	165	0.149546
188_2	k141_38297	777	1271	-	495	181	0.150128
188_3	k141_38297	1504	1998	+	495	217	0.179988
188_4	k141_38297	2079	2324	+	246	45	0.0751044
189_1	k141_57399	2	823	-	822	18	0.00899061
189_2	k141_57399	992	1930	+	939	20	0.00874486
189_3	k141_57399	1935	2528	+	594	13	0.00898556
189_4	k141_57399	2525	4684	+	2160	66	0.0125452
189_5	k141_57399	4698	6143	+	1446	38	0.0107896
189_6	k141_57399	6166	7434	+	1269	51	0.0165005
189_7	k141_57399	7573	8904	+	1332	50	0.0154118
189_8	k141_57399	9025	10287	+	1263	37	0.0120278
189_9	k141_57399	10602	11717	+	1116	48	0.017659
189_10	k141_57399	11728	13107	+	1380	57	0.0169584
189_11	k141_57399	13104	14183	+	1080	38	0.014446
189_12	k141_57399	14238	15641	+	1404	46	0.0134518
189_13	k141_57399	15662	16984	+	1323	45	0.013965
189_14	k141_57399	17279	19066	+	1788	78	0.0179108
189_15	k141_57399	19174	21066	-	1893	53	0.0114951
189_16	k141_57399	21063	21590	-	528	21	0.0163295
189_17	k141_57399	21595	23931	-	2337	63	0.011068
189_18	k141_57399	24182	25234	-	1053	21	0.00818803
189_19	k141_57399	25358	27331	-	1974	50	0.0103995
189_20	k141_57399	27530	27784	-	255	28	0.0450823
189_21	k141_57399	28021	28746	+	726	22	0.0124415
190_1	k141_153001	2	178	+	177	0	0
190_2	k141_153001	188	1153	+	966	9	0.0038252
191_1	k141_105229	3	1172	-	1170	1	0.000350915
191_2	k141_105229	1469	1840	-	372	3	0.00331106
191_3	k141_105229	1895	2386	-	492	3	0.00250348
191_4	k141_105229	2699	2875	-	177	0	0
192_1	k141_28709	1	1344	-	1344	2188	0.6684
193_1	k141_47879	2	340	+	339	184	0.222847
193_2	k141_47879	560	1030	+	471	20	0.017434
193_3	k141_47879	1100	1366	+	267	3	0.00461316
194_1	k141_172111	147	1256	+	1110	27	0.00998686
194_2	k141_172111	1619	3391	+	1773	47	0.0108837
194_3	k141_172111	3428	3889	+	462	11	0.0097755
194_4	k141_172111	3930	4415	+	486	10	0.00844796
194_5	k141_172111	4461	5594	+	1134	11	0.00398261
194_6	k141_172111	5554	6672	+	1119	40	0.0146764
194_7	k141_172111	6678	7238	+	561	13	0.00951412
194_8	k141_172111	7241	8008	+	768	25	0.0133649
194_9	k141_172111	8249	9163	+	915	34	0.0152562
194_10	k141_172111	9160	10296	+	1137	28	0.0101108
194_11	k141_172111	10293	11219	+	927	22	0.00974386
194_12	k141_172111	11233	12738	+	1506	15	0.00408935
194_13	k141_172111	12735	13592	+	858	8	0.00382817
194_14	k141_172111	13802	14521	+	720	17	0.00969404
194_15	k141_172111	14518	15528	+	1011	22	0.00893428
194_16	k141_172111	16404	16877	-	474	29	0.0251193
194_17	k141_172111	17409	18215	-	807	45	0.0228943
194_18	k141_172111	18234	19280	-	1047	28	0.0109799
194_19	k141_172111	19544	19720	+	177	12	0.0278353
194_20	k141_172111	19770	20072	+	303	12	0.0162602
195_1	k141_65	2	583	-	582	4	0.00282179
195_2	k141_65	573	1703	-	1131	15	0.00544524
195_3	k141_65	1709	2359	-	651	5	0.00315339
195_4	k141_65	2697	3299	+	603	8	0.00544704
196_1	k141_153002	2	661	+	660	6	0.00373246
196_2	k141_153002	710	1372	+	663	3	0.00185779
196_3	k141_153002	1414	1767	-	354	0	0
197_1	k141_47881	3	113	-	111	2	0.00739768
197_2	k141_47881	160	417	-	258	147	0.23393
197_3	k141_47881	631	1068	-	438	224	0.209972
198_1	k141_28710	1	828	-	828	20	0.00991717
198_2	k141_28710	825	1388	-	564	19	0.0138313
198_3	k141_28710	1366	1497	-	132	3	0.00933116
199_1	k141_76517	2	88	-	87	0	0
199_2	k141_76517	223	5523	-	5301	79	0.00611868
199_3	k141_76517	5700	5828	-	129	2	0.00636544
199_4	k141_76517	5853	7607	-	1755	17	0.00397704
199_5	k141_76517	7822	9288	+	1467	11	0.00307858
199_6	k141_76517	9369	9614	-	246	1	0.00166899
200_1	k141_181695	2	760	+	759	10	0.00540937
200_2	k141_181695	881	1966	-	1086	15	0.00567087
200_3	k141_181695	1998	3641	-	1644	13	0.00324661
200_4	k141_181695	3650	4936	-	1287	12	0.00382817
200_5	k141_181695	4939	6327	-	1389	13	0.00384264
200_6	k141_181695	6553	7623	-	1071	20	0.00766706
200_7	k141_181695	7670	8374	-	705	7	0.00407659
201_1	k141_124360	2	178	-	177	24	0.0556706
201_2	k141_124360	574	786	-	213	56	0.107944
201_3	k141_124360	822	3572	-	2751	545	0.0813381
201_4	k141_124360	3984	5678	-	1695	392	0.0949521
201_5	k141_124360	5691	6266	-	576	90	0.0641517
201_6	k141_124360	6310	7359	-	1050	231	0.0903256
202_1	k141_57401	1	672	+	672	14	0.00855356
202_2	k141_57401	662	1474	+	813	8	0.00404006
202_3	k141_57401	1507	2313	+	807	11	0.00559638
202_4	k141_57401	2377	3483	+	1107	22	0.0081595
202_5	k141_57401	3610	4152	-	543	2	0.00151223
203_1	k141_67	3	989	-	987	11	0.00457577
203_2	k141_67	986	1588	-	603	16	0.0108941
203_3	k141_67	1711	2628	-	918	14	0.00626143
204_1	k141_76520	863	1708	-	846	348	0.168887
205_1	k141_181699	2	442	+	441	10	0.00931
205_2	k141_181699	589	996	+	408	1	0.0010063
206_1	k141_86066	54	1535	-	1482	66	0.0182845
206_2	k141_86066	1857	4823	-	2967	229	0.0316888
206_3	k141_86066	5016	7112	+	2097	140	0.0274106
206_4	k141_86066	7313	8650	+	1338	105	0.0322197
206_5	k141_86066	8883	10046	+	1164	65	0.0229271
206_6	k141_86066	10129	11691	+	1563	92	0.0241667
206_7	k141_86066	11741	13267	+	1527	99	0.0266186
207_1	k141_153010	3	926	+	924	15	0.00666511
207_2	k141_153010	1470	1799	+	330	12	0.0149299
208_1	k141_76522	105	299	-	195	7	0.0147384
208_2	k141_76522	850	1221	-	372	0	0
209_1	k141_124362	3	1223	-	1221	7	0.00235381
209_2	k141_124362	1421	1816	-	396	5	0.00518398
209_3	k141_124362	1843	2094	-	252	0	0
209_4	k141_124362	2084	2788	-	705	1	0.00058237
210_1	k141_47889	291	983	+	693	5	0.00296227
210_2	k141_47889	1335	2627	+	1293	23	0.00730327
211_1	k141_28711	119	1036	+	918	307	0.137304
211_2	k141_28711	1059	1988	+	930	71	0.0313447
211_3	k141_28711	2279	3112	+	834	60	0.0295375
211_4	k141_28711	3184	4473	+	1290	109	0.0346917
212_1	k141_76524	3	263	-	261	24	0.0377537
212_2	k141_76524	420	578	-	159	19	0.0490619
212_3	k141_76524	654	1400	-	747	51	0.028031
212_4	k141_76524	1400	1531	-	132	1	0.00311039
213_1	k141_72	3	1337	+	1335	28	0.00861123
213_2	k141_72	1468	2085	+	618	8	0.00531483
213_3	k141_72	2133	2666	-	534	4	0.00307544
214_1	k141_19182	3	992	-	990	51	0.0211506
214_2	k141_19182	1113	3101	+	1989	81	0.0167201
214_3	k141_19182	3092	3898	-	807	28	0.0142453
214_4	k141_19182	4219	4773	+	555	19	0.0140556
215_1	k141_105232	1	510	-	510	4	0.00322016
215_2	k141_105232	507	1526	-	1020	7	0.00281764
215_3	k141_105232	1731	3845	-	2115	44	0.00854143
215_4	k141_105232	3898	4170	-	273	7	0.0105275
215_5	k141_105232	4339	5202	-	864	21	0.00997916
215_6	k141_105232	5369	5791	-	423	5	0.00485308
215_7	k141_105232	5836	6387	-	552	17	0.0126444
215_8	k141_105232	6654	7049	+	396	13	0.0134783
215_9	k141_105232	7419	7673	-	255	3	0.00483025
216_1	k141_47891	594	992	+	399	15	0.015435
216_2	k141_47891	964	1092	+	129	3	0.00954816
216_3	k141_47891	1082	1699	-	618	260	0.172732
217_1	k141_38299	1	225	-	225	10	0.0182476
217_2	k141_38299	222	1397	-	1176	149	0.0520196
217_3	k141_38299	2346	2633	-	288	75	0.10692
217_4	k141_38299	2876	3658	-	783	95	0.0498138
217_5	k141_38299	3661	4560	-	900	65	0.0296523
217_6	k141_38299	4582	6054	-	1473	147	0.0409735
217_7	k141_38299	6249	7664	-	1416	213	0.0617596
217_8	k141_38299	7730	9163	-	1434	207	0.0592665
217_9	k141_38299	9504	10289	+	786	131	0.0684285
218_1	k141_86067	1	714	-	714	8	0.00460024
218_2	k141_86067	711	2480	-	1770	22	0.00510314
219_1	k141_105234	1	1446	-	1446	3	0.000851807
220_1	k141_74	1	123	-	123	3	0.0100139
220_2	k141_74	145	1398	-	1254	23	0.00753041
221_1	k141_19186	1	891	-	891	65	0.0299519
222_1	k141_105235	2	532	+	531	1	0.000773203
222_2	k141_105235	548	1021	+	474	1	0.000866184
222_3	k141_105235	1051	1260	+	210	2	0.0039102
223_1	k141_38302	834	1571	-	738	97	0.0539639
223_2	k141_38302	1691	2236	-	546	38	0.0285745
223_3	k141_38302	2441	2590	-	150	6	0.0164228
224_1	k141_78	183	2177	-	1995	11	0.0022638
225_1	k141_153011	3	3302	+	3300	256	0.0318504
225_2	k141_153011	3331	3843	+	513	32	0.0256107
225_3	k141_153011	4445	7435	+	2991	185	0.0253947
225_4	k141_153011	7497	8177	+	681	55	0.0331592
226_1	k141_47895	108	1499	+	1392	13	0.00383436
226_2	k141_47895	1606	1728	+	123	0	0
226_3	k141_47895	1809	2531	+	723	12	0.00681446
226_4	k141_47895	2548	4185	+	1638	9	0.00225588
227_1	k141_28715	3	410	-	408	1	0.0010063
227_2	k141_28715	542	1222	-	681	3	0.00180868
228_1	k141_172118	1	219	+	219	8	0.014998
228_2	k141_172118	274	1290	+	1017	70	0.0282596
228_3	k141_172118	1322	2155	+	834	71	0.0349527
228_4	k141_172118	2167	2316	+	150	7	0.01916
228_5	k141_172118	2276	2695	-	420	29	0.0283489
228_6	k141_172118	2695	3216	-	522	75	0.0589901
228_7	k141_172118	3319	3510	-	192	41	0.087674
228_8	k141_172118	3523	4500	-	978	249	0.104532
228_9	k141_172118	4955	5269	-	315	63	0.0821142
228_10	k141_172118	5275	5622	-	348	51	0.0601699
228_11	k141_172118	6015	6620	+	606	115	0.0779136
228_12	k141_172118	6617	7495	+	879	159	0.0742671
228_13	k141_172118	8050	9705	-	1656	76	0.0188426
228_14	k141_172118	9925	11022	-	1098	35	0.0130874
228_15	k141_172118	11151	11378	+	228	6	0.0108045
228_16	k141_172118	11617	11901	-	285	6	0.0086436
229_1	k141_76530	91	2394	-	2304	18	0.00320759
229_2	k141_76530	2415	3236	-	822	11	0.00549426
229_3	k141_76530	3252	4346	-	1095	8	0.00299961
229_4	k141_76530	4364	5773	-	1410	12	0.00349422
230_1	k141_38306	36	1259	+	1224	0	0
230_2	k141_38306	1272	1430	+	159	1	0.00258221
231_1	k141_9621	98	1054	+	957	76	0.0326054
231_2	k141_9621	1184	2041	+	858	58	0.0277542
231_3	k141_9621	2088	2243	-	156	16	0.0421098
231_4	k141_9621	2361	3125	+	765	30	0.0161008
231_5	k141_9621	3100	3522	+	423	29	0.0281479
231_6	k141_9621	3754	4977	+	1224	48	0.0161008
231_7	k141_9621	4998	5912	+	915	57	0.0255766
231_8	k141_9621	5974	6879	+	906	48	0.0217521
231_9	k141_9621	6910	7920	+	1011	76	0.0308639
231_10	k141_9621	7948	9768	+	1821	122	0.0275067
231_11	k141_9621	9919	11136	-	1218	3007	1.01362
231_12	k141_9621	11316	11888	-	573	562	0.402689
231_13	k141_9621	12247	13593	-	1347	1481	0.451415
231_14	k141_9621	13642	14637	+	996	1054	0.43448
231_15	k141_9621	14687	15673	+	987	977	0.406411
231_16	k141_9621	15730	17064	+	1335	1727	0.531128
231_17	k141_9621	17153	18352	+	1200	1137	0.389016
232_1	k141_124371	2	1102	+	1101	661	0.246492
232_2	k141_124371	1681	3036	+	1356	977	0.295817
232_3	k141_124371	3116	4303	-	1188	1021	0.352856
232_4	k141_124371	4586	5230	-	645	313	0.199238
233_1	k141_172119	1	834	+	834	2	0.000984583
234_1	k141_105243	554	1816	+	1263	48	0.0156036
235_1	k141_76531	1	525	-	525	19	0.0148588
235_2	k141_76531	572	949	-	378	5	0.00543083
235_3	k141_76531	967	1746	-	780	11	0.0057901
236_1	k141_28718	1	279	-	279	0	0
236_2	k141_28718	424	1659	-	1236	0	0
236_3	k141_28718	1670	1978	-	309	1	0.00132871
237_1	k141_9622	3	392	-	390	2	0.00210549
237_2	k141_9622	418	1794	-	1377	11	0.0032798
237_3	k141_9622	1890	2381	-	492	3	0.00250348
238_1	k141_38307	48	1088	+	1041	416	0.164071
238_2	k141_38307	1110	1277	-	168	65	0.158852
238_3	k141_38307	1503	1727	-	225	119	0.217146
238_4	k141_38307	1984	2490	+	507	235	0.190304
239_1	k141_86068	181	1176	+	996	41	0.016901
239_2	k141_86068	1704	6071	-	4368	302	0.0283865
239_3	k141_86068	6435	7790	+	1356	175	0.0529867
239_4	k141_86068	7810	8490	+	681	1001	0.603497
240_1	k141_19187	1	126	-	126	2	0.006517
240_2	k141_19187	350	670	-	321	4	0.00511615
240_3	k141_19187	676	1905	-	1230	29	0.00968013
240_4	k141_19187	2139	2528	-	390	15	0.0157912
240_5	k141_19187	2655	3197	-	543	18	0.0136101
240_6	k141_19187	3280	4653	-	1374	36	0.0107573
240_7	k141_19187	4725	4988	-	264	1	0.00155519
240_8	k141_19187	5003	5431	-	429	15	0.0143556
240_9	k141_19187	5524	6378	-	855	33	0.0158466
240_10	k141_19187	6588	7469	-	882	30	0.013965
240_11	k141_19187	7592	7954	-	363	3	0.00339315
241_1	k141_181704	306	1745	-	1440	201	0.0573089
241_2	k141_181704	1786	2022	-	237	37	0.0640976
241_3	k141_181704	2143	3021	+	879	107	0.0499785
241_4	k141_181704	3074	3460	+	387	71	0.0753244
241_5	k141_181704	3515	4150	-	636	88	0.0568086
241_6	k141_181704	4335	4601	+	267	30	0.0461316
241_7	k141_181704	4594	4920	+	327	49	0.0615229
241_8	k141_181704	5522	6079	-	558	100	0.073579
241_9	k141_181704	6295	6597	-	303	44	0.0596209
241_10	k141_181704	6613	6753	-	141	29	0.0844437
241_11	k141_181704	6766	6984	-	219	31	0.0581174
241_12	k141_181704	7001	7975	-	975	179	0.0753766
241_13	k141_181704	8129	8416	+	288	49	0.0698541
241_14	k141_181704	8472	8921	-	450	82	0.0748152
241_15	k141_181704	9295	9519	-	225	48	0.0875885
241_16	k141_181704	9595	9741	-	147	38	0.106134
241_17	k141_181704	9808	10569	-	762	163	0.0878256
241_18	k141_181704	10981	11886	-	906	158	0.0716007
241_19	k141_181704	12085	13026	-	942	173	0.0754021
242_1	k141_28719	1	129	-	129	5	0.0159136
242_2	k141_28719	257	1213	-	957	14	0.00600626
243_1	k141_105247	3	407	+	405	1	0.00101376
243_2	k141_105247	404	967	+	564	1	0.000727963
243_3	k141_105247	1311	1775	+	465	7	0.00618064
244_1	k141_153013	411	764	+	354	26	0.0301549
244_2	k141_153013	833	1732	-	900	34	0.0155105
244_3	k141_153013	1729	2193	-	465	8	0.00706359
244_4	k141_153013	2190	3299	-	1110	20	0.00739768
244_5	k141_153013	3377	4693	-	1317	44	0.0137169
244_6	k141_153013	5059	5232	-	174	6	0.0141576
245_1	k141_9624	179	1204	+	1026	11	0.00440183
246_1	k141_172129	1	378	-	378	253	0.2748
246_2	k141_172129	546	1049	-	504	444	0.361693
247_1	k141_79	2	3946	-	3945	1650	0.171722
247_2	k141_79	3976	5421	-	1446	559	0.15872
247_3	k141_79	5516	6667	+	1152	454	0.161805
248_1	k141_76538	1	87	-	87	0	0
248_2	k141_76538	241	711	-	471	6	0.0052302
248_3	k141_76538	843	1412	-	570	4	0.0028812
248_4	k141_76538	1771	1872	+	102	0	0
249_1	k141_19189	63	1442	+	1380	16	0.00476024
250_1	k141_57404	2	2446	+	2445	2320	0.389581
250_2	k141_57404	3236	3412	-	177	134	0.310828
250_3	k141_57404	3532	3954	+	423	409	0.396982
250_4	k141_57404	3975	6383	-	2409	2515	0.428637
250_5	k141_57404	6652	8676	-	2025	2115	0.428819
250_6	k141_57404	8691	11999	-	3309	3063	0.380048
250_7	k141_57404	12005	12226	-	222	160	0.295907
250_8	k141_57404	12321	16385	+	4065	4045	0.408551
250_9	k141_57404	16495	17472	-	978	904	0.379505
251_1	k141_76539	2	1201	-	1200	4	0.00136857
252_1	k141_181705	3	332	+	330	0	0
252_2	k141_181705	354	1331	+	978	0	0
252_3	k141_181705	1947	2768	+	822	0	0
252_4	k141_181705	2755	3162	+	408	0	0
253_1	k141_105253	240	1142	-	903	3	0.00136402
253_2	k141_105253	1214	1807	+	594	3	0.00207359
254_1	k141_86074	2	697	+	696	0	0
254_2	k141_86074	873	1652	+	780	4	0.00210549
254_3	k141_86074	1776	3266	+	1491	10	0.00275366
254_4	k141_86074	3419	3814	+	396	0	0
255_1	k141_181708	1	1116	-	1116	80	0.0294316
256_1	k141_95635	247	2301	+	2055	51	0.0101894
256_2	k141_95635	2405	4084	-	1680	44	0.010753
256_3	k141_95635	4159	4419	-	261	8	0.0125846
256_4	k141_95635	4614	5387	-	774	26	0.0137918
256_5	k141_95635	5527	6045	+	519	17	0.0134484
256_6	k141_95635	6225	7883	-	1659	46	0.0113841
256_7	k141_95635	8057	9070	-	1014	24	0.00971766
256_8	k141_95635	9235	9807	-	573	9	0.00644876
256_9	k141_95635	9818	11482	-	1665	35	0.00863062
256_10	k141_95635	11989	13164	+	1176	31	0.0108229
256_11	k141_95635	13260	14465	-	1206	26	0.00885145
256_12	k141_95635	14749	15594	+	846	26	0.012618
